Step,Susceptible,Exposed,Infected,Removed
0,88218,2,4,1
1,88210,9,4,2
2,88209,7,7,2
3,88201,15,6,3
4,88193,16,12,4
5,88183,21,15,6
6,88174,22,22,7
7,88159,28,26,12
8,88134,42,31,18
9,88106,58,37,24
10,88066,81,51,27
11,88022,90,80,33
12,87973,107,101,44
13,87873,173,117,62
14,87777,223,142,83
15,87644,284,193,104
16,87458,375,260,132
17,87204,487,366,168
18,86876,633,489,227
19,86433,842,630,320
20,85854,1109,839,423
21,85139,1445,1078,563
22,84223,1872,1370,760
23,83096,2349,1779,1001
24,81644,2978,2298,1305
25,79764,3822,2956,1683
26,77424,4793,3799,2209
27,74471,6089,4785,2880
28,70937,7489,6060,3739
29,66651,9175,7599,4800
30,61712,10844,9578,6091
31,55921,12822,11732,7750
32,49577,14757,14125,9766
33,42937,16162,16790,12336
34,36160,17317,19470,15278
35,29589,17914,21986,18736
36,23669,17698,24236,22622
37,18515,16745,26016,26949
38,14256,15147,27464,31358
39,10774,13352,27903,36196
40,8070,11403,27561,41191
41,6080,9372,26741,46032
42,4555,7706,25270,50694
43,3546,6132,23410,55137
44,2780,4723,21478,59244
45,2225,3578,19326,63096
46,1808,2772,17158,66487
47,1526,2074,15181,69444
48,1316,1529,13358,72022
49,1150,1138,11544,74393
50,1028,833,9986,76378
51,935,627,8539,78124
52,858,488,7236,79643
53,794,387,6120,80924
54,747,286,5168,82024
55,710,236,4383,82896
56,674,192,3712,83647
57,651,144,3118,84312
58,633,102,2675,84815
59,615,86,2216,85308
60,603,67,1853,85702
61,597,52,1516,86060
62,584,42,1287,86312
63,576,30,1060,86559
64,567,30,891,86737
65,557,31,748,86889
66,553,23,642,87007
67,548,16,545,87116
68,546,15,455,87209
69,545,8,390,87282
70,544,7,318,87356
71,544,3,262,87416
72,542,3,217,87463
73,542,1,177,87505
74,542,1,142,87540
75,542,0,125,87558
76,542,0,102,87581
77,542,0,81,87602
78,542,0,68,87615
79,542,0,61,87622
80,541,1,52,87631
81,541,1,44,87639
82,541,0,40,87644
83,541,0,30,87654
84,541,0,24,87660
85,541,0,17,87667
86,541,0,13,87671
87,541,0,11,87673
88,541,0,8,87676
89,541,0,4,87680
90,541,0,3,87681
91,541,0,3,87681
92,541,0,3,87681
93,541,0,3,87681
94,541,0,2,87682
95,541,0,2,87682
96,541,0,2,87682
97,541,0,1,87683
98,541,0,1,87683
99,541,0,1,87683
100,541,0,1,87683
101,541,0,1,87683
102,541,0,1,87683
103,541,0,1,87683
104,541,0,1,87683
105,541,0,1,87683
106,541,0,1,87683
107,541,0,0,87684
108,541,0,0,87684
109,541,0,0,87684
110,541,0,0,87684
111,541,0,0,87684
112,541,0,0,87684
113,541,0,0,87684
114,541,0,0,87684
115,541,0,0,87684
116,541,0,0,87684
117,541,0,0,87684
118,541,0,0,87684
119,541,0,0,87684
