Step,Susceptible,Exposed,Infected,Removed
0,88216,4,4,1
1,88213,7,3,2
2,88211,6,6,2
3,88205,9,6,5
4,88198,14,8,5
5,88191,18,9,7
6,88178,24,13,10
7,88168,27,20,10
8,88144,44,25,12
9,88116,54,43,12
10,88075,72,60,18
11,88007,119,73,26
12,87932,149,112,32
13,87812,213,158,42
14,87640,318,206,61
15,87439,412,287,87
16,87128,567,400,130
17,86676,819,544,186
18,86110,1118,741,256
19,85307,1545,1015,358
20,84226,2077,1418,504
21,82770,2826,1929,700
22,80873,3708,2688,956
23,78221,5036,3648,1320
24,74754,6749,4947,1775
25,70274,8878,6702,2371
26,64580,11436,8986,3223
27,57801,14143,11927,4354
28,49901,17133,15362,5829
29,41116,19897,19392,7820
30,32312,21666,23940,10307
31,23903,22509,28525,13288
32,16682,21934,32716,16893
33,11097,19782,36456,20890
34,7029,17021,38828,25347
35,4238,13848,39959,30180
36,2607,10602,39870,35146
37,1590,7898,38504,40233
38,996,5668,36566,44995
39,629,4130,33875,49591
40,429,2870,31060,53866
41,309,2001,28217,57698
42,237,1365,25418,61205
43,164,974,22655,64432
44,127,694,20068,67336
45,94,476,17851,69804
46,82,337,15795,72011
47,63,242,13866,74054
48,53,165,12134,75873
49,41,123,10667,77394
50,39,77,9386,78723
51,36,51,8235,79903
52,33,35,7220,80937
53,30,24,6281,81890
54,26,19,5534,82646
55,26,13,4872,83314
56,26,9,4271,83919
57,24,9,3762,84430
58,23,7,3323,84872
59,23,4,2923,85275
60,22,4,2558,85641
61,20,6,2200,85999
62,20,3,1928,86274
63,18,5,1705,86497
64,18,3,1507,86697
65,17,2,1319,86887
66,17,2,1159,87047
67,17,2,1014,87192
68,16,3,873,87333
69,16,2,768,87439
70,16,2,656,87551
71,16,0,577,87632
72,16,0,506,87703
73,16,0,446,87763
74,16,0,390,87819
75,16,0,351,87858
76,16,0,312,87897
77,16,0,275,87934
78,16,0,238,87971
79,16,0,214,87995
80,16,0,187,88022
81,16,0,166,88043
82,16,0,143,88066
83,16,0,125,88084
84,16,0,115,88094
85,16,0,101,88108
86,16,0,88,88121
87,16,0,79,88130
88,16,0,67,88142
89,16,0,57,88152
90,16,0,45,88164
91,16,0,41,88168
92,16,0,38,88171
93,16,0,36,88173
94,16,0,32,88177
95,16,0,30,88179
96,16,0,30,88179
97,16,0,27,88182
98,16,0,25,88184
99,16,0,22,88187
100,16,0,17,88192
101,16,0,16,88193
102,16,0,15,88194
103,16,0,12,88197
104,16,0,10,88199
105,16,0,9,88200
106,16,0,9,88200
107,16,0,9,88200
108,16,0,7,88202
109,16,0,7,88202
110,16,0,7,88202
111,16,0,7,88202
112,16,0,5,88204
113,16,0,3,88206
114,16,0,2,88207
115,16,0,2,88207
116,16,0,2,88207
117,16,0,1,88208
118,16,0,1,88208
119,16,0,1,88208
