Step,Susceptible,Exposed,Infected,Removed
0,88216,4,5,0
1,88210,8,7,0
2,88200,13,11,1
3,88186,18,20,1
4,88173,21,28,3
5,88148,30,43,4
6,88110,55,55,5
7,88061,74,79,11
8,87998,94,118,15
9,87888,152,161,24
10,87736,216,233,40
11,87494,344,323,64
12,87181,456,510,78
13,86679,708,694,144
14,86068,920,1026,211
15,85133,1347,1430,315
16,83835,1884,2055,451
17,82007,2672,2890,656
18,79404,3792,4087,942
19,75938,5172,5704,1411
20,71353,6976,7909,1987
21,65600,8821,10955,2849
22,58384,11149,14698,3994
23,49771,13722,19299,5433
24,40339,15652,24814,7420
25,30722,16695,30948,9860
26,21968,16325,36984,12948
27,14740,14517,42323,16645
28,9318,11896,46121,20890
29,5703,8998,48122,25402
30,3431,6353,48254,30187
31,2054,4247,47011,34913
32,1217,2736,44606,39666
33,727,1742,41727,44029
34,463,1023,38570,48169
35,318,625,35228,52054
36,237,364,32050,55574
37,159,250,28986,58830
38,123,150,26157,61795
39,90,100,23646,64389
40,75,60,21406,66684
41,63,39,19275,68848
42,51,32,17287,70855
43,44,21,15614,72546
44,37,19,14049,74120
45,31,13,12612,75569
46,27,7,11378,76813
47,22,7,10257,77939
48,21,6,9264,78934
49,20,2,8393,79810
50,19,2,7551,80653
51,17,2,6817,81389
52,15,4,6124,82082
53,15,3,5517,82690
54,14,3,4972,83236
55,14,2,4447,83762
56,14,1,3968,84242
57,12,3,3590,84620
58,11,4,3223,84987
59,11,2,2906,85306
60,11,1,2630,85583
61,11,0,2370,85844
62,11,0,2119,86095
63,11,0,1907,86307
64,11,0,1727,86487
65,10,1,1586,86628
66,10,1,1428,86786
67,10,1,1298,86916
68,10,0,1174,87041
69,10,0,1076,87139
70,10,0,962,87253
71,10,0,866,87349
72,10,0,778,87437
73,10,0,706,87509
74,10,0,636,87579
75,10,0,591,87624
76,10,0,516,87699
77,10,0,463,87752
78,10,0,413,87802
79,10,0,381,87834
80,10,0,337,87878
81,10,0,295,87920
82,10,0,268,87947
83,10,0,240,87975
84,10,0,225,87990
85,10,0,202,88013
86,10,0,183,88032
87,10,0,165,88050
88,10,0,148,88067
89,10,0,137,88078
90,10,0,123,88092
91,10,0,112,88103
92,10,0,101,88114
93,10,0,90,88125
94,10,0,84,88131
95,10,0,77,88138
96,10,0,69,88146
97,10,0,63,88152
98,10,0,53,88162
99,10,0,47,88168
100,10,0,42,88173
101,10,0,36,88179
102,10,0,31,88184
103,10,0,26,88189
104,10,0,24,88191
105,10,0,22,88193
106,10,0,19,88196
107,10,0,19,88196
108,10,0,18,88197
109,10,0,16,88199
110,10,0,14,88201
111,10,0,12,88203
112,10,0,12,88203
113,10,0,10,88205
114,10,0,9,88206
115,10,0,8,88207
116,10,0,7,88208
117,10,0,7,88208
118,10,0,6,88209
119,10,0,6,88209
