Step,Susceptible,Exposed,Infected,Removed
0,88214,6,4,1
1,88212,6,5,2
2,88207,7,7,4
3,88200,12,9,4
4,88193,15,11,6
5,88180,21,18,6
6,88162,24,30,9
7,88133,34,41,17
8,88090,57,52,26
9,88043,84,59,39
10,87999,88,87,51
11,87928,121,110,66
12,87815,174,147,89
13,87688,217,192,128
14,87505,309,241,170
15,87307,364,331,223
16,87029,486,423,287
17,86645,643,573,364
18,86165,848,746,466
19,85457,1168,980,620
20,84623,1465,1340,797
21,83461,1987,1721,1056
22,82000,2572,2258,1395
23,80087,3347,2970,1821
24,77615,4327,3854,2429
25,74672,5303,5034,3216
26,71032,6563,6409,4221
27,66598,8080,8031,5516
28,61356,9678,10079,7112
29,55266,11397,12379,9183
30,48683,12766,15135,11641
31,41671,14097,17840,14617
32,34685,14696,20638,18206
33,28016,14747,23146,22316
34,22083,13979,25284,26879
35,17064,12604,26533,32024
36,13026,10914,26884,37401
37,9927,9125,26424,42749
38,7608,7327,25150,48140
39,5911,5734,23321,53259
40,4710,4396,21041,58078
41,3769,3353,18750,62353
42,3111,2498,16575,66041
43,2621,1829,14461,69314
44,2265,1363,12330,72267
45,1985,993,10543,74704
46,1783,734,8968,76740
47,1627,568,7605,78425
48,1511,431,6385,79898
49,1415,349,5359,81102
50,1335,276,4474,82140
51,1281,196,3710,83038
52,1234,154,3022,83815
53,1189,127,2481,84428
54,1163,98,2043,84921
55,1136,83,1687,85319
56,1115,68,1379,85663
57,1102,49,1129,85945
58,1088,37,928,86172
59,1074,36,734,86381
60,1063,32,604,86526
61,1059,26,500,86640
62,1054,18,408,86745
63,1050,15,328,86832
64,1048,13,268,86896
65,1045,10,214,86956
66,1042,5,188,86990
67,1041,2,154,87028
68,1040,2,130,87053
69,1040,0,112,87073
70,1038,2,97,87088
71,1037,2,81,87105
72,1036,2,65,87122
73,1036,0,52,87137
74,1036,0,44,87145
75,1036,0,34,87155
76,1036,0,27,87162
77,1036,0,21,87168
78,1036,0,18,87171
79,1036,0,11,87178
80,1036,0,10,87179
81,1036,0,8,87181
82,1036,0,6,87183
83,1036,0,4,87185
84,1036,0,4,87185
85,1036,0,1,87188
86,1036,0,1,87188
87,1036,0,1,87188
88,1036,0,1,87188
89,1036,0,1,87188
90,1036,0,0,87189
91,1036,0,0,87189
92,1036,0,0,87189
93,1036,0,0,87189
94,1036,0,0,87189
95,1036,0,0,87189
96,1036,0,0,87189
97,1036,0,0,87189
98,1036,0,0,87189
99,1036,0,0,87189
100,1036,0,0,87189
101,1036,0,0,87189
102,1036,0,0,87189
103,1036,0,0,87189
104,1036,0,0,87189
105,1036,0,0,87189
106,1036,0,0,87189
107,1036,0,0,87189
108,1036,0,0,87189
109,1036,0,0,87189
110,1036,0,0,87189
111,1036,0,0,87189
112,1036,0,0,87189
113,1036,0,0,87189
114,1036,0,0,87189
115,1036,0,0,87189
116,1036,0,0,87189
117,1036,0,0,87189
118,1036,0,0,87189
119,1036,0,0,87189
