Step,Susceptible,Exposed,Infected,Removed
0,88215,5,5,0
1,88210,6,7,2
2,88206,7,10,2
3,88195,16,8,6
4,88186,17,15,7
5,88166,29,23,7
6,88142,40,32,11
7,88104,56,50,15
8,88055,88,62,20
9,87987,108,108,22
10,87889,154,147,35
11,87733,236,208,48
12,87512,362,278,73
13,87244,465,402,114
14,86861,660,535,169
15,86369,841,771,244
16,85621,1210,1055,339
17,84585,1688,1476,476
18,83110,2397,2053,665
19,81234,3211,2866,914
20,78611,4406,3915,1293
21,75217,5834,5365,1809
22,70922,7515,7316,2472
23,65305,9730,9768,3422
24,58460,12289,12772,4704
25,50562,14558,16759,6346
26,41825,16754,21238,8408
27,32872,18166,26252,10935
28,24508,18321,31133,14263
29,17196,17394,35481,18154
30,11494,15398,38749,22584
31,7374,12637,40833,27381
32,4622,9640,41501,32462
33,2872,7023,40605,37725
34,1800,4941,38700,42784
35,1163,3308,36102,47652
36,777,2241,33102,52105
37,546,1457,30000,56222
38,387,931,26939,59968
39,286,607,24028,63304
40,206,425,21333,66261
41,166,274,18908,68877
42,132,166,16694,71233
43,113,108,14707,73297
44,100,85,12874,75166
45,84,60,11316,76765
46,73,53,9935,78164
47,62,40,8720,79403
48,56,28,7632,80509
49,53,19,6706,81447
50,51,13,5874,82287
51,48,8,5148,83021
52,45,7,4470,83703
53,44,4,3941,84236
54,42,5,3480,84698
55,41,2,3050,85132
56,39,3,2655,85528
57,37,2,2312,85874
58,37,1,2046,86141
59,37,0,1800,86388
60,36,1,1580,86608
61,35,1,1394,86795
62,34,2,1201,86988
63,33,2,1057,87133
64,33,1,917,87274
65,33,0,784,87408
66,33,0,690,87502
67,33,0,600,87592
68,33,0,526,87666
69,33,0,455,87737
70,33,0,397,87795
71,33,0,341,87851
72,33,0,309,87883
73,33,0,269,87923
74,33,0,239,87953
75,33,0,206,87986
76,33,0,179,88013
77,33,0,164,88028
78,33,0,142,88050
79,33,0,132,88060
80,33,0,107,88085
81,33,0,98,88094
82,33,0,83,88109
83,33,0,74,88118
84,33,0,69,88123
85,33,0,59,88133
86,33,0,52,88140
87,33,0,42,88150
88,33,0,34,88158
89,33,0,29,88163
90,33,0,27,88165
91,33,0,22,88170
92,33,0,21,88171
93,33,0,20,88172
94,33,0,17,88175
95,33,0,15,88177
96,33,0,14,88178
97,33,0,12,88180
98,33,0,10,88182
99,33,0,8,88184
100,33,0,8,88184
101,33,0,7,88185
102,33,0,5,88187
103,33,0,4,88188
104,33,0,3,88189
105,33,0,3,88189
106,33,0,2,88190
107,33,0,2,88190
108,33,0,2,88190
109,33,0,2,88190
110,33,0,1,88191
111,33,0,1,88191
112,33,0,1,88191
113,33,0,1,88191
114,33,0,1,88191
115,33,0,1,88191
116,33,0,1,88191
117,33,0,0,88192
118,33,0,0,88192
119,33,0,0,88192
