Step,Susceptible,Exposed,Infected,Removed
0,88211,9,3,2
1,88210,6,7,2
2,88201,14,8,2
3,88195,12,15,3
4,88183,16,20,6
5,88161,35,21,8
6,88145,35,36,9
7,88111,51,46,17
8,88062,78,60,25
9,88006,95,89,35
10,87917,135,121,52
11,87771,219,159,76
12,87592,296,233,104
13,87343,415,336,131
14,86988,569,491,177
15,86476,840,658,251
16,85777,1160,942,346
17,84748,1677,1307,493
18,83443,2261,1837,684
19,81597,3095,2568,965
20,79036,4280,3549,1360
21,75670,5673,4971,1911
22,71095,7767,6706,2657
23,65430,9972,9208,3615
24,58273,12613,12381,4958
25,49977,15299,16221,6728
26,40794,17601,20681,9149
27,31470,19115,25307,12333
28,22912,19166,30034,16113
29,15635,17832,34057,20701
30,10237,15150,37054,25784
31,6476,12133,38344,31272
32,3982,9124,38198,36921
33,2512,6463,36487,42763
34,1581,4469,33994,48181
35,1000,3036,30958,53231
36,692,2002,27537,57994
37,475,1295,24336,62119
38,368,840,21274,65743
39,264,552,18493,68916
40,211,334,15993,71687
41,169,232,13730,74094
42,144,152,11814,76115
43,128,100,10093,77904
44,117,68,8557,79483
45,108,55,7338,80724
46,103,33,6298,81791
47,95,24,5392,82714
48,92,16,4549,83568
49,86,15,3862,84262
50,85,9,3261,84870
51,77,14,2773,85361
52,77,6,2372,85770
53,74,7,2008,86136
54,73,5,1695,86452
55,72,5,1462,86686
56,69,7,1224,86925
57,68,6,1051,87100
58,68,4,898,87255
59,67,4,772,87382
60,67,2,644,87512
61,67,2,555,87601
62,66,1,479,87679
63,66,1,413,87745
64,66,0,351,87808
65,66,0,288,87871
66,66,0,229,87930
67,66,0,198,87961
68,66,0,162,87997
69,64,2,137,88022
70,63,1,128,88033
71,63,1,113,88048
72,63,0,94,88068
73,63,0,84,88078
74,63,0,73,88089
75,63,0,66,88096
76,63,0,56,88106
77,63,0,49,88113
78,63,0,42,88120
79,63,0,35,88127
80,63,0,31,88131
81,63,0,26,88136
82,63,0,23,88139
83,63,0,20,88142
84,63,0,16,88146
85,63,0,14,88148
86,63,0,8,88154
87,63,0,8,88154
88,63,0,8,88154
89,63,0,7,88155
90,63,0,7,88155
91,63,0,6,88156
92,63,0,4,88158
93,63,0,4,88158
94,63,0,3,88159
95,63,0,2,88160
96,63,0,1,88161
97,63,0,1,88161
98,63,0,1,88161
99,63,0,1,88161
100,63,0,0,88162
101,63,0,0,88162
102,63,0,0,88162
103,63,0,0,88162
104,63,0,0,88162
105,63,0,0,88162
106,63,0,0,88162
107,63,0,0,88162
108,63,0,0,88162
109,63,0,0,88162
110,63,0,0,88162
111,63,0,0,88162
112,63,0,0,88162
113,63,0,0,88162
114,63,0,0,88162
115,63,0,0,88162
116,63,0,0,88162
117,63,0,0,88162
118,63,0,0,88162
119,63,0,0,88162
