Step,Susceptible,Exposed,Infected,Removed
0,88210,10,4,1
1,88206,13,5,1
2,88201,15,7,2
3,88194,16,11,4
4,88186,16,18,5
5,88171,23,22,9
6,88138,48,22,17
7,88112,56,34,23
8,88077,68,53,27
9,88019,99,66,41
10,87950,128,94,53
11,87852,164,138,71
12,87694,256,166,109
13,87511,347,229,138
14,87256,455,341,173
15,86870,657,460,238
16,86364,906,629,326
17,85739,1148,881,457
18,84795,1617,1191,622
19,83567,2233,1561,864
20,81945,2989,2087,1204
21,79869,3885,2847,1624
22,77202,5029,3817,2177
23,73561,6610,5158,2896
24,68978,8531,6803,3913
25,63289,10807,8849,5280
26,56605,13194,11390,7036
27,49030,15435,14482,9278
28,41084,17200,17777,12164
29,33077,18218,21250,15680
30,25359,18579,24300,19987
31,18713,17830,26787,24895
32,13387,16046,28483,30309
33,9288,13693,29207,36037
34,6453,11045,28808,41919
35,4519,8533,27306,47867
36,3227,6473,25283,53242
37,2347,4768,22809,58301
38,1806,3520,20021,62878
39,1390,2535,17360,66940
40,1102,1787,14862,70474
41,910,1263,12727,73325
42,784,857,10774,75810
43,689,606,8841,78089
44,627,433,7278,79887
45,577,333,5949,81366
46,544,231,4888,82562
47,504,181,3999,83541
48,481,136,3297,84311
49,464,100,2713,84948
50,453,73,2183,85516
51,444,46,1783,85952
52,434,36,1454,86301
53,426,27,1193,86579
54,420,20,968,86817
55,417,14,766,87028
56,413,15,631,87166
57,413,8,517,87287
58,407,10,418,87390
59,405,7,339,87474
60,404,5,279,87537
61,403,3,227,87592
62,402,3,174,87646
63,402,2,136,87685
64,401,3,105,87716
65,400,1,85,87739
66,400,1,73,87751
67,400,1,58,87766
68,398,2,49,87776
69,398,1,38,87788
70,397,1,30,87797
71,397,1,23,87804
72,397,0,15,87813
73,397,0,14,87814
74,397,0,8,87820
75,397,0,8,87820
76,397,0,6,87822
77,397,0,6,87822
78,397,0,4,87824
79,397,0,2,87826
80,397,0,2,87826
81,397,0,1,87827
82,397,0,0,87828
83,397,0,0,87828
84,397,0,0,87828
85,397,0,0,87828
86,397,0,0,87828
87,397,0,0,87828
88,397,0,0,87828
89,397,0,0,87828
90,397,0,0,87828
91,397,0,0,87828
92,397,0,0,87828
93,397,0,0,87828
94,397,0,0,87828
95,397,0,0,87828
96,397,0,0,87828
97,397,0,0,87828
98,397,0,0,87828
99,397,0,0,87828
100,397,0,0,87828
101,397,0,0,87828
102,397,0,0,87828
103,397,0,0,87828
104,397,0,0,87828
105,397,0,0,87828
106,397,0,0,87828
107,397,0,0,87828
108,397,0,0,87828
109,397,0,0,87828
110,397,0,0,87828
111,397,0,0,87828
112,397,0,0,87828
113,397,0,0,87828
114,397,0,0,87828
115,397,0,0,87828
116,397,0,0,87828
117,397,0,0,87828
118,397,0,0,87828
119,397,0,0,87828
