Step,Susceptible,Exposed,Infected,Removed
0,88214,6,4,1
1,88208,10,5,2
2,88201,14,7,3
3,88192,14,14,5
4,88175,24,20,6
5,88147,42,27,9
6,88104,69,40,12
7,88056,94,58,17
8,88006,110,83,26
9,87921,150,112,42
10,87804,211,142,68
11,87658,268,208,91
12,87464,348,293,120
13,87153,490,408,174
14,86709,748,524,244
15,86135,1028,724,338
16,85366,1424,1006,429
17,84254,2012,1384,575
18,82782,2684,1990,769
19,80840,3522,2789,1074
20,78038,4866,3820,1501
21,74397,6597,5154,2077
22,69899,8449,7033,2844
23,63906,10992,9375,3952
24,56747,13761,12377,5340
25,48724,16284,16013,7204
26,39875,18475,20260,9615
27,30907,19942,24656,12720
28,22726,20148,28980,16371
29,15895,18861,32770,20699
30,10465,16681,35529,25550
31,6729,13748,36876,30872
32,4239,10762,36867,36357
33,2715,7972,35762,41776
34,1736,5748,33632,47109
35,1131,4060,30955,52079
36,794,2779,27823,56829
37,551,1895,24804,60975
38,407,1297,21873,64648
39,304,900,19181,67840
40,233,614,16720,70658
41,193,392,14503,73137
42,168,253,12453,75351
43,138,194,10684,77209
44,122,127,9194,78782
45,109,84,7883,80149
46,102,57,6710,81356
47,96,35,5718,82376
48,85,36,4860,83244
49,81,27,4123,83994
50,79,20,3560,84566
51,75,19,3035,85096
52,73,13,2622,85517
53,71,8,2253,85893
54,69,5,1920,86231
55,69,4,1647,86505
56,69,2,1382,86772
57,67,2,1187,86969
58,67,1,1019,87138
59,67,1,853,87304
60,67,1,732,87425
61,67,1,607,87550
62,66,2,495,87662
63,66,1,419,87739
64,66,0,352,87807
65,66,0,295,87864
66,65,1,248,87911
67,65,1,215,87944
68,65,0,184,87976
69,65,0,165,87995
70,65,0,140,88020
71,65,0,117,88043
72,65,0,103,88057
73,65,0,86,88074
74,65,0,71,88089
75,65,0,55,88105
76,65,0,41,88119
77,65,0,33,88127
78,65,0,25,88135
79,65,0,22,88138
80,64,1,18,88142
81,64,1,14,88146
82,64,1,11,88149
83,64,1,10,88150
84,64,1,6,88154
85,64,1,5,88155
86,64,0,4,88157
87,64,0,4,88157
88,64,0,3,88158
89,64,0,3,88158
90,64,0,2,88159
91,64,0,2,88159
92,64,0,2,88159
93,64,0,2,88159
94,64,0,1,88160
95,64,0,1,88160
96,64,0,1,88160
97,64,0,1,88160
98,64,0,0,88161
99,64,0,0,88161
100,64,0,0,88161
101,64,0,0,88161
102,64,0,0,88161
103,64,0,0,88161
104,64,0,0,88161
105,64,0,0,88161
106,64,0,0,88161
107,64,0,0,88161
108,64,0,0,88161
109,64,0,0,88161
110,64,0,0,88161
111,64,0,0,88161
112,64,0,0,88161
113,64,0,0,88161
114,64,0,0,88161
115,64,0,0,88161
116,64,0,0,88161
117,64,0,0,88161
118,64,0,0,88161
119,64,0,0,88161
