Step,Susceptible,Exposed,Infected,Removed
0,88216,4,5,0
1,88210,7,7,1
2,88204,11,8,2
3,88195,13,14,3
4,88180,23,18,4
5,88166,26,28,5
6,88135,49,34,7
7,88103,63,46,13
8,88045,97,65,18
9,87980,115,102,28
10,87886,163,137,39
11,87752,223,196,54
12,87584,296,264,81
13,87336,402,365,122
14,86941,589,512,183
15,86431,815,725,254
16,85718,1134,999,374
17,84712,1624,1369,520
18,83422,2196,1890,717
19,81631,3017,2602,975
20,79257,4042,3551,1375
21,76102,5360,4852,1911
22,72058,7043,6477,2647
23,66883,9062,8656,3624
24,60460,11397,11446,4922
25,52993,13768,14843,6621
26,44788,15654,18905,8878
27,36136,17222,23227,11640
28,27741,17912,27432,15140
29,20256,17287,31475,19207
30,14269,15713,34429,23814
31,9587,13407,36222,29009
32,6337,10734,36764,34390
33,4155,8152,35964,39954
34,2775,5923,34147,45380
35,1891,4210,31527,50597
36,1319,2896,28788,55222
37,939,1965,25806,59515
38,700,1309,22865,63351
39,539,894,20023,66769
40,428,630,17433,69734
41,360,406,15107,72352
42,302,264,13009,74650
43,256,188,11204,76577
44,230,123,9589,78283
45,205,98,8185,79737
46,190,73,7038,80924
47,174,57,6047,81947
48,163,36,5220,82806
49,155,23,4464,83583
50,141,30,3784,84270
51,136,24,3197,84868
52,132,18,2745,85330
53,129,11,2338,85747
54,128,8,1965,86124
55,123,7,1698,86397
56,119,7,1456,86643
57,118,4,1197,86906
58,117,4,1000,87104
59,115,5,871,87234
60,114,3,747,87361
61,113,2,639,87471
62,111,3,556,87555
63,110,2,470,87643
64,109,2,409,87705
65,109,0,350,87766
66,109,0,303,87813
67,109,0,259,87857
68,109,0,215,87901
69,109,0,186,87930
70,109,0,163,87953
71,109,0,137,87979
72,109,0,118,87998
73,109,0,96,88020
74,109,0,85,88031
75,109,0,67,88049
76,109,0,52,88064
77,109,0,48,88068
78,108,1,40,88076
79,108,0,36,88081
80,108,0,30,88087
81,108,0,25,88092
82,108,0,22,88095
83,108,0,16,88101
84,108,0,13,88104
85,108,0,9,88108
86,108,0,9,88108
87,108,0,7,88110
88,108,0,7,88110
89,108,0,6,88111
90,108,0,4,88113
91,108,0,3,88114
92,108,0,2,88115
93,108,0,2,88115
94,108,0,2,88115
95,108,0,2,88115
96,108,0,1,88116
97,108,0,1,88116
98,108,0,1,88116
99,108,0,1,88116
100,108,0,1,88116
101,108,0,1,88116
102,108,0,1,88116
103,108,0,1,88116
104,108,0,1,88116
105,108,0,0,88117
106,108,0,0,88117
107,108,0,0,88117
108,108,0,0,88117
109,108,0,0,88117
110,108,0,0,88117
111,108,0,0,88117
112,108,0,0,88117
113,108,0,0,88117
114,108,0,0,88117
115,108,0,0,88117
116,108,0,0,88117
117,108,0,0,88117
118,108,0,0,88117
119,108,0,0,88117
