Step,Susceptible,Exposed,Infected,Removed
0,88218,2,4,1
1,88213,7,3,2
2,88211,6,6,2
3,88208,5,9,3
4,88198,12,11,4
5,88187,14,18,6
6,88171,27,15,12
7,88149,40,22,14
8,88131,41,36,17
9,88098,61,38,28
10,88064,81,43,37
11,88025,98,59,43
12,87959,132,82,52
13,87870,180,105,70
14,87774,210,151,90
15,87589,316,198,122
16,87391,387,286,161
17,87104,533,361,227
18,86719,731,473,302
19,86233,965,623,404
20,85607,1278,804,536
21,84828,1585,1138,674
22,83687,2155,1492,891
23,82236,2806,2011,1172
24,80327,3704,2642,1552
25,77900,4812,3462,2051
26,74743,6285,4472,2725
27,70877,7924,5794,3630
28,66221,9860,7364,4780
29,60716,11963,9235,6311
30,54247,14209,11659,8110
31,47109,16316,14378,10422
32,39588,18141,17242,13254
33,32304,19085,20163,16673
34,25328,19412,22798,20687
35,19284,18687,25087,25167
36,14373,17105,26477,30270
37,10448,15164,26916,35697
38,7633,12662,26844,41086
39,5541,10368,25849,46467
40,4114,8218,24212,51681
41,3097,6330,22303,56495
42,2370,4847,19983,61025
43,1875,3558,17653,65139
44,1528,2639,15335,68723
45,1248,1991,13164,71822
46,1070,1436,11347,74372
47,944,1051,9590,76640
48,858,761,8030,78576
49,773,578,6662,80212
50,718,424,5568,81515
51,664,333,4585,82643
52,630,253,3782,83560
53,593,212,3085,84335
54,570,166,2526,84963
55,558,118,2074,85475
56,547,90,1702,85886
57,537,69,1407,86212
58,526,59,1149,86491
59,517,49,902,86757
60,511,37,732,86945
61,506,33,594,87092
62,505,21,488,87211
63,499,19,388,87319
64,498,14,309,87404
65,497,8,253,87467
66,496,5,202,87522
67,495,3,171,87556
68,492,5,143,87585
69,490,5,114,87616
70,489,5,93,87638
71,489,4,71,87661
72,489,3,62,87671
73,489,0,52,87684
74,488,1,38,87698
75,486,2,29,87708
76,486,1,24,87714
77,486,1,20,87718
78,486,1,17,87721
79,485,2,15,87723
80,485,1,15,87724
81,485,0,12,87728
82,485,0,12,87728
83,485,0,12,87728
84,485,0,11,87729
85,485,0,9,87731
86,485,0,3,87737
87,485,0,2,87738
88,485,0,1,87739
89,485,0,1,87739
90,485,0,1,87739
91,485,0,1,87739
92,485,0,1,87739
93,485,0,1,87739
94,485,0,0,87740
95,485,0,0,87740
96,485,0,0,87740
97,485,0,0,87740
98,485,0,0,87740
99,485,0,0,87740
100,485,0,0,87740
101,485,0,0,87740
102,485,0,0,87740
103,485,0,0,87740
104,485,0,0,87740
105,485,0,0,87740
106,485,0,0,87740
107,485,0,0,87740
108,485,0,0,87740
109,485,0,0,87740
110,485,0,0,87740
111,485,0,0,87740
112,485,0,0,87740
113,485,0,0,87740
114,485,0,0,87740
115,485,0,0,87740
116,485,0,0,87740
117,485,0,0,87740
118,485,0,0,87740
119,485,0,0,87740
