Step,Susceptible,Exposed,Infected,Removed
0,88214,6,5,0
1,88207,10,7,1
2,88203,10,10,2
3,88184,26,12,3
4,88174,24,23,4
5,88151,39,27,8
6,88129,45,40,11
7,88091,61,61,12
8,88029,104,78,14
9,87940,152,108,25
10,87824,209,157,35
11,87674,274,218,59
12,87463,386,294,82
13,87177,513,433,102
14,86800,701,570,154
15,86285,940,794,206
16,85571,1273,1099,282
17,84576,1738,1516,395
18,83252,2390,2034,549
19,81487,3149,2836,753
20,79008,4419,3746,1052
21,75957,5720,5113,1435
22,71817,7611,6867,1930
23,66717,9707,9182,2619
24,60470,11987,12266,3502
25,53036,14637,15845,4707
26,44646,17290,20004,6285
27,35987,18914,25048,8276
28,27521,19808,30055,10841
29,19964,19301,35162,13798
30,13602,17992,39307,17324
31,8880,15476,42602,21267
32,5601,12555,44535,25534
33,3466,9700,45156,29903
34,2066,7213,44572,34374
35,1304,5105,42948,38868
36,830,3614,40581,43200
37,534,2430,37965,47296
38,343,1643,35177,51062
39,242,1125,32224,54634
40,171,747,29393,57914
41,126,481,26817,60801
42,81,332,24337,63475
43,69,216,22127,65813
44,53,140,20129,67903
45,43,86,18128,69968
46,29,67,16357,71772
47,25,45,14733,73422
48,23,32,13265,74905
49,20,22,11946,76237
50,19,16,10716,77474
51,16,7,9682,78520
52,12,11,8677,79525
53,11,8,7801,80405
54,10,4,7010,81201
55,10,3,6343,81869
56,9,2,5726,82488
57,9,0,5116,83100
58,8,1,4619,83597
59,7,1,4176,84041
60,7,0,3757,84461
61,7,0,3391,84827
62,7,0,3041,85177
63,7,0,2759,85459
64,7,0,2479,85739
65,7,0,2214,86004
66,7,0,1992,86226
67,7,0,1801,86417
68,7,0,1631,86587
69,7,0,1457,86761
70,7,0,1312,86906
71,7,0,1191,87027
72,7,0,1073,87145
73,7,0,960,87258
74,7,0,867,87351
75,7,0,778,87440
76,7,0,689,87529
77,7,0,624,87594
78,7,0,573,87645
79,7,0,523,87695
80,7,0,473,87745
81,7,0,431,87787
82,7,0,380,87838
83,7,0,334,87884
84,7,0,305,87913
85,7,0,272,87946
86,7,0,235,87983
87,7,0,207,88011
88,7,0,196,88022
89,7,0,169,88049
90,7,0,154,88064
91,7,0,141,88077
92,7,0,118,88100
93,7,0,100,88118
94,7,0,94,88124
95,7,0,84,88134
96,7,0,80,88138
97,7,0,74,88144
98,7,0,65,88153
99,7,0,59,88159
100,7,0,51,88167
101,7,0,43,88175
102,7,0,38,88180
103,7,0,36,88182
104,7,0,32,88186
105,7,0,31,88187
106,7,0,28,88190
107,7,0,25,88193
108,7,0,25,88193
109,7,0,24,88194
110,7,0,19,88199
111,7,0,19,88199
112,7,0,15,88203
113,7,0,15,88203
114,7,0,13,88205
115,7,0,12,88206
116,7,0,10,88208
117,7,0,9,88209
118,7,0,7,88211
119,7,0,7,88211
