Step,Susceptible,Exposed,Infected,Removed
0,88213,7,3,2
1,88211,7,4,3
2,88205,8,8,4
3,88198,10,13,4
4,88185,18,18,4
5,88166,30,23,6
6,88140,38,39,8
7,88102,57,56,10
8,88047,86,79,13
9,87954,141,106,24
10,87840,170,175,40
11,87667,248,256,54
12,87401,376,373,75
13,87043,526,543,113
14,86508,771,776,170
15,85713,1138,1133,241
16,84534,1702,1638,351
17,82915,2387,2418,505
18,80448,3581,3465,731
19,77182,4893,5064,1086
20,72636,6721,7290,1578
21,66588,9113,10165,2359
22,59035,11605,14224,3361
23,49847,14391,19147,4840
24,39696,16608,25143,6778
25,29418,17721,31770,9316
26,20198,17239,38192,12596
27,12898,14934,43992,16401
28,7605,12079,47804,20737
29,4289,8873,49499,25564
30,2432,5821,49399,30573
31,1348,3711,47610,35556
32,749,2247,44997,40232
33,448,1287,41798,44692
34,269,771,38316,48869
35,183,427,34899,52716
36,115,268,31639,56203
37,79,148,28629,59369
38,63,88,25904,62170
39,48,61,23324,64792
40,31,46,21004,67144
41,29,25,18942,69229
42,24,12,17020,71169
43,20,6,15354,72845
44,18,4,13759,74444
45,17,2,12451,75755
46,15,3,11169,77038
47,15,1,10083,78126
48,15,0,9053,79157
49,12,3,8134,80076
50,10,3,7264,80948
51,10,2,6559,81654
52,9,3,5892,82321
53,8,2,5291,82924
54,7,2,4768,83448
55,7,1,4265,83952
56,6,2,3820,84397
57,6,1,3439,84779
58,6,1,3107,85111
59,6,1,2793,85425
60,6,0,2497,85722
61,6,0,2242,85977
62,6,0,2028,86191
63,6,0,1827,86392
64,6,0,1648,86571
65,6,0,1468,86751
66,6,0,1332,86887
67,6,0,1191,87028
68,6,0,1057,87162
69,4,2,949,87270
70,4,2,848,87371
71,4,0,760,87461
72,4,0,687,87534
73,4,0,624,87597
74,4,0,566,87655
75,4,0,514,87707
76,4,0,455,87766
77,4,0,409,87812
78,4,0,371,87850
79,4,0,335,87886
80,4,0,304,87917
81,4,0,271,87950
82,4,0,247,87974
83,4,0,225,87996
84,4,0,205,88016
85,4,0,188,88033
86,4,0,167,88054
87,4,0,155,88066
88,4,0,144,88077
89,4,0,134,88087
90,4,0,119,88102
91,4,0,104,88117
92,4,0,87,88134
93,4,0,78,88143
94,4,0,72,88149
95,4,0,64,88157
96,4,0,57,88164
97,4,0,50,88171
98,4,0,46,88175
99,4,0,42,88179
100,4,0,36,88185
101,4,0,33,88188
102,4,0,28,88193
103,4,0,27,88194
104,4,0,25,88196
105,4,0,23,88198
106,4,0,20,88201
107,4,0,14,88207
108,4,0,12,88209
109,4,0,12,88209
110,4,0,12,88209
111,4,0,12,88209
112,4,0,10,88211
113,4,0,8,88213
114,4,0,7,88214
115,4,0,7,88214
116,4,0,7,88214
117,4,0,6,88215
118,4,0,6,88215
119,4,0,6,88215
