Step,Susceptible,Exposed,Infected,Removed
0,88211,9,5,0
1,88208,5,12,0
2,88192,16,14,3
3,88184,13,24,4
4,88160,30,27,8
5,88133,40,40,12
6,88098,51,63,13
7,88030,90,86,19
8,87950,118,127,30
9,87834,175,172,44
10,87660,252,252,61
11,87416,357,362,90
12,87074,508,507,136
13,86544,755,719,207
14,85850,1034,1028,313
15,84881,1439,1450,455
16,83491,2001,2110,623
17,81464,2935,2934,892
18,78795,4030,4130,1270
19,75158,5463,5758,1846
20,70406,7186,8058,2575
21,64274,9348,11018,3585
22,56771,11672,14800,4982
23,47929,14101,19346,6849
24,38465,15794,24700,9266
25,29173,16441,30300,12311
26,20646,15951,35457,16171
27,13846,13879,39849,20651
28,8794,11306,42407,25718
29,5382,8485,43298,31060
30,3260,5953,42584,36428
31,1968,3993,40626,41638
32,1263,2494,37741,46727
33,798,1572,34376,51479
34,547,959,30880,55839
35,383,567,27701,59574
36,273,358,24661,62933
37,208,232,21779,66006
38,168,145,19169,68743
39,142,89,16899,71095
40,123,65,14810,73227
41,107,49,12979,75090
42,88,44,11377,76716
43,79,27,10050,78069
44,78,16,8781,79350
45,69,14,7721,80421
46,64,10,6700,81451
47,59,9,5828,82329
48,57,5,5052,83111
49,53,6,4427,83739
50,52,7,3909,84257
51,52,3,3437,84733
52,48,6,3041,85130
53,46,7,2640,85532
54,46,2,2312,85865
55,46,0,2035,86144
56,46,0,1776,86403
57,45,1,1561,86618
58,45,1,1365,86814
59,44,1,1206,86974
60,44,1,1072,87108
61,44,0,938,87243
62,43,1,827,87354
63,43,1,718,87463
64,43,1,626,87555
65,43,1,551,87630
66,43,0,496,87686
67,43,0,431,87751
68,43,0,386,87796
69,43,0,344,87838
70,43,0,301,87881
71,43,0,264,87918
72,43,0,236,87946
73,43,0,211,87971
74,43,0,179,88003
75,43,0,156,88026
76,43,0,135,88047
77,43,0,118,88064
78,43,0,108,88074
79,43,0,95,88087
80,43,0,88,88094
81,43,0,74,88108
82,43,0,69,88113
83,43,0,58,88124
84,43,0,54,88128
85,43,0,49,88133
86,43,0,42,88140
87,43,0,37,88145
88,43,0,34,88148
89,43,0,28,88154
90,43,0,25,88157
91,43,0,24,88158
92,43,0,22,88160
93,43,0,18,88164
94,43,0,14,88168
95,43,0,12,88170
96,43,0,11,88171
97,43,0,10,88172
98,43,0,9,88173
99,43,0,8,88174
100,43,0,5,88177
101,43,0,5,88177
102,43,0,5,88177
103,43,0,5,88177
104,43,0,5,88177
105,43,0,5,88177
106,43,0,5,88177
107,43,0,3,88179
108,43,0,2,88180
109,43,0,2,88180
110,43,0,2,88180
111,43,0,2,88180
112,43,0,2,88180
113,43,0,2,88180
114,43,0,1,88181
115,43,0,1,88181
116,43,0,0,88182
117,43,0,0,88182
118,43,0,0,88182
119,43,0,0,88182
