Step,Susceptible,Exposed,Infected,Removed
0,88214,6,5,0
1,88209,7,8,1
2,88202,12,7,4
3,88192,17,8,8
4,88186,17,14,8
5,88175,20,19,11
6,88160,26,25,14
7,88135,38,37,15
8,88103,60,42,20
9,88070,68,60,27
10,88007,102,77,39
11,87946,119,110,50
12,87845,165,157,58
13,87694,240,214,77
14,87521,312,279,113
15,87252,447,377,149
16,86941,558,523,203
17,86502,764,679,280
18,85915,1037,891,382
19,85128,1413,1172,512
20,84126,1841,1566,692
21,82811,2396,2060,958
22,81146,3098,2708,1273
23,78950,4083,3532,1660
24,76131,5216,4703,2175
25,72617,6691,5996,2921
26,68337,8244,7806,3838
27,63033,10255,9969,4968
28,56937,12172,12659,6457
29,49960,14362,15522,8381
30,42597,16059,18851,10718
31,35103,17099,22515,13508
32,27788,17586,25985,16866
33,21381,16839,29219,20786
34,15906,15607,31540,25172
35,11539,13698,33140,29848
36,8214,11589,33628,34794
37,5892,9295,33133,39905
38,4194,7286,31790,44955
39,3029,5475,29938,49783
40,2195,4137,27562,54331
41,1649,3092,25050,58434
42,1262,2246,22466,62251
43,972,1664,19992,65597
44,794,1155,17714,68562
45,658,810,15486,71271
46,554,585,13552,73534
47,480,434,11655,75656
48,432,288,10073,77432
49,400,199,8733,78893
50,371,141,7507,80206
51,343,115,6400,81367
52,319,93,5397,82416
53,301,73,4646,83205
54,285,66,3934,83940
55,265,61,3373,84526
56,256,52,2890,85027
57,249,38,2477,85461
58,243,33,2144,85805
59,239,25,1856,86105
60,234,23,1590,86378
61,226,22,1370,86607
62,223,21,1162,86819
63,222,9,1005,86989
64,220,9,847,87149
65,217,9,731,87268
66,217,5,619,87384
67,214,5,519,87487
68,212,4,455,87554
69,211,3,386,87625
70,209,4,330,87682
71,209,2,276,87738
72,209,1,237,87778
73,209,0,201,87815
74,209,0,177,87839
75,209,0,153,87863
76,209,0,137,87879
77,209,0,112,87904
78,209,0,97,87919
79,208,1,82,87934
80,208,1,68,87948
81,208,0,56,87961
82,208,0,47,87970
83,208,0,39,87978
84,208,0,31,87986
85,208,0,25,87992
86,208,0,20,87997
87,208,0,16,88001
88,208,0,15,88002
89,208,0,14,88003
90,208,0,11,88006
91,208,0,10,88007
92,207,1,8,88009
93,207,1,7,88010
94,207,0,8,88010
95,207,0,7,88011
96,207,0,3,88015
97,207,0,3,88015
98,207,0,3,88015
99,207,0,2,88016
100,207,0,2,88016
101,207,0,2,88016
102,207,0,2,88016
103,207,0,2,88016
104,207,0,0,88018
105,207,0,0,88018
106,207,0,0,88018
107,207,0,0,88018
108,207,0,0,88018
109,207,0,0,88018
110,207,0,0,88018
111,207,0,0,88018
112,207,0,0,88018
113,207,0,0,88018
114,207,0,0,88018
115,207,0,0,88018
116,207,0,0,88018
117,207,0,0,88018
118,207,0,0,88018
119,207,0,0,88018
