Step,Susceptible,Exposed,Infected,Removed
0,88219,1,4,1
1,88216,4,4,1
2,88212,8,4,1
3,88209,5,10,1
4,88196,15,12,2
5,88180,25,14,6
6,88163,36,18,8
7,88147,36,33,9
8,88119,45,50,11
9,88057,91,62,15
10,87982,131,94,18
11,87878,181,138,28
12,87729,266,186,44
13,87538,368,258,61
14,87274,482,384,85
15,86854,709,538,124
16,86286,1000,778,161
17,85469,1404,1113,239
18,84274,2012,1573,366
19,82620,2877,2215,513
20,80346,4008,3127,744
21,77219,5550,4389,1067
22,73036,7525,6186,1478
23,67648,9919,8517,2141
24,60878,12729,11662,2956
25,52629,15886,15583,4127
26,43283,18914,20324,5704
27,33617,21060,25794,7754
28,24289,22003,31615,10318
29,16316,20982,37407,13520
30,10267,18699,41912,17347
31,6050,15511,45140,21524
32,3463,11977,46710,26075
33,1929,8699,46898,30699
34,1051,6095,45738,35341
35,604,4073,43647,39901
36,365,2691,40908,44261
37,219,1804,37835,48367
38,144,1183,34705,52193
39,88,782,31703,55652
40,60,476,28844,58845
41,40,298,26098,61789
42,32,176,23599,64418
43,21,116,21329,66759
44,15,82,19252,68876
45,10,55,17343,70817
46,9,30,15632,72554
47,8,23,14035,74159
48,6,11,12699,75509
49,6,8,11407,76804
50,5,8,10327,77885
51,4,6,9308,78907
52,3,4,8349,79869
53,3,2,7550,80670
54,3,2,6757,81463
55,3,2,6069,82151
56,3,0,5446,82776
57,3,0,4939,83283
58,2,1,4460,83762
59,2,1,4019,84203
60,2,1,3636,84586
61,2,0,3280,84943
62,2,0,2960,85263
63,2,0,2654,85569
64,2,0,2382,85841
65,1,1,2131,86092
66,1,1,1893,86330
67,1,0,1724,86500
68,1,0,1557,86667
69,1,0,1423,86801
70,1,0,1276,86948
71,1,0,1142,87082
72,1,0,1039,87185
73,1,0,946,87278
74,1,0,850,87374
75,1,0,762,87462
76,1,0,689,87535
77,1,0,623,87601
78,1,0,571,87653
79,1,0,515,87709
80,1,0,463,87761
81,1,0,425,87799
82,1,0,379,87845
83,1,0,344,87880
84,1,0,305,87919
85,1,0,271,87953
86,1,0,241,87983
87,1,0,216,88008
88,1,0,191,88033
89,1,0,166,88058
90,1,0,152,88072
91,1,0,129,88095
92,1,0,113,88111
93,1,0,96,88128
94,1,0,92,88132
95,1,0,85,88139
96,1,0,74,88150
97,1,0,68,88156
98,1,0,63,88161
99,1,0,57,88167
100,1,0,53,88171
101,1,0,46,88178
102,1,0,44,88180
103,1,0,37,88187
104,1,0,31,88193
105,1,0,27,88197
106,1,0,25,88199
107,1,0,23,88201
108,1,0,18,88206
109,1,0,17,88207
110,1,0,16,88208
111,1,0,15,88209
112,1,0,14,88210
113,1,0,14,88210
114,1,0,13,88211
115,1,0,11,88213
116,1,0,10,88214
117,1,0,9,88215
118,1,0,7,88217
119,1,0,7,88217
