Step,Susceptible,Exposed,Infected,Removed
0,88217,3,3,2
1,88214,4,5,2
2,88211,5,5,4
3,88206,6,7,6
4,88200,10,5,10
5,88194,11,9,11
6,88187,10,15,13
7,88176,13,18,18
8,88162,20,22,21
9,88140,29,29,27
10,88113,39,39,34
11,88071,62,48,44
12,88020,75,77,53
13,87934,127,98,66
14,87824,167,147,87
15,87680,221,206,118
16,87469,322,278,156
17,87207,403,396,219
18,86840,554,528,303
19,86324,760,747,394
20,85583,1052,1057,533
21,84595,1482,1395,753
22,83303,1960,1922,1040
23,81537,2652,2620,1416
24,79172,3619,3476,1958
25,76063,4729,4772,2661
26,72096,6054,6462,3613
27,66990,7833,8460,4942
28,60939,9551,11100,6635
29,53772,11494,14101,8858
30,45894,13092,17651,11588
31,37504,14274,21331,15116
32,29445,14550,24833,19397
33,22068,13900,27838,24419
34,16084,12208,29987,29946
35,11517,10028,30800,35880
36,8174,7884,30171,41996
37,5746,5948,28508,48023
38,4185,4272,26172,53596
39,3112,2989,23393,58731
40,2358,2078,20392,63397
41,1825,1460,17393,67547
42,1513,958,14688,71066
43,1280,650,12263,74032
44,1120,451,10234,76420
45,996,314,8403,78512
46,898,246,6944,80137
47,824,185,5701,81515
48,780,114,4688,82643
49,746,91,3830,83558
50,723,76,3091,84335
51,703,53,2523,84946
52,692,36,2027,85470
53,675,34,1649,85867
54,663,29,1352,86181
55,649,27,1084,86465
56,643,19,878,86685
57,634,15,701,86875
58,632,11,593,86989
59,627,13,483,87102
60,623,9,402,87191
61,622,5,334,87264
62,618,7,271,87329
63,617,6,230,87372
64,617,2,186,87420
65,617,1,144,87463
66,614,3,114,87494
67,614,2,101,87508
68,613,2,80,87530
69,611,2,61,87551
70,611,1,50,87563
71,609,2,44,87570
72,609,1,31,87584
73,609,1,28,87587
74,609,0,22,87594
75,609,0,19,87597
76,609,0,18,87598
77,609,0,10,87606
78,609,0,8,87608
79,609,0,6,87610
80,609,0,4,87612
81,609,0,3,87613
82,609,0,3,87613
83,609,0,1,87615
84,609,0,0,87616
85,609,0,0,87616
86,609,0,0,87616
87,609,0,0,87616
88,609,0,0,87616
89,609,0,0,87616
90,609,0,0,87616
91,609,0,0,87616
92,609,0,0,87616
93,609,0,0,87616
94,609,0,0,87616
95,609,0,0,87616
96,609,0,0,87616
97,609,0,0,87616
98,609,0,0,87616
99,609,0,0,87616
100,609,0,0,87616
101,609,0,0,87616
102,609,0,0,87616
103,609,0,0,87616
104,609,0,0,87616
105,609,0,0,87616
106,609,0,0,87616
107,609,0,0,87616
108,609,0,0,87616
109,609,0,0,87616
110,609,0,0,87616
111,609,0,0,87616
112,609,0,0,87616
113,609,0,0,87616
114,609,0,0,87616
115,609,0,0,87616
116,609,0,0,87616
117,609,0,0,87616
118,609,0,0,87616
119,609,0,0,87616
