Step,Susceptible,Exposed,Infected,Removed
0,88216,4,4,1
1,88211,9,3,2
2,88207,7,8,3
3,88201,10,11,3
4,88192,13,14,6
5,88176,22,16,11
6,88161,29,23,12
7,88139,41,28,17
8,88114,49,39,23
9,88071,79,43,32
10,88042,84,62,37
11,87982,117,73,53
12,87905,151,95,74
13,87810,196,123,96
14,87697,245,164,119
15,87569,294,220,142
16,87347,407,282,189
17,87084,515,379,247
18,86746,680,495,304
19,86295,911,627,392
20,85727,1166,818,514
21,84984,1496,1074,671
22,83984,1992,1364,885
23,82775,2495,1770,1185
24,81222,3170,2324,1509
25,79212,4070,2968,1975
26,76797,5079,3768,2581
27,73788,6325,4786,3326
28,70047,7888,6003,4287
29,65736,9460,7605,5424
30,60542,11423,9246,7014
31,54742,13295,11314,8874
32,48556,14838,13677,11154
33,41938,16335,16068,13884
34,35416,17124,18595,17090
35,28919,17544,20930,20832
36,23144,17282,22700,25099
37,18204,16201,24162,29658
38,14028,14699,24994,34504
39,10679,12933,25112,39501
40,8171,10999,24578,44477
41,6262,9034,23571,49358
42,4931,7256,22027,54011
43,3883,5709,20230,58403
44,3133,4469,18184,62439
45,2578,3476,16216,65955
46,2181,2686,14135,69223
47,1864,2058,12244,72059
48,1613,1608,10465,74539
49,1439,1224,8948,76614
50,1326,896,7654,78349
51,1231,666,6484,79844
52,1142,534,5387,81162
53,1077,425,4463,82260
54,1028,318,3748,83131
55,994,247,3133,83851
56,960,198,2589,84478
57,929,153,2133,85010
58,903,138,1766,85418
59,889,103,1479,85754
60,875,81,1200,86069
61,866,60,984,86315
62,857,42,818,86508
63,853,30,646,86696
64,851,21,532,86821
65,847,13,456,86909
66,845,12,352,87016
67,839,14,290,87082
68,837,11,225,87152
69,836,7,182,87200
70,835,6,156,87228
71,833,5,122,87265
72,832,4,98,87291
73,832,3,76,87314
74,831,3,65,87326
75,830,1,59,87335
76,828,2,50,87345
77,825,5,37,87358
78,825,4,31,87365
79,825,3,26,87371
80,825,1,23,87376
81,825,1,19,87380
82,824,2,16,87383
83,824,1,14,87386
84,824,0,11,87390
85,824,0,6,87395
86,824,0,4,87397
87,824,0,3,87398
88,824,0,2,87399
89,824,0,1,87400
90,824,0,1,87400
91,824,0,1,87400
92,824,0,1,87400
93,824,0,1,87400
94,824,0,1,87400
95,824,0,1,87400
96,824,0,1,87400
97,824,0,1,87400
98,824,0,0,87401
99,824,0,0,87401
100,824,0,0,87401
101,824,0,0,87401
102,824,0,0,87401
103,824,0,0,87401
104,824,0,0,87401
105,824,0,0,87401
106,824,0,0,87401
107,824,0,0,87401
108,824,0,0,87401
109,824,0,0,87401
110,824,0,0,87401
111,824,0,0,87401
112,824,0,0,87401
113,824,0,0,87401
114,824,0,0,87401
115,824,0,0,87401
116,824,0,0,87401
117,824,0,0,87401
118,824,0,0,87401
119,824,0,0,87401
