Step,Susceptible,Exposed,Infected,Removed
0,88218,2,5,0
1,88210,8,6,1
2,88202,12,7,4
3,88201,8,10,6
4,88192,12,12,9
5,88183,16,15,11
6,88163,25,22,15
7,88145,32,31,17
8,88120,44,41,20
9,88095,50,53,27
10,88045,78,67,35
11,87985,103,95,42
12,87896,150,119,60
13,87778,202,158,87
14,87639,257,218,111
15,87459,303,321,142
16,87155,473,404,193
17,86798,634,534,259
18,86315,812,769,329
19,85657,1114,982,472
20,84805,1429,1352,639
21,83659,1954,1764,848
22,82189,2527,2416,1093
23,80216,3399,3163,1447
24,77665,4449,4189,1922
25,74430,5636,5613,2546
26,70215,7339,7279,3392
27,65211,9073,9457,4484
28,59269,10948,12099,5909
29,52325,12948,15286,7666
30,44705,14759,18798,9963
31,36897,15973,22623,12732
32,29318,16353,26435,16119
33,22468,15726,29960,20071
34,16545,14579,32560,24541
35,11822,12751,34269,29383
36,8393,10467,34842,34523
37,5810,8386,34357,39672
38,4039,6387,32897,44902
39,2872,4699,30796,49858
40,2095,3399,28192,54539
41,1568,2375,25421,58861
42,1200,1681,22731,62613
43,968,1167,20151,65939
44,798,829,17636,68962
45,663,592,15385,71585
46,569,427,13341,73888
47,482,340,11540,75863
48,424,256,9928,77617
49,394,174,8504,79153
50,360,121,7334,80410
51,337,80,6336,81472
52,320,56,5406,82443
53,301,49,4639,83236
54,289,35,3917,83984
55,275,37,3330,84583
56,268,30,2829,85098
57,261,20,2400,85544
58,255,15,2043,85912
59,248,17,1749,86211
60,240,21,1481,86483
61,235,17,1255,86718
62,228,15,1075,86907
63,224,14,914,87073
64,220,10,779,87216
65,218,7,663,87337
66,214,8,559,87444
67,212,6,481,87526
68,211,2,392,87620
69,210,2,342,87671
70,210,1,301,87713
71,210,0,253,87762
72,209,1,211,87804
73,209,1,188,87827
74,208,2,159,87856
75,208,2,136,87879
76,208,2,113,87902
77,208,0,98,87919
78,208,0,82,87935
79,207,1,72,87945
80,207,1,58,87959
81,207,1,51,87966
82,207,0,46,87972
83,207,0,36,87982
84,207,0,30,87988
85,207,0,29,87989
86,207,0,25,87993
87,207,0,24,87994
88,207,0,18,88000
89,207,0,16,88002
90,207,0,14,88004
91,207,0,13,88005
92,207,0,13,88005
93,207,0,9,88009
94,207,0,7,88011
95,207,0,7,88011
96,207,0,7,88011
97,207,0,6,88012
98,207,0,6,88012
99,207,0,6,88012
100,207,0,5,88013
101,206,1,5,88013
102,206,0,5,88014
103,206,0,3,88016
104,206,0,3,88016
105,206,0,2,88017
106,206,0,2,88017
107,206,0,2,88017
108,206,0,2,88017
109,206,0,2,88017
110,206,0,2,88017
111,206,0,2,88017
112,206,0,2,88017
113,206,0,1,88018
114,206,0,1,88018
115,206,0,1,88018
116,206,0,1,88018
117,206,0,1,88018
118,206,0,0,88019
119,206,0,0,88019
