Step,Susceptible,Exposed,Infected,Removed
0,88213,7,4,1
1,88208,10,5,2
2,88203,9,11,2
3,88193,11,18,3
4,88173,24,21,7
5,88144,39,31,11
6,88114,55,44,12
7,88064,85,58,18
8,88012,101,88,24
9,87919,154,115,37
10,87790,197,178,60
11,87591,304,239,91
12,87363,393,339,130
13,87016,528,504,177
14,86475,801,705,244
15,85727,1143,1005,350
16,84701,1593,1444,487
17,83260,2235,2007,723
18,81352,3008,2848,1017
19,78622,4262,3880,1461
20,75032,5719,5486,1988
21,70248,7649,7511,2817
22,64169,9905,10166,3985
23,56921,12285,13534,5485
24,48565,14445,17667,7548
25,39357,16415,22236,10217
26,30211,17193,27263,13558
27,21889,16847,31776,17713
28,14888,15447,35461,22429
29,9794,12796,37833,27802
30,6315,9892,38543,33475
31,3967,7232,37797,39229
32,2553,5008,35800,44864
33,1622,3409,32924,50270
34,1094,2247,29740,55144
35,783,1430,26374,59638
36,565,936,23103,63621
37,424,599,20149,67053
38,329,395,17486,70015
39,265,271,15100,72589
40,218,179,12994,74834
41,189,118,11144,76774
42,171,88,9456,78510
43,148,65,8099,79913
44,133,48,6898,81146
45,122,30,5861,82212
46,114,15,5007,83089
47,109,14,4270,83832
48,105,10,3653,84457
49,97,11,3104,85013
50,92,10,2650,85473
51,89,6,2270,85860
52,88,4,1957,86176
53,87,2,1672,86464
54,82,6,1425,86712
55,80,5,1215,86925
56,78,4,1057,87086
57,77,3,887,87258
58,76,2,757,87390
59,76,1,646,87502
60,76,1,543,87605
61,75,1,466,87683
62,75,0,417,87733
63,75,0,360,87790
64,75,0,309,87841
65,74,1,259,87891
66,74,1,225,87925
67,74,1,182,87968
68,74,0,148,88003
69,74,0,136,88015
70,74,0,114,88037
71,74,0,103,88048
72,74,0,89,88062
73,74,0,76,88075
74,74,0,66,88085
75,74,0,58,88093
76,74,0,48,88103
77,74,0,43,88108
78,74,0,37,88114
79,74,0,31,88120
80,74,0,23,88128
81,74,0,22,88129
82,74,0,15,88136
83,74,0,12,88139
84,74,0,10,88141
85,74,0,10,88141
86,74,0,9,88142
87,74,0,9,88142
88,74,0,9,88142
89,74,0,8,88143
90,74,0,7,88144
91,74,0,6,88145
92,74,0,6,88145
93,74,0,4,88147
94,74,0,3,88148
95,74,0,2,88149
96,74,0,0,88151
97,74,0,0,88151
98,74,0,0,88151
99,74,0,0,88151
100,74,0,0,88151
101,74,0,0,88151
102,74,0,0,88151
103,74,0,0,88151
104,74,0,0,88151
105,74,0,0,88151
106,74,0,0,88151
107,74,0,0,88151
108,74,0,0,88151
109,74,0,0,88151
110,74,0,0,88151
111,74,0,0,88151
112,74,0,0,88151
113,74,0,0,88151
114,74,0,0,88151
115,74,0,0,88151
116,74,0,0,88151
117,74,0,0,88151
118,74,0,0,88151
119,74,0,0,88151
