Step,Susceptible,Exposed,Infected,Removed
0,88212,8,4,1
1,88208,8,5,4
2,88205,8,7,5
3,88203,5,10,7
4,88192,14,9,10
5,88182,15,17,11
6,88164,23,25,13
7,88142,33,31,19
8,88112,51,38,24
9,88074,55,63,33
10,88018,76,83,48
11,87949,97,114,65
12,87858,135,139,93
13,87733,192,171,129
14,87571,239,252,163
15,87351,319,347,208
16,87055,429,450,291
17,86686,569,595,375
18,86175,771,771,508
19,85523,994,1051,657
20,84619,1339,1400,867
21,83421,1780,1890,1134
22,81789,2379,2543,1514
23,79659,3192,3346,2028
24,77024,4069,4409,2723
25,73593,5279,5758,3595
26,69204,6759,7530,4732
27,64113,8151,9686,6275
28,57999,9826,12193,8207
29,51309,11158,15122,10636
30,43968,12295,18273,13689
31,36471,13025,21393,17336
32,29236,13144,24115,21730
33,22970,12216,26551,26488
34,17492,11020,27977,31736
35,13164,9234,28594,37233
36,9819,7481,27889,43036
37,7381,5854,26268,48722
38,5682,4362,24135,54046
39,4424,3227,21616,58958
40,3564,2325,19121,63215
41,2896,1685,16589,67055
42,2407,1269,14100,70449
43,2075,905,11988,73257
44,1820,657,10169,75579
45,1624,502,8457,77642
46,1501,345,6999,79380
47,1415,240,5788,80782
48,1327,186,4793,81919
49,1269,153,3922,82881
50,1213,132,3187,83693
51,1179,88,2637,84321
52,1144,69,2179,84833
53,1126,49,1770,85280
54,1105,46,1455,85619
55,1091,32,1183,85919
56,1084,22,965,86154
57,1072,28,752,86373
58,1063,22,620,86520
59,1056,17,508,86644
60,1053,10,418,86744
61,1046,13,347,86819
62,1044,7,299,86875
63,1043,4,245,86933
64,1043,2,187,86993
65,1041,2,151,87031
66,1038,3,131,87053
67,1036,2,110,87077
68,1036,1,87,87101
69,1036,0,76,87113
70,1034,2,64,87125
71,1032,4,55,87134
72,1031,3,39,87152
73,1031,2,33,87159
74,1031,0,31,87163
75,1030,1,23,87171
76,1029,1,19,87176
77,1029,1,13,87182
78,1029,0,10,87186
79,1029,0,9,87187
80,1029,0,7,87189
81,1029,0,2,87194
82,1029,0,1,87195
83,1029,0,0,87196
84,1029,0,0,87196
85,1029,0,0,87196
86,1029,0,0,87196
87,1029,0,0,87196
88,1029,0,0,87196
89,1029,0,0,87196
90,1029,0,0,87196
91,1029,0,0,87196
92,1029,0,0,87196
93,1029,0,0,87196
94,1029,0,0,87196
95,1029,0,0,87196
96,1029,0,0,87196
97,1029,0,0,87196
98,1029,0,0,87196
99,1029,0,0,87196
100,1029,0,0,87196
101,1029,0,0,87196
102,1029,0,0,87196
103,1029,0,0,87196
104,1029,0,0,87196
105,1029,0,0,87196
106,1029,0,0,87196
107,1029,0,0,87196
108,1029,0,0,87196
109,1029,0,0,87196
110,1029,0,0,87196
111,1029,0,0,87196
112,1029,0,0,87196
113,1029,0,0,87196
114,1029,0,0,87196
115,1029,0,0,87196
116,1029,0,0,87196
117,1029,0,0,87196
118,1029,0,0,87196
119,1029,0,0,87196
