Step,Susceptible,Exposed,Infected,Removed
0,88216,4,2,3
1,88216,3,2,4
2,88215,1,4,5
3,88212,3,3,7
4,88207,7,4,7
5,88201,8,9,7
6,88192,13,13,7
7,88181,16,19,9
8,88171,17,25,12
9,88140,40,30,15
10,88116,47,43,19
11,88076,68,55,26
12,88011,99,81,34
13,87941,119,122,43
14,87834,177,151,63
15,87692,245,202,86
16,87534,273,297,121
17,87265,424,367,169
18,86954,551,491,229
19,86522,736,666,301
20,85927,990,899,409
21,85087,1388,1192,558
22,84070,1764,1633,758
23,82676,2342,2137,1070
24,80924,3095,2770,1436
25,78727,3873,3736,1889
26,75876,5025,4792,2532
27,72312,6371,6185,3357
28,67960,7851,7997,4417
29,62539,9787,10141,5758
30,56410,11434,12898,7483
31,49481,13212,15726,9806
32,42184,14624,18834,12583
33,34901,15218,22137,15969
34,27731,15621,24932,19941
35,21545,14821,27476,24383
36,16244,13374,29381,29226
37,12071,11508,30188,34458
38,8808,9531,30127,39759
39,6491,7611,29186,44937
40,4842,5852,27387,50144
41,3671,4432,25166,54956
42,2823,3322,22641,59439
43,2243,2434,20118,63430
44,1846,1787,17612,66980
45,1532,1255,15379,70059
46,1285,933,13226,72781
47,1138,660,11319,75108
48,1011,498,9688,77028
49,907,372,8222,78724
50,832,302,6961,80130
51,771,236,5874,81344
52,732,191,4913,82389
53,699,129,4130,83267
54,671,94,3444,84016
55,647,79,2898,84601
56,632,65,2424,85104
57,612,51,2073,85489
58,600,42,1744,85839
59,587,36,1468,86134
60,576,30,1220,86399
61,569,24,1011,86621
62,564,19,850,86792
63,557,17,699,86952
64,554,11,584,87076
65,550,14,483,87178
66,545,14,415,87251
67,542,10,354,87319
68,541,7,299,87378
69,539,8,246,87432
70,535,9,201,87480
71,535,7,161,87522
72,535,3,134,87553
73,535,1,112,87577
74,535,0,94,87596
75,534,1,81,87609
76,534,1,59,87631
77,534,1,49,87641
78,534,1,38,87652
79,534,1,32,87658
80,534,0,27,87664
81,534,0,22,87669
82,533,1,19,87672
83,533,1,17,87674
84,533,0,13,87679
85,533,0,12,87680
86,533,0,12,87680
87,533,0,11,87681
88,533,0,6,87686
89,533,0,5,87687
90,533,0,5,87687
91,533,0,4,87688
92,533,0,4,87688
93,533,0,4,87688
94,533,0,4,87688
95,533,0,4,87688
96,533,0,1,87691
97,533,0,1,87691
98,533,0,0,87692
99,533,0,0,87692
100,533,0,0,87692
101,533,0,0,87692
102,533,0,0,87692
103,533,0,0,87692
104,533,0,0,87692
105,533,0,0,87692
106,533,0,0,87692
107,533,0,0,87692
108,533,0,0,87692
109,533,0,0,87692
110,533,0,0,87692
111,533,0,0,87692
112,533,0,0,87692
113,533,0,0,87692
114,533,0,0,87692
115,533,0,0,87692
116,533,0,0,87692
117,533,0,0,87692
118,533,0,0,87692
119,533,0,0,87692
