Step,Susceptible,Exposed,Infected,Removed
0,88213,7,5,0
1,88208,8,8,1
2,88204,7,12,2
3,88192,17,12,4
4,88174,23,23,5
5,88148,35,31,11
6,88126,40,46,13
7,88087,63,54,21
8,88031,88,78,28
9,87960,115,112,38
10,87858,159,146,62
11,87721,224,196,84
12,87516,318,288,103
13,87221,471,393,140
14,86827,631,573,194
15,86261,864,838,262
16,85434,1238,1192,361
17,84329,1717,1664,515
18,82797,2398,2294,736
19,80714,3276,3229,1006
20,77877,4466,4467,1415
21,73947,6097,6204,1977
22,68945,8023,8524,2733
23,62615,10347,11454,3809
24,55029,12743,15234,5219
25,46171,15126,19867,7061
26,36779,16924,24926,9596
27,27699,17455,30399,12672
28,19589,16808,35452,16376
29,12976,15034,39403,20812
30,8278,12119,42058,25770
31,5136,9236,42832,31021
32,3237,6500,42211,36277
33,2014,4467,40345,41399
34,1232,3011,37513,46469
35,806,1919,34351,51149
36,558,1238,30978,55451
37,387,760,27829,59249
38,269,518,24680,62758
39,207,330,21793,65895
40,163,200,19226,68636
41,129,134,17031,70931
42,106,90,14970,73059
43,92,59,13182,74892
44,76,45,11562,76542
45,64,29,10068,78064
46,61,12,8836,79316
47,60,9,7743,80413
48,53,11,6734,81427
49,50,8,5901,82266
50,47,7,5125,83046
51,44,7,4500,83674
52,42,4,3921,84258
53,40,3,3440,84742
54,39,2,3022,85162
55,38,3,2627,85557
56,37,2,2328,85858
57,34,4,2051,86136
58,34,3,1812,86376
59,32,3,1602,86588
60,32,1,1398,86794
61,32,1,1221,86971
62,31,2,1086,87106
63,30,2,946,87247
64,30,2,832,87361
65,30,0,736,87459
66,30,0,651,87544
67,30,0,577,87618
68,29,1,501,87694
69,29,1,448,87747
70,29,0,395,87801
71,29,0,351,87845
72,29,0,314,87882
73,29,0,278,87918
74,29,0,241,87955
75,29,0,203,87993
76,29,0,178,88018
77,29,0,152,88044
78,29,0,134,88062
79,29,0,121,88075
80,29,0,107,88089
81,29,0,96,88100
82,29,0,83,88113
83,29,0,73,88123
84,29,0,63,88133
85,29,0,52,88144
86,29,0,45,88151
87,29,0,43,88153
88,29,0,39,88157
89,29,0,35,88161
90,29,0,31,88165
91,29,0,22,88174
92,29,0,20,88176
93,29,0,16,88180
94,29,0,15,88181
95,29,0,13,88183
96,29,0,12,88184
97,29,0,12,88184
98,29,0,11,88185
99,29,0,11,88185
100,29,0,11,88185
101,29,0,11,88185
102,29,0,9,88187
103,29,0,8,88188
104,29,0,6,88190
105,29,0,4,88192
106,29,0,3,88193
107,29,0,3,88193
108,29,0,3,88193
109,29,0,3,88193
110,29,0,2,88194
111,29,0,2,88194
112,29,0,1,88195
113,29,0,0,88196
114,29,0,0,88196
115,29,0,0,88196
116,29,0,0,88196
117,29,0,0,88196
118,29,0,0,88196
119,29,0,0,88196
