Step,Susceptible,Exposed,Infected,Removed
0,88215,5,4,1
1,88210,7,7,1
2,88202,11,9,3
3,88192,16,13,4
4,88181,24,15,5
5,88169,30,19,7
6,88143,45,24,13
7,88121,54,34,16
8,88081,72,49,23
9,88027,98,73,27
10,87958,129,102,36
11,87844,190,138,53
12,87698,258,192,77
13,87469,376,271,109
14,87160,525,394,146
15,86751,725,556,193
16,86168,1025,776,256
17,85285,1495,1091,354
18,84098,2097,1525,505
19,82516,2844,2164,701
20,80343,3872,3031,979
21,77422,5246,4191,1366
22,73464,7146,5733,1882
23,68442,9310,7889,2584
24,62117,11967,10576,3565
25,54369,15012,13997,4847
26,45489,17896,18251,6589
27,36152,20123,23087,8863
28,27135,21112,28079,11899
29,19117,20744,33003,15361
30,12658,18773,37337,19457
31,7983,15901,40161,24180
32,4874,12683,41527,29141
33,2898,9460,41335,34532
34,1745,6817,39940,39723
35,1086,4761,37779,44599
36,706,3185,35056,49278
37,471,2141,31980,53633
38,327,1424,28803,57671
39,234,946,25785,61260
40,180,611,22949,64485
41,137,408,20366,67314
42,107,263,17916,69939
43,90,180,15772,72183
44,71,120,13908,74126
45,60,87,12261,75817
46,52,65,10735,77373
47,50,40,9435,78700
48,44,30,8212,79939
49,43,16,7152,81014
50,40,10,6227,81948
51,38,7,5478,82702
52,35,6,4745,83439
53,33,7,4130,84055
54,31,7,3632,84555
55,31,4,3178,85012
56,29,5,2777,85414
57,29,2,2432,85762
58,29,1,2128,86067
59,28,2,1888,86307
60,27,3,1647,86548
61,27,1,1451,86746
62,25,2,1279,86919
63,25,2,1131,87067
64,25,1,997,87202
65,25,1,878,87321
66,24,1,769,87431
67,24,1,677,87523
68,23,1,583,87618
69,23,1,502,87699
70,23,0,438,87764
71,23,0,383,87819
72,23,0,338,87864
73,23,0,302,87900
74,23,0,260,87942
75,23,0,238,87964
76,23,0,200,88002
77,23,0,176,88026
78,23,0,161,88041
79,23,0,146,88056
80,23,0,126,88076
81,23,0,109,88093
82,23,0,99,88103
83,22,1,92,88110
84,22,1,79,88123
85,22,1,72,88130
86,22,0,66,88137
87,22,0,58,88145
88,22,0,53,88150
89,22,0,45,88158
90,22,0,39,88164
91,22,0,31,88172
92,22,0,26,88177
93,22,0,25,88178
94,22,0,22,88181
95,22,0,20,88183
96,22,0,16,88187
97,22,0,16,88187
98,22,0,16,88187
99,22,0,15,88188
100,22,0,14,88189
101,22,0,14,88189
102,22,0,12,88191
103,22,0,11,88192
104,22,0,11,88192
105,22,0,11,88192
106,22,0,10,88193
107,22,0,9,88194
108,22,0,7,88196
109,22,0,7,88196
110,22,0,6,88197
111,22,0,6,88197
112,22,0,6,88197
113,22,0,6,88197
114,22,0,6,88197
115,22,0,5,88198
116,22,0,4,88199
117,22,0,3,88200
118,22,0,3,88200
119,22,0,2,88201
