Step,Susceptible,Exposed,Infected,Removed
0,88212,8,4,1
1,88207,10,7,1
2,88199,12,13,1
3,88184,19,19,3
4,88164,32,25,4
5,88135,45,39,6
6,88089,74,50,12
7,88039,91,73,22
8,87958,139,92,36
9,87877,155,131,62
10,87744,217,182,82
11,87582,285,241,117
12,87308,429,328,160
13,86963,569,455,238
14,86500,777,605,343
15,85857,1074,839,455
16,84977,1464,1161,623
17,83785,2021,1566,853
18,82246,2657,2167,1155
19,80087,3571,2934,1633
20,77357,4687,3960,2221
21,73826,6100,5305,2994
22,69322,7851,6989,4063
23,63732,9896,9163,5434
24,57173,11957,11854,7241
25,49556,14177,14766,9726
26,41524,15826,18260,12615
27,33374,16715,21826,16310
28,25687,16888,25060,20590
29,19125,15931,27591,25578
30,13867,13913,29370,31075
31,9804,11642,29855,36924
32,6836,9313,29193,42883
33,4854,7032,27616,48723
34,3551,5185,25292,54197
35,2612,3850,22638,59125
36,1997,2746,19908,63574
37,1563,1911,17154,67597
38,1279,1328,14629,70989
39,1063,955,12326,73881
40,941,663,10263,76358
41,819,485,8574,78347
42,742,344,7039,80100
43,673,253,5780,81519
44,635,171,4759,82660
45,598,132,3925,83570
46,578,92,3192,84363
47,556,66,2650,84953
48,541,60,2142,85482
49,530,42,1716,85937
50,520,27,1391,86287
51,512,23,1114,86576
52,506,17,903,86799
53,498,20,729,86978
54,497,14,573,87141
55,493,12,451,87269
56,491,8,369,87357
57,490,4,306,87425
58,489,4,248,87484
59,484,8,211,87522
60,483,6,171,87565
61,481,6,135,87603
62,481,3,109,87632
63,481,3,95,87646
64,480,3,70,87672
65,480,3,61,87681
66,479,3,53,87690
67,479,2,42,87702
68,479,1,36,87709
69,478,1,32,87714
70,478,1,25,87721
71,477,2,19,87727
72,477,1,16,87731
73,477,1,11,87736
74,477,1,10,87737
75,477,1,7,87740
76,477,0,5,87743
77,477,0,4,87744
78,477,0,4,87744
79,477,0,3,87745
80,477,0,2,87746
81,477,0,2,87746
82,477,0,1,87747
83,477,0,1,87747
84,477,0,1,87747
85,477,0,1,87747
86,477,0,1,87747
87,477,0,1,87747
88,477,0,0,87748
89,477,0,0,87748
90,477,0,0,87748
91,477,0,0,87748
92,477,0,0,87748
93,477,0,0,87748
94,477,0,0,87748
95,477,0,0,87748
96,477,0,0,87748
97,477,0,0,87748
98,477,0,0,87748
99,477,0,0,87748
100,477,0,0,87748
101,477,0,0,87748
102,477,0,0,87748
103,477,0,0,87748
104,477,0,0,87748
105,477,0,0,87748
106,477,0,0,87748
107,477,0,0,87748
108,477,0,0,87748
109,477,0,0,87748
110,477,0,0,87748
111,477,0,0,87748
112,477,0,0,87748
113,477,0,0,87748
114,477,0,0,87748
115,477,0,0,87748
116,477,0,0,87748
117,477,0,0,87748
118,477,0,0,87748
119,477,0,0,87748
