Step,Susceptible,Exposed,Infected,Removed
0,88215,5,5,0
1,88207,10,8,0
2,88199,13,13,0
3,88187,20,18,0
4,88173,29,19,4
5,88153,43,21,8
6,88126,46,45,8
7,88076,77,60,12
8,88016,110,83,16
9,87916,173,110,26
10,87797,223,173,32
11,87608,334,232,51
12,87351,460,338,76
13,86977,660,470,118
14,86433,976,656,160
15,85726,1364,904,231
16,84779,1839,1285,322
17,83410,2586,1776,453
18,81591,3523,2487,624
19,79101,4837,3403,884
20,75783,6474,4761,1207
21,71603,8371,6573,1678
22,66033,11104,8754,2334
23,59281,13931,11836,3177
24,51112,17194,15588,4331
25,41962,20339,19999,5925
26,32728,22408,25156,7933
27,23830,23434,30536,10425
28,16251,22639,35787,13548
29,10333,20785,40049,17058
30,6333,17572,43166,21154
31,3707,14035,44933,25550
32,2116,10758,45327,30024
33,1189,7968,44590,34478
34,705,5679,42925,38916
35,412,3965,40605,43243
36,242,2746,37836,47401
37,162,1903,34992,51168
38,107,1254,32175,54689
39,68,857,29372,57928
40,46,561,26822,60796
41,32,382,24369,63442
42,25,254,22054,65892
43,20,162,19982,68061
44,17,114,18059,70035
45,13,66,16333,71813
46,8,48,14683,73486
47,6,33,13277,74909
48,6,22,11897,76300
49,5,12,10649,77559
50,4,10,9621,78590
51,4,8,8675,79538
52,3,5,7847,80370
53,3,4,7074,81144
54,1,6,6379,81839
55,1,5,5756,82463
56,1,4,5175,83045
57,1,3,4675,83546
58,1,1,4190,84033
59,1,1,3777,84446
60,1,1,3391,84832
61,1,0,3042,85182
62,1,0,2750,85474
63,1,0,2457,85767
64,1,0,2206,86018
65,1,0,1999,86225
66,1,0,1807,86417
67,1,0,1628,86596
68,1,0,1465,86759
69,1,0,1312,86912
70,1,0,1187,87037
71,1,0,1078,87146
72,1,0,969,87255
73,1,0,881,87343
74,1,0,796,87428
75,1,0,708,87516
76,1,0,635,87589
77,1,0,580,87644
78,1,0,524,87700
79,1,0,480,87744
80,1,0,421,87803
81,1,0,385,87839
82,1,0,347,87877
83,1,0,310,87914
84,1,0,277,87947
85,1,0,243,87981
86,1,0,216,88008
87,1,0,197,88027
88,1,0,172,88052
89,1,0,152,88072
90,1,0,138,88086
91,1,0,129,88095
92,1,0,109,88115
93,1,0,101,88123
94,1,0,90,88134
95,1,0,81,88143
96,1,0,73,88151
97,1,0,66,88158
98,1,0,60,88164
99,1,0,54,88170
100,1,0,47,88177
101,1,0,42,88182
102,1,0,36,88188
103,1,0,33,88191
104,1,0,28,88196
105,1,0,27,88197
106,1,0,25,88199
107,1,0,21,88203
108,1,0,18,88206
109,1,0,16,88208
110,1,0,15,88209
111,1,0,13,88211
112,1,0,12,88212
113,1,0,11,88213
114,1,0,10,88214
115,1,0,9,88215
116,1,0,8,88216
117,1,0,7,88217
118,1,0,7,88217
119,1,0,6,88218
