Step,Susceptible,Exposed,Infected,Removed
0,88214,6,5,0
1,88210,7,6,2
2,88207,4,12,2
3,88198,11,11,5
4,88185,18,17,5
5,88165,29,25,6
6,88135,44,37,9
7,88107,49,56,13
8,88046,83,74,22
9,87974,99,121,31
10,87858,157,156,54
11,87692,227,223,83
12,87468,337,309,111
13,87168,456,436,165
14,86778,589,616,242
15,86189,851,851,334
16,85364,1199,1182,480
17,84249,1662,1668,646
18,82634,2342,2346,903
19,80451,3242,3265,1267
20,77489,4449,4547,1740
21,73518,5942,6403,2362
22,68353,7862,8727,3283
23,61916,10003,11682,4624
24,54121,12363,15357,6384
25,45496,14183,19919,8627
26,36305,15555,24771,11594
27,27624,15613,29652,15336
28,19576,15143,33699,19807
29,13528,12980,36865,24852
30,8873,10516,38365,30471
31,5725,7900,38352,36248
32,3719,5504,37007,41995
33,2469,3709,34535,47512
34,1699,2431,31400,52695
35,1193,1575,28057,57400
36,865,1054,24739,61567
37,632,710,21594,65289
38,503,465,18767,68490
39,397,314,16202,71312
40,334,197,13963,73731
41,280,141,11946,75858
42,246,78,10249,77652
43,221,65,8710,79229
44,200,52,7431,80542
45,180,41,6379,81625
46,169,25,5501,82530
47,155,26,4723,83321
48,154,16,4034,84021
49,151,12,3429,84633
50,144,11,2908,85162
51,140,8,2440,85637
52,133,11,2068,86013
53,128,12,1743,86342
54,124,11,1505,86585
55,122,10,1273,86820
56,120,6,1067,87032
57,120,2,904,87199
58,120,0,755,87350
59,120,0,642,87463
60,119,1,553,87552
61,118,2,493,87612
62,117,2,429,87677
63,117,2,370,87736
64,117,2,307,87799
65,117,1,262,87845
66,117,0,221,87887
67,117,0,184,87924
68,117,0,155,87953
69,117,0,141,87967
70,117,0,112,87996
71,117,0,93,88015
72,117,0,78,88030
73,116,1,67,88041
74,116,1,55,88053
75,116,0,50,88059
76,116,0,45,88064
77,116,0,39,88070
78,116,0,36,88073
79,116,0,30,88079
80,116,0,26,88083
81,116,0,21,88088
82,116,0,20,88089
83,116,0,17,88092
84,116,0,16,88093
85,116,0,12,88097
86,116,0,11,88098
87,116,0,8,88101
88,116,0,5,88104
89,116,0,4,88105
90,116,0,3,88106
91,116,0,2,88107
92,116,0,2,88107
93,116,0,2,88107
94,116,0,2,88107
95,116,0,2,88107
96,116,0,2,88107
97,116,0,2,88107
98,116,0,2,88107
99,116,0,2,88107
100,116,0,2,88107
101,116,0,1,88108
102,116,0,1,88108
103,116,0,0,88109
104,116,0,0,88109
105,116,0,0,88109
106,116,0,0,88109
107,116,0,0,88109
108,116,0,0,88109
109,116,0,0,88109
110,116,0,0,88109
111,116,0,0,88109
112,116,0,0,88109
113,116,0,0,88109
114,116,0,0,88109
115,116,0,0,88109
116,116,0,0,88109
117,116,0,0,88109
118,116,0,0,88109
119,116,0,0,88109
