Step,Susceptible,Exposed,Infected,Removed
0,88214,6,3,2
1,88209,7,7,2
2,88200,13,9,3
3,88189,13,19,4
4,88168,29,23,5
5,88140,39,36,10
6,88098,57,51,19
7,88046,76,69,34
8,87974,102,104,45
9,87861,160,143,61
10,87719,221,200,85
11,87521,292,301,111
12,87203,456,411,155
13,86805,608,595,217
14,86149,904,874,298
15,85263,1295,1222,445
16,84049,1828,1716,632
17,82334,2550,2430,911
18,80059,3399,3479,1288
19,76748,4866,4787,1824
20,72489,6445,6737,2554
21,66980,8511,9151,3583
22,59998,10803,12461,4963
23,51824,13052,16473,6876
24,42646,15150,21085,9344
25,33269,16234,26196,12526
26,24421,16179,31142,16483
27,16822,14977,35286,21140
28,10952,12502,38212,26559
29,6952,9629,39386,32258
30,4324,6967,38761,38173
31,2749,4700,36632,44144
32,1781,3053,33864,49527
33,1206,1926,30518,54575
34,820,1268,27089,59048
35,594,818,23634,63179
36,451,505,20579,66690
37,364,299,17744,69818
38,293,201,15241,72490
39,246,139,13015,74825
40,210,106,11173,76736
41,185,65,9594,78381
42,165,53,8209,79798
43,148,38,7008,81031
44,135,24,5975,82091
45,122,23,5107,82973
46,115,16,4383,83711
47,108,14,3711,84392
48,100,13,3163,84949
49,98,5,2707,85415
50,97,3,2316,85809
51,95,3,1960,86167
52,93,3,1664,86465
53,89,5,1449,86682
54,87,4,1247,86887
55,84,4,1067,87070
56,84,2,900,87239
57,80,5,758,87382
58,79,3,653,87490
59,79,1,553,87592
60,79,0,470,87676
61,79,0,394,87752
62,78,1,338,87808
63,78,1,283,87863
64,77,1,251,87896
65,77,0,205,87943
66,76,1,175,87973
67,76,0,147,88002
68,75,1,131,88018
69,75,1,111,88038
70,75,0,91,88059
71,75,0,75,88075
72,75,0,65,88085
73,75,0,56,88094
74,75,0,49,88101
75,75,0,36,88114
76,75,0,26,88124
77,75,0,18,88132
78,75,0,14,88136
79,75,0,13,88137
80,75,0,12,88138
81,75,0,12,88138
82,75,0,10,88140
83,75,0,6,88144
84,75,0,6,88144
85,75,0,3,88147
86,75,0,3,88147
87,75,0,3,88147
88,75,0,3,88147
89,75,0,3,88147
90,75,0,3,88147
91,75,0,3,88147
92,75,0,3,88147
93,75,0,1,88149
94,75,0,1,88149
95,75,0,1,88149
96,75,0,1,88149
97,75,0,1,88149
98,75,0,1,88149
99,75,0,1,88149
100,75,0,0,88150
101,75,0,0,88150
102,75,0,0,88150
103,75,0,0,88150
104,75,0,0,88150
105,75,0,0,88150
106,75,0,0,88150
107,75,0,0,88150
108,75,0,0,88150
109,75,0,0,88150
110,75,0,0,88150
111,75,0,0,88150
112,75,0,0,88150
113,75,0,0,88150
114,75,0,0,88150
115,75,0,0,88150
116,75,0,0,88150
117,75,0,0,88150
118,75,0,0,88150
119,75,0,0,88150
