Step,Susceptible,Exposed,Infected,Removed
0,88216,4,3,2
1,88215,3,5,2
2,88208,9,5,3
3,88201,13,7,4
4,88197,10,12,6
5,88189,17,11,8
6,88178,22,17,8
7,88166,29,22,8
8,88147,39,29,10
9,88112,60,40,13
10,88087,61,62,15
11,88031,98,73,23
12,87969,115,111,30
13,87865,179,146,35
14,87734,237,206,48
15,87552,327,276,70
16,87305,444,381,95
17,86972,597,526,130
18,86525,809,713,178
19,85888,1132,961,244
20,85096,1477,1306,346
21,83991,1995,1760,479
22,82473,2739,2373,640
23,80525,3600,3213,887
24,77822,4912,4282,1209
25,74499,6351,5744,1631
26,70225,8072,7757,2171
27,64888,10261,10169,2907
28,58467,12596,13246,3916
29,51087,15016,16907,5215
30,42969,17097,21265,6894
31,34590,18683,25951,9001
32,26556,19112,30884,11673
33,19449,18673,35292,14811
34,13536,16993,39365,18331
35,9086,14684,42297,22158
36,5909,11970,44057,26289
37,3731,9326,44471,30697
38,2338,6929,43956,35002
39,1506,4991,42311,39417
40,996,3517,39920,43792
41,644,2490,37282,47809
42,452,1678,34625,51470
43,317,1148,31876,54884
44,232,787,29202,58004
45,182,526,26638,60879
46,145,356,24172,63552
47,112,243,21980,65890
48,88,159,19820,68158
49,77,100,17935,70113
50,67,69,16230,71859
51,59,55,14646,73465
52,57,33,13231,74904
53,47,29,11926,76223
54,42,26,10681,77476
55,37,17,9635,78536
56,35,12,8713,79465
57,32,12,7860,80321
58,32,10,7035,81148
59,31,5,6356,81833
60,30,4,5732,82459
61,29,3,5184,83009
62,29,1,4625,83570
63,27,3,4138,84057
64,26,3,3735,84461
65,26,1,3366,84832
66,25,1,3023,85176
67,25,1,2743,85456
68,25,1,2463,85736
69,25,0,2204,85996
70,24,1,1963,86237
71,24,1,1763,86437
72,23,2,1575,86625
73,22,3,1423,86777
74,21,4,1294,86906
75,20,3,1181,87021
76,19,2,1085,87119
77,19,1,967,87238
78,19,0,868,87338
79,19,0,783,87423
80,19,0,706,87500
81,19,0,639,87567
82,19,0,577,87629
83,19,0,520,87686
84,18,1,458,87748
85,18,1,415,87791
86,18,1,380,87826
87,18,1,341,87865
88,18,1,310,87896
89,18,1,281,87925
90,18,0,256,87951
91,18,0,232,87975
92,18,0,209,87998
93,18,0,178,88029
94,18,0,156,88051
95,18,0,139,88068
96,18,0,123,88084
97,18,0,117,88090
98,18,0,104,88103
99,18,0,90,88117
100,18,0,80,88127
101,18,0,72,88135
102,18,0,67,88140
103,18,0,61,88146
104,18,0,56,88151
105,18,0,51,88156
106,18,0,47,88160
107,18,0,44,88163
108,18,0,40,88167
109,18,0,34,88173
110,18,0,29,88178
111,18,0,25,88182
112,18,0,22,88185
113,18,0,20,88187
114,18,0,19,88188
115,18,0,18,88189
116,18,0,15,88192
117,18,0,14,88193
118,18,0,13,88194
119,18,0,11,88196
