Step,Susceptible,Exposed,Infected,Removed
0,88213,7,5,0
1,88209,9,7,0
2,88202,7,16,0
3,88196,9,17,3
4,88181,18,20,6
5,88167,25,26,7
6,88140,41,35,9
7,88114,44,53,14
8,88068,67,72,18
9,88002,100,98,25
10,87924,127,139,35
11,87805,181,182,57
12,87642,250,262,71
13,87390,350,384,101
14,87087,465,541,132
15,86596,695,750,184
16,85950,950,1067,258
17,85069,1327,1455,374
18,83798,1879,2021,527
19,82101,2596,2804,724
20,79767,3536,3914,1008
21,76627,4723,5464,1411
22,72465,6244,7514,2002
23,67194,8075,10212,2744
24,60557,10307,13646,3715
25,52643,12548,17999,5035
26,43801,14434,23192,6798
27,34625,15539,29012,9049
28,25824,15844,34601,11956
29,18073,14907,39842,15403
30,11970,12847,43992,19416
31,7577,10195,46686,23767
32,4616,7595,47589,28425
33,2810,5235,47040,33140
34,1778,3390,45102,37955
35,1188,2111,42545,42381
36,760,1391,39534,46540
37,500,908,36291,50526
38,343,554,33115,54213
39,251,341,30115,57518
40,186,220,27373,60446
41,141,145,24758,63181
42,115,86,22436,65588
43,98,54,20181,67892
44,81,44,18167,69933
45,64,35,16387,71739
46,50,32,14751,73392
47,39,22,13244,74920
48,30,19,11878,76298
49,29,10,10671,77515
50,26,7,9671,78521
51,26,4,8701,79494
52,25,3,7832,80365
53,21,6,7048,81150
54,21,4,6325,81875
55,19,2,5701,82503
56,18,3,5144,83060
57,18,1,4642,83564
58,17,1,4163,84044
59,14,4,3740,84467
60,14,2,3346,84863
61,12,3,3034,85176
62,12,1,2751,85461
63,11,2,2490,85722
64,11,0,2225,85989
65,11,0,1996,86218
66,11,0,1808,86406
67,11,0,1635,86579
68,11,0,1474,86740
69,11,0,1319,86895
70,11,0,1196,87018
71,10,1,1084,87130
72,10,1,983,87231
73,10,1,881,87333
74,10,0,788,87427
75,10,0,711,87504
76,10,0,646,87569
77,10,0,579,87636
78,10,0,508,87707
79,10,0,448,87767
80,10,0,408,87807
81,10,0,372,87843
82,10,0,341,87874
83,10,0,310,87905
84,10,0,276,87939
85,10,0,243,87972
86,10,0,218,87997
87,10,0,198,88017
88,10,0,178,88037
89,10,0,161,88054
90,10,0,144,88071
91,10,0,131,88084
92,10,0,119,88096
93,10,0,103,88112
94,10,0,96,88119
95,10,0,86,88129
96,10,0,79,88136
97,10,0,72,88143
98,10,0,64,88151
99,10,0,59,88156
100,10,0,53,88162
101,10,0,46,88169
102,10,0,39,88176
103,10,0,35,88180
104,10,0,35,88180
105,10,0,33,88182
106,10,0,30,88185
107,10,0,29,88186
108,10,0,24,88191
109,10,0,23,88192
110,10,0,22,88193
111,10,0,21,88194
112,10,0,20,88195
113,10,0,19,88196
114,10,0,17,88198
115,10,0,15,88200
116,10,0,15,88200
117,10,0,14,88201
118,10,0,14,88201
119,10,0,14,88201
