Step,Susceptible,Exposed,Infected,Removed
0,88209,11,5,0
1,88205,8,12,0
2,88191,18,15,1
3,88180,21,23,1
4,88156,32,34,3
5,88124,45,50,6
6,88070,75,67,13
7,88015,80,108,22
8,87896,157,136,36
9,87768,192,218,47
10,87584,268,297,76
11,87299,417,399,110
12,86885,595,589,156
13,86336,842,819,228
14,85591,1132,1163,339
15,84499,1610,1636,480
16,83048,2197,2287,693
17,81006,3046,3195,978
18,78299,4056,4528,1342
19,74561,5542,6177,1945
20,69635,7406,8474,2710
21,63606,9313,11576,3730
22,56158,11696,15187,5184
23,47834,13613,19693,7085
24,38679,15286,24678,9582
25,29623,15913,30027,12662
26,21394,15304,35088,16439
27,14709,13602,39134,20780
28,9642,11166,41807,25610
29,6127,8507,42741,30850
30,3820,6203,42001,36201
31,2436,4186,40279,41324
32,1577,2768,37568,46312
33,1039,1768,34460,50958
34,738,1071,31085,55331
35,530,690,27858,59147
36,399,434,24844,62548
37,299,308,21907,65711
38,234,202,19320,68469
39,192,133,17060,70840
40,155,97,15046,72927
41,128,68,13224,74805
42,112,52,11587,76474
43,101,39,10204,77881
44,90,23,8936,79176
45,81,19,7812,80313
46,73,16,6840,81296
47,70,10,5953,82192
48,67,7,5210,82941
49,61,11,4524,83629
50,60,8,3964,84193
51,56,6,3438,84725
52,55,2,3002,85166
53,52,3,2622,85548
54,50,4,2293,85878
55,48,5,1997,86175
56,48,2,1743,86432
57,45,4,1530,86646
58,44,3,1320,86858
59,44,1,1159,87021
60,44,0,994,87187
61,44,0,872,87309
62,44,0,776,87405
63,44,0,685,87496
64,44,0,582,87599
65,44,0,513,87668
66,43,1,454,87727
67,43,1,401,87780
68,43,0,353,87829
69,43,0,312,87870
70,43,0,276,87906
71,43,0,246,87936
72,43,0,213,87969
73,43,0,185,87997
74,43,0,155,88027
75,43,0,133,88049
76,43,0,117,88065
77,43,0,106,88076
78,43,0,93,88089
79,43,0,77,88105
80,43,0,64,88118
81,43,0,58,88124
82,43,0,48,88134
83,43,0,39,88143
84,43,0,33,88149
85,43,0,31,88151
86,43,0,29,88153
87,43,0,25,88157
88,43,0,22,88160
89,43,0,20,88162
90,43,0,19,88163
91,43,0,18,88164
92,43,0,14,88168
93,43,0,13,88169
94,43,0,13,88169
95,43,0,11,88171
96,43,0,9,88173
97,43,0,8,88174
98,43,0,6,88176
99,43,0,5,88177
100,43,0,5,88177
101,43,0,5,88177
102,43,0,4,88178
103,43,0,3,88179
104,43,0,3,88179
105,43,0,3,88179
106,43,0,3,88179
107,43,0,3,88179
108,43,0,3,88179
109,43,0,2,88180
110,43,0,2,88180
111,43,0,2,88180
112,43,0,2,88180
113,43,0,2,88180
114,43,0,2,88180
115,43,0,1,88181
116,43,0,1,88181
117,43,0,1,88181
118,43,0,1,88181
119,43,0,1,88181
