Step,Susceptible,Exposed,Infected,Removed
0,88216,4,3,2
1,88212,7,4,2
2,88206,9,7,3
3,88201,10,9,5
4,88193,15,12,5
5,88182,16,21,6
6,88157,34,25,9
7,88136,40,35,14
8,88109,56,38,22
9,88072,69,53,31
10,88019,87,78,41
11,87916,151,98,60
12,87806,189,154,76
13,87649,269,207,100
14,87426,368,301,130
15,87123,518,401,183
16,86717,682,575,251
17,86181,916,764,364
18,85458,1227,1026,514
19,84487,1654,1402,682
20,83091,2324,1881,929
21,81368,3017,2584,1256
22,79026,4037,3460,1702
23,75969,5323,4621,2312
24,72082,6852,6173,3118
25,67215,8672,8201,4137
26,61251,10747,10697,5530
27,54265,12929,13623,7408
28,46489,14921,17051,9764
29,38379,16271,20822,12753
30,30340,16908,24521,16456
31,23069,16660,27758,20738
32,16978,15293,30297,25657
33,12128,13342,31771,30984
34,8504,11016,32193,36512
35,5900,8645,31448,42232
36,4162,6496,29815,47752
37,2965,4693,27682,52885
38,2184,3319,25008,57714
39,1619,2421,22059,62126
40,1271,1679,19358,65917
41,1015,1174,16765,69271
42,824,847,14349,72205
43,715,595,12184,74731
44,621,422,10317,76865
45,546,303,8697,78679
46,491,221,7305,80208
47,462,162,6101,81500
48,432,121,5117,82555
49,413,83,4236,83493
50,391,64,3540,84230
51,370,57,2942,84856
52,361,35,2479,85350
53,352,30,2060,85783
54,340,30,1705,86150
55,330,20,1399,86476
56,326,19,1176,86704
57,325,12,981,86907
58,317,17,799,87092
59,315,9,656,87245
60,311,10,545,87359
61,308,8,447,87462
62,308,3,373,87541
63,308,3,306,87608
64,308,1,245,87671
65,308,0,191,87726
66,308,0,158,87759
67,306,2,140,87777
68,304,3,117,87801
69,302,2,93,87828
70,301,1,77,87846
71,301,1,61,87862
72,301,1,50,87873
73,300,2,45,87878
74,300,0,38,87887
75,300,0,31,87894
76,300,0,23,87902
77,300,0,18,87907
78,300,0,17,87908
79,300,0,13,87912
80,300,0,10,87915
81,300,0,9,87916
82,300,0,8,87917
83,300,0,7,87918
84,300,0,6,87919
85,300,0,5,87920
86,300,0,5,87920
87,299,1,4,87921
88,299,0,4,87922
89,299,0,3,87923
90,299,0,3,87923
91,299,0,2,87924
92,299,0,2,87924
93,299,0,2,87924
94,299,0,2,87924
95,299,0,2,87924
96,299,0,2,87924
97,299,0,1,87925
98,299,0,1,87925
99,299,0,1,87925
100,298,1,1,87925
101,298,0,1,87926
102,298,0,0,87927
103,298,0,0,87927
104,298,0,0,87927
105,298,0,0,87927
106,298,0,0,87927
107,298,0,0,87927
108,298,0,0,87927
109,298,0,0,87927
110,298,0,0,87927
111,298,0,0,87927
112,298,0,0,87927
113,298,0,0,87927
114,298,0,0,87927
115,298,0,0,87927
116,298,0,0,87927
117,298,0,0,87927
118,298,0,0,87927
119,298,0,0,87927
