Step,Susceptible,Exposed,Infected,Removed
0,88219,1,5,0
1,88214,6,5,0
2,88208,9,8,0
3,88200,15,10,0
4,88189,17,19,0
5,88164,36,24,1
6,88136,52,33,4
7,88103,67,49,6
8,88057,83,77,8
9,87977,122,106,20
10,87869,174,157,25
11,87703,255,217,50
12,87456,397,297,75
13,87142,528,454,101
14,86637,801,638,149
15,85947,1119,948,211
16,84941,1609,1371,304
17,83486,2342,1949,448
18,81498,3270,2828,629
19,78628,4713,3953,931
20,74836,6394,5674,1321
21,69601,8713,8067,1844
22,62993,11410,11190,2632
23,54797,14382,15273,3773
24,45371,17229,20308,5317
25,35178,19661,26063,7323
26,25284,20696,32274,9971
27,16971,19733,38279,13242
28,10457,17292,43360,17116
29,6048,13898,46800,21479
30,3470,10138,48512,26105
31,1895,7202,48135,30993
32,1064,4736,46547,35878
33,616,3005,44101,40503
34,351,1891,41027,44956
35,211,1197,37765,49052
36,133,757,34516,52819
37,76,468,31377,56304
38,58,265,28575,59327
39,43,175,25760,62247
40,31,103,23321,64770
41,27,60,21055,67083
42,22,45,19072,69086
43,14,28,17249,70934
44,13,13,15469,72730
45,11,8,14005,74201
46,10,4,12648,75563
47,9,5,11424,76787
48,9,3,10314,77899
49,9,1,9316,78899
50,8,2,8389,79826
51,5,5,7563,80652
52,4,5,6782,81434
53,4,3,6128,82090
54,4,2,5523,82696
55,4,0,4939,83282
56,4,0,4422,83799
57,4,0,3969,84252
58,4,0,3577,84644
59,4,0,3212,85009
60,4,0,2891,85330
61,4,0,2584,85637
62,4,0,2326,85895
63,4,0,2079,86142
64,4,0,1868,86353
65,4,0,1688,86533
66,4,0,1511,86710
67,4,0,1358,86863
68,4,0,1208,87013
69,4,0,1086,87135
70,4,0,991,87230
71,3,1,896,87325
72,3,1,811,87410
73,3,0,737,87485
74,3,0,652,87570
75,3,0,582,87640
76,3,0,536,87686
77,3,0,482,87740
78,3,0,427,87795
79,3,0,382,87840
80,3,0,344,87878
81,3,0,309,87913
82,3,0,277,87945
83,3,0,259,87963
84,3,0,231,87991
85,3,0,213,88009
86,3,0,200,88022
87,3,0,178,88044
88,3,0,160,88062
89,3,0,144,88078
90,3,0,127,88095
91,3,0,116,88106
92,3,0,105,88117
93,3,0,89,88133
94,3,0,84,88138
95,3,0,74,88148
96,3,0,65,88157
97,3,0,55,88167
98,3,0,50,88172
99,3,0,47,88175
100,3,0,40,88182
101,3,0,36,88186
102,3,0,33,88189
103,3,0,30,88192
104,3,0,29,88193
105,3,0,25,88197
106,3,0,22,88200
107,3,0,19,88203
108,3,0,16,88206
109,3,0,15,88207
110,3,0,15,88207
111,3,0,15,88207
112,3,0,13,88209
113,3,0,11,88211
114,3,0,9,88213
115,3,0,6,88216
116,3,0,6,88216
117,3,0,5,88217
118,3,0,5,88217
119,3,0,5,88217
