Step,Susceptible,Exposed,Infected,Removed
0,88212,8,4,1
1,88208,9,5,3
2,88205,10,7,3
3,88200,12,7,6
4,88195,11,13,6
5,88187,15,14,9
6,88173,23,20,9
7,88145,41,26,13
8,88121,47,40,17
9,88084,68,52,21
10,88029,94,76,26
11,87943,139,104,39
12,87837,204,130,54
13,87697,258,190,80
14,87476,369,269,111
15,87168,539,358,160
16,86789,706,507,223
17,86222,987,693,323
18,85454,1348,991,432
19,84417,1857,1365,586
20,82969,2578,1859,819
21,81051,3453,2543,1178
22,78475,4610,3557,1583
23,75068,6176,4802,2179
24,70815,7979,6357,3074
25,65374,10209,8455,4187
26,58857,12611,11006,5751
27,51403,14927,14231,7664
28,42993,17377,17799,10056
29,34393,19017,21632,13183
30,26069,19675,25535,16946
31,18986,18942,28821,21476
32,13258,17257,31103,26607
33,9063,14499,32601,32062
34,6086,11543,32806,37790
35,4039,8945,31780,43461
36,2696,6729,29741,49059
37,1878,4787,27369,54191
38,1347,3437,24442,58999
39,981,2452,21485,63307
40,714,1774,18631,67106
41,562,1224,16025,70414
42,451,854,13702,73218
43,386,595,11596,75648
44,335,396,9811,77683
45,305,267,8278,79375
46,270,201,6895,80859
47,250,143,5755,82077
48,226,111,4784,83104
49,212,86,3913,84014
50,203,54,3296,84672
51,194,38,2779,85214
52,188,31,2294,85712
53,185,20,1929,86091
54,183,12,1581,86449
55,179,11,1314,86721
56,177,8,1100,86940
57,174,6,916,87129
58,172,4,772,87277
59,170,6,636,87413
60,170,3,518,87534
61,170,3,444,87608
62,170,2,371,87682
63,170,1,307,87747
64,169,2,257,87797
65,169,0,210,87846
66,167,2,175,87881
67,167,0,153,87905
68,167,0,123,87935
69,166,1,99,87959
70,165,2,82,87976
71,165,1,72,87987
72,165,0,57,88003
73,165,0,49,88011
74,165,0,42,88018
75,165,0,34,88026
76,165,0,30,88030
77,165,0,25,88035
78,165,0,19,88041
79,165,0,18,88042
80,165,0,14,88046
81,165,0,10,88050
82,165,0,9,88051
83,165,0,7,88053
84,165,0,5,88055
85,165,0,4,88056
86,165,0,3,88057
87,165,0,2,88058
88,165,0,2,88058
89,165,0,2,88058
90,165,0,2,88058
91,165,0,1,88059
92,165,0,0,88060
93,165,0,0,88060
94,165,0,0,88060
95,165,0,0,88060
96,165,0,0,88060
97,165,0,0,88060
98,165,0,0,88060
99,165,0,0,88060
100,165,0,0,88060
101,165,0,0,88060
102,165,0,0,88060
103,165,0,0,88060
104,165,0,0,88060
105,165,0,0,88060
106,165,0,0,88060
107,165,0,0,88060
108,165,0,0,88060
109,165,0,0,88060
110,165,0,0,88060
111,165,0,0,88060
112,165,0,0,88060
113,165,0,0,88060
114,165,0,0,88060
115,165,0,0,88060
116,165,0,0,88060
117,165,0,0,88060
118,165,0,0,88060
119,165,0,0,88060
