Step,Susceptible,Exposed,Infected,Removed
0,88216,4,5,0
1,88210,9,5,1
2,88205,11,7,2
3,88201,9,12,3
4,88189,18,14,4
5,88170,30,18,7
6,88151,38,24,12
7,88116,61,33,15
8,88082,64,60,19
9,88015,106,76,28
10,87935,145,101,44
11,87835,178,148,64
12,87687,253,192,93
13,87483,361,241,140
14,87229,471,337,188
15,86901,608,473,243
16,86414,849,623,339
17,85787,1139,829,470
18,85002,1436,1129,658
19,83956,1892,1496,881
20,82608,2515,1917,1185
21,80865,3228,2601,1531
22,78520,4252,3396,2057
23,75563,5516,4368,2778
24,71904,6974,5705,3642
25,67343,8792,7320,4770
26,61921,10710,9315,6279
27,55761,12646,11707,8111
28,48826,14485,14400,10514
29,41328,16183,17277,13437
30,33990,16873,20553,16809
31,26879,17178,23276,20892
32,20613,16512,25565,25535
33,15420,15099,27006,30700
34,11467,12946,27690,36122
35,8304,10920,27285,41716
36,6048,8704,26268,47205
37,4559,6728,24400,52538
38,3469,5152,22314,57290
39,2689,3882,19896,61758
40,2152,2875,17449,65749
41,1782,2075,15123,69245
42,1512,1501,12877,72335
43,1288,1123,10956,74858
44,1124,825,9285,76991
45,1002,628,7766,78829
46,927,450,6471,80377
47,862,341,5330,81692
48,806,248,4363,82808
49,768,173,3602,83682
50,744,124,2999,84358
51,710,107,2459,84949
52,698,80,2019,85428
53,679,63,1627,85856
54,667,52,1324,86182
55,657,43,1072,86453
56,646,40,891,86648
57,641,27,720,86837
58,636,22,594,86973
59,632,20,474,87099
60,630,13,368,87214
61,627,10,311,87277
62,626,6,247,87346
63,624,5,205,87391
64,621,7,162,87435
65,620,7,124,87474
66,620,4,100,87501
67,620,2,81,87522
68,620,1,65,87539
69,620,1,48,87556
70,620,1,40,87564
71,619,2,30,87574
72,619,2,26,87578
73,619,1,22,87583
74,619,1,20,87585
75,619,0,14,87592
76,619,0,13,87593
77,619,0,10,87596
78,619,0,7,87599
79,619,0,7,87599
80,618,1,5,87601
81,618,1,3,87603
82,618,0,4,87603
83,618,0,3,87604
84,618,0,3,87604
85,618,0,1,87606
86,618,0,1,87606
87,618,0,1,87606
88,618,0,1,87606
89,618,0,0,87607
90,618,0,0,87607
91,618,0,0,87607
92,618,0,0,87607
93,618,0,0,87607
94,618,0,0,87607
95,618,0,0,87607
96,618,0,0,87607
97,618,0,0,87607
98,618,0,0,87607
99,618,0,0,87607
100,618,0,0,87607
101,618,0,0,87607
102,618,0,0,87607
103,618,0,0,87607
104,618,0,0,87607
105,618,0,0,87607
106,618,0,0,87607
107,618,0,0,87607
108,618,0,0,87607
109,618,0,0,87607
110,618,0,0,87607
111,618,0,0,87607
112,618,0,0,87607
113,618,0,0,87607
114,618,0,0,87607
115,618,0,0,87607
116,618,0,0,87607
117,618,0,0,87607
118,618,0,0,87607
119,618,0,0,87607
