Step,Susceptible,Exposed,Infected,Removed
0,88215,5,3,2
1,88212,6,5,2
2,88207,6,9,3
3,88199,11,8,7
4,88192,11,14,8
5,88177,20,16,12
6,88154,33,20,18
7,88128,47,30,20
8,88100,51,51,23
9,88043,79,70,33
10,87956,117,105,47
11,87838,165,162,60
12,87654,252,231,88
13,87403,360,344,118
14,87058,519,466,182
15,86564,722,675,264
16,85866,998,973,388
17,84832,1488,1349,556
18,83433,2074,1920,798
19,81432,2930,2729,1134
20,78648,4100,3843,1634
21,75039,5406,5520,2260
22,70039,7377,7585,3224
23,63703,9662,10259,4601
24,56039,12104,13698,6384
25,47154,14363,17920,8788
26,37743,15835,22717,11930
27,28384,16424,27487,15930
28,20184,15616,31680,20745
29,13593,13584,34719,26329
30,8798,10920,36151,32356
31,5616,8165,35731,38713
32,3588,5647,33888,45102
33,2339,3814,31156,50916
34,1603,2426,27832,56364
35,1139,1604,24263,61219
36,833,1025,20925,65442
37,630,659,17712,69224
38,481,440,15004,72300
39,391,292,12600,74942
40,331,199,10505,77190
41,287,147,8700,79091
42,244,108,7313,80560
43,217,75,6137,81796
44,200,46,5112,82867
45,185,35,4228,83777
46,177,20,3500,84528
47,169,21,2891,85144
48,166,12,2397,85650
49,157,16,1955,86097
50,155,7,1627,86436
51,152,6,1346,86721
52,148,6,1104,86967
53,145,5,913,87162
54,144,2,745,87334
55,144,1,601,87479
56,143,2,494,87586
57,141,4,402,87678
58,140,4,339,87742
59,140,2,289,87794
60,140,1,236,87848
61,139,1,188,87897
62,138,2,152,87933
63,138,1,119,87967
64,138,0,96,87991
65,137,1,81,88006
66,137,1,69,88018
67,137,0,57,88031
68,137,0,48,88040
69,137,0,36,88052
70,137,0,26,88062
71,137,0,20,88068
72,137,0,16,88072
73,137,0,14,88074
74,137,0,13,88075
75,137,0,10,88078
76,137,0,10,88078
77,137,0,9,88079
78,137,0,8,88080
79,137,0,8,88080
80,137,0,8,88080
81,137,0,5,88083
82,137,0,5,88083
83,137,0,3,88085
84,137,0,2,88086
85,137,0,2,88086
86,137,0,1,88087
87,137,0,1,88087
88,137,0,1,88087
89,137,0,1,88087
90,137,0,0,88088
91,137,0,0,88088
92,137,0,0,88088
93,137,0,0,88088
94,137,0,0,88088
95,137,0,0,88088
96,137,0,0,88088
97,137,0,0,88088
98,137,0,0,88088
99,137,0,0,88088
100,137,0,0,88088
101,137,0,0,88088
102,137,0,0,88088
103,137,0,0,88088
104,137,0,0,88088
105,137,0,0,88088
106,137,0,0,88088
107,137,0,0,88088
108,137,0,0,88088
109,137,0,0,88088
110,137,0,0,88088
111,137,0,0,88088
112,137,0,0,88088
113,137,0,0,88088
114,137,0,0,88088
115,137,0,0,88088
116,137,0,0,88088
117,137,0,0,88088
118,137,0,0,88088
119,137,0,0,88088
