Step,Susceptible,Exposed,Infected,Removed
0,88211,9,3,2
1,88207,8,8,2
2,88202,10,10,3
3,88192,17,12,4
4,88180,23,16,6
5,88171,23,22,9
6,88146,40,26,13
7,88111,59,38,17
8,88061,83,55,26
9,88001,112,80,32
10,87903,163,116,43
11,87779,211,183,52
12,87591,306,259,69
13,87311,453,351,110
14,86942,605,526,152
15,86419,861,726,219
16,85678,1229,1005,313
17,84620,1742,1421,442
18,83195,2352,2061,617
19,81203,3285,2827,910
20,78546,4478,3934,1267
21,74981,6068,5428,1748
22,70331,7929,7553,2412
23,64223,10373,10310,3319
24,56736,13162,13751,4576
25,48150,15851,17938,6286
26,38961,17920,22819,8525
27,29780,19032,28047,11366
28,21312,18929,33163,14821
29,14305,17401,37530,18989
30,9112,14704,40927,23482
31,5672,11497,42520,28536
32,3419,8614,42404,33788
33,2076,6072,40937,39140
34,1277,4106,38620,44222
35,816,2705,35541,49163
36,528,1742,32350,53605
37,369,1138,29014,57704
38,247,747,25870,61361
39,175,477,22994,64579
40,141,298,20259,67527
41,112,206,17779,70128
42,93,133,15638,72361
43,72,89,13754,74310
44,59,61,12112,75993
45,43,44,10653,77485
46,35,32,9319,78839
47,33,17,8173,80002
48,28,15,7161,81021
49,28,9,6285,81903
50,27,6,5513,82679
51,24,7,4793,83401
52,23,6,4210,83986
53,23,2,3691,84509
54,23,1,3221,84980
55,23,1,2785,85416
56,23,1,2446,85755
57,22,2,2158,86043
58,22,0,1887,86316
59,22,0,1621,86582
60,22,0,1425,86778
61,21,1,1235,86968
62,21,1,1086,87117
63,21,1,951,87252
64,21,1,843,87360
65,21,1,750,87453
66,21,1,661,87542
67,21,1,573,87630
68,21,1,496,87707
69,20,2,425,87778
70,20,1,372,87832
71,20,1,329,87875
72,20,0,284,87921
73,20,0,253,87952
74,20,0,228,87977
75,20,0,193,88012
76,20,0,170,88035
77,20,0,148,88057
78,20,0,128,88077
79,20,0,114,88091
80,20,0,98,88107
81,20,0,86,88119
82,20,0,76,88129
83,20,0,63,88142
84,20,0,57,88148
85,20,0,54,88151
86,20,0,50,88155
87,20,0,42,88163
88,20,0,35,88170
89,20,0,30,88175
90,20,0,26,88179
91,20,0,22,88183
92,20,0,19,88186
93,20,0,16,88189
94,20,0,12,88193
95,20,0,11,88194
96,20,0,10,88195
97,20,0,9,88196
98,20,0,9,88196
99,20,0,8,88197
100,20,0,6,88199
101,20,0,5,88200
102,20,0,4,88201
103,20,0,4,88201
104,20,0,4,88201
105,20,0,4,88201
106,20,0,4,88201
107,20,0,3,88202
108,20,0,2,88203
109,20,0,2,88203
110,20,0,2,88203
111,20,0,2,88203
112,20,0,2,88203
113,20,0,2,88203
114,20,0,2,88203
115,20,0,1,88204
116,20,0,1,88204
117,20,0,1,88204
118,20,0,0,88205
119,20,0,0,88205
