Step,Susceptible,Exposed,Infected,Removed
0,88215,5,5,0
1,88212,5,7,1
2,88200,17,6,2
3,88195,14,12,4
4,88178,27,16,4
5,88164,36,20,5
6,88143,46,26,10
7,88120,56,34,15
8,88083,69,55,18
9,88024,105,72,24
10,87943,152,95,35
11,87853,192,133,47
12,87715,263,185,62
13,87522,378,247,78
14,87240,524,356,105
15,86890,683,504,148
16,86397,936,682,210
17,85681,1354,907,283
18,84732,1825,1271,397
19,83509,2420,1753,543
20,81725,3339,2399,762
21,79498,4427,3238,1062
22,76512,5861,4363,1489
23,72625,7715,5870,2015
24,67782,9860,7827,2756
25,61747,12524,10213,3741
26,54466,15394,13389,4976
27,46400,18067,17107,6651
28,37920,20318,21216,8771
29,29448,21638,25799,11340
30,21646,21679,30359,14541
31,15054,20758,34064,18349
32,9987,18503,37098,22637
33,6430,15572,38924,27299
34,4013,12500,39581,32131
35,2461,9696,38954,37114
36,1550,7246,37473,41956
37,989,5309,35157,46770
38,640,3849,32534,51202
39,426,2705,29767,55327
40,295,1922,26963,59045
41,207,1324,24280,62414
42,149,918,21714,65444
43,118,618,19278,68211
44,89,427,17166,70543
45,70,298,15226,72631
46,55,207,13437,74526
47,46,143,11857,76179
48,40,102,10381,77702
49,39,67,9060,79059
50,37,47,8006,80135
51,35,35,7063,81092
52,31,25,6177,81992
53,30,16,5391,82788
54,29,12,4782,83402
55,28,8,4177,84012
56,27,5,3643,84550
57,26,4,3184,85011
58,26,2,2758,85439
59,25,3,2408,85789
60,22,4,2130,86069
61,21,4,1834,86366
62,21,4,1592,86608
63,21,3,1366,86835
64,21,3,1216,86985
65,20,2,1044,87159
66,20,2,923,87280
67,19,3,818,87385
68,19,1,715,87490
69,19,1,617,87588
70,19,1,542,87663
71,19,1,487,87718
72,19,1,429,87776
73,19,1,375,87830
74,19,1,328,87877
75,19,0,281,87925
76,19,0,243,87963
77,19,0,213,87993
78,19,0,189,88017
79,19,0,155,88051
80,19,0,138,88068
81,19,0,126,88080
82,19,0,115,88091
83,19,0,96,88110
84,19,0,86,88120
85,19,0,71,88135
86,19,0,61,88145
87,19,0,55,88151
88,19,0,48,88158
89,19,0,38,88168
90,19,0,32,88174
91,19,0,28,88178
92,19,0,25,88181
93,19,0,21,88185
94,19,0,19,88187
95,19,0,17,88189
96,19,0,15,88191
97,19,0,14,88192
98,19,0,14,88192
99,19,0,12,88194
100,19,0,11,88195
101,19,0,9,88197
102,19,0,6,88200
103,19,0,5,88201
104,19,0,5,88201
105,19,0,5,88201
106,19,0,4,88202
107,19,0,4,88202
108,19,0,4,88202
109,19,0,4,88202
110,19,0,4,88202
111,19,0,2,88204
112,19,0,2,88204
113,19,0,2,88204
114,19,0,2,88204
115,19,0,2,88204
116,19,0,2,88204
117,19,0,2,88204
118,19,0,2,88204
119,19,0,2,88204
