Step,Susceptible,Exposed,Infected,Removed
0,88216,4,3,2
1,88214,4,4,3
2,88212,5,4,4
3,88211,4,5,5
4,88205,8,7,5
5,88197,13,8,7
6,88189,15,14,7
7,88176,20,20,9
8,88158,28,24,15
9,88128,43,36,18
10,88090,55,54,26
11,88028,90,71,36
12,87962,109,103,51
13,87867,151,140,67
14,87741,190,205,89
15,87544,288,264,129
16,87285,411,346,183
17,86923,567,488,247
18,86451,758,672,344
19,85792,1032,924,477
20,84880,1434,1272,639
21,83683,1920,1721,901
22,82073,2574,2293,1285
23,79908,3483,3099,1735
24,77145,4524,4224,2332
25,73590,5833,5669,3133
26,69059,7504,7394,4268
27,63579,9202,9657,5787
28,57028,11190,12299,7708
29,49613,13049,15483,10080
30,41662,14485,18985,13093
31,33631,15260,22423,16911
32,26054,15226,25576,21369
33,19514,14232,27929,26550
34,14128,12544,29414,32139
35,10090,10324,29815,37996
36,7242,8053,28937,43993
37,5204,6033,27196,49792
38,3823,4358,24835,55209
39,2870,3115,22034,60206
40,2255,2182,19119,64669
41,1836,1535,16372,68482
42,1525,1067,13869,71764
43,1311,743,11576,74595
44,1158,519,9661,76887
45,1027,390,8022,78786
46,939,296,6560,80430
47,886,202,5327,81810
48,829,154,4347,82895
49,788,113,3567,83757
50,764,84,2916,84461
51,741,78,2354,85052
52,724,58,1874,85569
53,709,47,1539,85930
54,700,35,1261,86229
55,685,31,1015,86494
56,679,20,807,86719
57,672,18,662,86873
58,668,14,546,86997
59,665,12,444,87104
60,662,8,371,87184
61,662,3,306,87254
62,659,6,247,87313
63,656,7,193,87369
64,656,3,162,87404
65,655,3,136,87431
66,655,3,107,87460
67,653,3,88,87481
68,652,1,66,87506
69,652,1,57,87515
70,652,0,48,87525
71,651,1,38,87535
72,651,0,31,87543
73,651,0,26,87548
74,650,1,20,87554
75,650,1,18,87556
76,650,0,15,87560
77,650,0,13,87562
78,650,0,7,87568
79,649,1,7,87568
80,649,0,7,87569
81,649,0,7,87569
82,649,0,6,87570
83,649,0,5,87571
84,649,0,3,87573
85,649,0,3,87573
86,649,0,3,87573
87,649,0,2,87574
88,649,0,2,87574
89,649,0,2,87574
90,649,0,2,87574
91,649,0,2,87574
92,649,0,1,87575
93,649,0,1,87575
94,649,0,1,87575
95,649,0,0,87576
96,649,0,0,87576
97,649,0,0,87576
98,649,0,0,87576
99,649,0,0,87576
100,649,0,0,87576
101,649,0,0,87576
102,649,0,0,87576
103,649,0,0,87576
104,649,0,0,87576
105,649,0,0,87576
106,649,0,0,87576
107,649,0,0,87576
108,649,0,0,87576
109,649,0,0,87576
110,649,0,0,87576
111,649,0,0,87576
112,649,0,0,87576
113,649,0,0,87576
114,649,0,0,87576
115,649,0,0,87576
116,649,0,0,87576
117,649,0,0,87576
118,649,0,0,87576
119,649,0,0,87576
