Step,Susceptible,Exposed,Infected,Removed
0,88215,5,5,0
1,88209,10,5,1
2,88205,11,8,1
3,88194,19,10,2
4,88183,23,15,4
5,88157,37,27,4
6,88126,48,42,9
7,88098,58,56,13
8,88045,85,76,19
9,87973,116,109,27
10,87865,172,150,38
11,87709,250,213,53
12,87511,343,295,76
13,87198,508,415,104
14,86783,704,603,135
15,86184,991,869,181
16,85331,1418,1223,253
17,84119,2010,1721,375
18,82511,2728,2439,547
19,80303,3673,3449,800
20,77255,5088,4760,1122
21,73259,6724,6635,1607
22,67818,9169,8987,2251
23,61272,11605,12219,3129
24,53196,14395,16295,4339
25,44288,16849,21072,6016
26,34787,18752,26577,8109
27,25777,19304,32386,10758
28,17704,18781,37718,14022
29,11543,16475,42548,17659
30,7109,13486,45769,21861
31,4337,10237,47255,26396
32,2534,7408,47148,31135
33,1462,5214,45835,35714
34,869,3473,43517,40366
35,515,2246,40763,44701
36,332,1421,37705,48767
37,222,856,34592,52555
38,146,545,31547,55987
39,94,357,28707,59067
40,62,239,26013,61911
41,47,155,23480,64543
42,35,94,21220,66876
43,28,52,19127,69018
44,24,34,17149,71018
45,20,23,15469,72713
46,16,15,13878,74316
47,12,12,12525,75676
48,10,8,11309,76898
49,9,6,10154,78056
50,7,7,9168,79043
51,6,5,8235,79979
52,6,3,7402,80814
53,6,1,6713,81505
54,5,2,6021,82197
55,5,2,5414,82804
56,5,1,4856,83363
57,5,0,4346,83874
58,4,1,3881,84339
59,4,0,3482,84739
60,4,0,3124,85097
61,4,0,2798,85423
62,4,0,2505,85716
63,4,0,2275,85946
64,4,0,2060,86161
65,4,0,1868,86353
66,4,0,1690,86531
67,4,0,1485,86736
68,4,0,1327,86894
69,4,0,1222,86999
70,4,0,1107,87114
71,4,0,998,87223
72,4,0,900,87321
73,4,0,816,87405
74,4,0,732,87489
75,4,0,657,87564
76,4,0,595,87626
77,4,0,535,87686
78,4,0,483,87738
79,4,0,439,87782
80,4,0,405,87816
81,4,0,361,87860
82,4,0,321,87900
83,4,0,288,87933
84,4,0,252,87969
85,4,0,232,87989
86,4,0,205,88016
87,4,0,190,88031
88,4,0,166,88055
89,4,0,152,88069
90,4,0,137,88084
91,4,0,131,88090
92,4,0,119,88102
93,4,0,109,88112
94,4,0,98,88123
95,4,0,88,88133
96,4,0,77,88144
97,4,0,67,88154
98,4,0,52,88169
99,4,0,45,88176
100,4,0,40,88181
101,4,0,35,88186
102,4,0,31,88190
103,4,0,29,88192
104,4,0,26,88195
105,4,0,20,88201
106,4,0,18,88203
107,4,0,18,88203
108,4,0,15,88206
109,4,0,15,88206
110,4,0,12,88209
111,4,0,10,88211
112,4,0,10,88211
113,4,0,8,88213
114,4,0,8,88213
115,4,0,7,88214
116,4,0,6,88215
117,4,0,6,88215
118,4,0,5,88216
119,4,0,5,88216
