Step,Susceptible,Exposed,Infected,Removed
0,88216,4,5,0
1,88211,7,7,0
2,88209,5,10,1
3,88205,6,11,3
4,88195,15,10,5
5,88181,23,16,5
6,88169,21,27,8
7,88148,32,34,11
8,88112,50,47,16
9,88063,69,66,27
10,88002,89,99,35
11,87921,135,121,48
12,87795,199,163,68
13,87642,260,223,100
14,87436,340,311,138
15,87144,456,445,180
16,86740,624,617,244
17,86181,871,832,341
18,85437,1169,1146,473
19,84454,1583,1543,645
20,83161,2070,2122,872
21,81428,2779,2837,1181
22,79095,3710,3811,1609
23,76073,4848,5111,2193
24,72131,6352,6827,2915
25,67394,7974,8974,3883
26,61477,9867,11654,5227
27,54696,11745,14825,6959
28,47048,13520,18400,9257
29,38738,15111,22418,11958
30,30799,15570,26533,15323
31,23566,15070,30274,19315
32,17227,13918,33234,23846
33,12217,12053,35031,28924
34,8488,9853,35753,34131
35,5920,7462,35416,39427
36,4147,5517,33803,44758
37,2962,3974,31542,49747
38,2128,2829,28836,54432
39,1605,1974,25929,58717
40,1230,1334,23126,62535
41,970,959,20265,66031
42,806,657,17699,69063
43,665,477,15331,71752
44,560,343,13218,74104
45,489,241,11338,76157
46,431,176,9706,77912
47,407,110,8381,79327
48,376,87,7129,80633
49,350,76,6050,81749
50,322,65,5254,82584
51,301,55,4494,83375
52,282,48,3861,84034
53,275,32,3288,84630
54,265,24,2790,85146
55,256,26,2363,85580
56,251,21,2041,85912
57,244,17,1746,86218
58,238,12,1476,86499
59,235,7,1250,86733
60,235,4,1057,86929
61,232,4,901,87088
62,230,4,771,87220
63,230,3,647,87345
64,227,4,554,87440
65,222,6,476,87521
66,222,2,410,87591
67,221,1,329,87674
68,221,1,284,87719
69,221,0,234,87770
70,219,2,203,87801
71,219,2,173,87831
72,219,1,148,87857
73,219,0,122,87884
74,219,0,106,87900
75,219,0,92,87914
76,219,0,82,87924
77,219,0,71,87935
78,219,0,58,87948
79,219,0,47,87959
80,219,0,35,87971
81,219,0,30,87976
82,218,1,24,87982
83,218,0,20,87987
84,218,0,18,87989
85,218,0,11,87996
86,218,0,10,87997
87,218,0,7,88000
88,218,0,5,88002
89,218,0,2,88005
90,218,0,2,88005
91,218,0,2,88005
92,218,0,2,88005
93,218,0,2,88005
94,218,0,1,88006
95,218,0,1,88006
96,218,0,0,88007
97,218,0,0,88007
98,218,0,0,88007
99,218,0,0,88007
100,218,0,0,88007
101,218,0,0,88007
102,218,0,0,88007
103,218,0,0,88007
104,218,0,0,88007
105,218,0,0,88007
106,218,0,0,88007
107,218,0,0,88007
108,218,0,0,88007
109,218,0,0,88007
110,218,0,0,88007
111,218,0,0,88007
112,218,0,0,88007
113,218,0,0,88007
114,218,0,0,88007
115,218,0,0,88007
116,218,0,0,88007
117,218,0,0,88007
118,218,0,0,88007
119,218,0,0,88007
