Step,Susceptible,Exposed,Infected,Removed
0,88213,7,2,3
1,88211,7,3,4
2,88208,8,5,4
3,88199,12,9,5
4,88193,12,14,6
5,88177,23,16,9
6,88162,31,20,12
7,88139,43,28,15
8,88116,57,31,21
9,88091,53,55,26
10,88037,87,62,39
11,87972,109,91,53
12,87873,176,101,75
13,87774,220,143,88
14,87634,288,189,114
15,87428,394,257,146
16,87152,531,350,192
17,86820,689,456,260
18,86396,856,621,352
19,85812,1157,773,483
20,85025,1527,1051,622
21,83969,2037,1371,848
22,82645,2667,1806,1107
23,80983,3406,2384,1452
24,78792,4436,3048,1949
25,76048,5598,4015,2564
26,72730,6933,5207,3355
27,68509,8771,6499,4446
28,63751,10465,8187,5822
29,58149,12460,10177,7439
30,51816,14388,12506,9515
31,45009,16088,15199,11929
32,37821,17668,17706,15030
33,30842,18530,20239,18614
34,24453,18508,22563,22701
35,18921,17610,24422,27272
36,14328,16064,25648,32185
37,10669,14120,26036,37400
38,7930,11906,25688,42701
39,5862,9890,24699,47774
40,4380,7953,23284,52608
41,3415,6206,21384,57220
42,2669,4827,19296,61433
43,2149,3624,17132,65320
44,1769,2760,14988,68708
45,1503,2078,12889,71755
46,1300,1558,11030,74337
47,1155,1196,9218,76656
48,1045,883,7789,78508
49,951,680,6600,79994
50,882,517,5524,81302
51,826,408,4518,82473
52,782,294,3796,83353
53,758,217,3136,84114
54,739,163,2597,84726
55,726,122,2161,85216
56,711,99,1746,85669
57,700,86,1400,86039
58,683,72,1127,86343
59,678,42,929,86576
60,670,29,780,86746
61,663,28,617,86917
62,658,18,505,87044
63,654,17,411,87143
64,649,17,333,87226
65,647,13,284,87281
66,645,11,227,87342
67,645,6,183,87391
68,643,5,152,87425
69,642,3,130,87450
70,641,3,112,87469
71,641,3,84,87497
72,641,1,67,87516
73,640,2,55,87528
74,639,2,39,87545
75,639,0,32,87554
76,639,0,26,87560
77,639,0,20,87566
78,639,0,13,87573
79,639,0,12,87574
80,639,0,9,87577
81,639,0,6,87580
82,639,0,4,87582
83,639,0,4,87582
84,639,0,3,87583
85,639,0,2,87584
86,639,0,2,87584
87,639,0,1,87585
88,639,0,1,87585
89,639,0,1,87585
90,639,0,1,87585
91,639,0,1,87585
92,639,0,1,87585
93,639,0,1,87585
94,639,0,1,87585
95,639,0,1,87585
96,639,0,1,87585
97,639,0,1,87585
98,639,0,1,87585
99,639,0,1,87585
100,639,0,0,87586
101,639,0,0,87586
102,639,0,0,87586
103,639,0,0,87586
104,639,0,0,87586
105,639,0,0,87586
106,639,0,0,87586
107,639,0,0,87586
108,639,0,0,87586
109,639,0,0,87586
110,639,0,0,87586
111,639,0,0,87586
112,639,0,0,87586
113,639,0,0,87586
114,639,0,0,87586
115,639,0,0,87586
116,639,0,0,87586
117,639,0,0,87586
118,639,0,0,87586
119,639,0,0,87586
