Step,Susceptible,Exposed,Infected,Removed
0,88212,8,4,1
1,88209,7,8,1
2,88201,10,13,1
3,88193,13,16,3
4,88178,21,21,5
5,88155,30,35,5
6,88118,49,46,12
7,88079,63,67,16
8,88014,95,95,21
9,87916,148,134,27
10,87808,167,206,44
11,87591,291,284,59
12,87309,413,415,88
13,86923,569,611,122
14,86345,823,881,176
15,85508,1223,1239,255
16,84324,1731,1800,370
17,82686,2425,2556,558
18,80404,3356,3665,800
19,77079,4831,5098,1217
20,72775,6458,7262,1730
21,67052,8667,10053,2453
22,59901,11107,13750,3467
23,51304,13551,18518,4852
24,41711,15667,24058,6789
25,31838,16867,30288,9232
26,22588,16895,36475,12267
27,14967,15242,42128,15888
28,9267,12500,46339,20119
29,5463,9449,48569,24744
30,3125,6496,48978,29626
31,1820,4215,47665,34525
32,1083,2639,45280,39223
33,647,1598,42167,43813
34,401,993,38709,48122
35,239,622,35318,52046
36,162,343,32145,55575
37,113,204,29119,58789
38,83,115,26346,61681
39,67,74,23757,64327
40,55,49,21389,66732
41,41,38,19273,68873
42,31,29,17382,70783
43,23,16,15585,72601
44,20,13,14039,74153
45,18,11,12679,75517
46,18,3,11511,76693
47,16,5,10384,77820
48,14,5,9382,78824
49,11,6,8419,79789
50,10,2,7608,80605
51,9,2,6849,81365
52,9,2,6167,82047
53,8,2,5545,82670
54,7,3,5005,83210
55,6,2,4481,83736
56,6,1,4055,84163
57,6,1,3663,84555
58,6,0,3321,84898
59,5,1,2976,85243
60,5,1,2700,85519
61,5,1,2416,85803
62,5,1,2176,86043
63,5,1,1968,86251
64,5,1,1769,86450
65,5,1,1580,86639
66,5,1,1417,86802
67,4,1,1285,86935
68,4,1,1163,87057
69,4,0,1029,87192
70,4,0,939,87282
71,3,1,842,87379
72,3,0,757,87465
73,3,0,682,87540
74,3,0,612,87610
75,3,0,555,87667
76,3,0,494,87728
77,3,0,445,87777
78,3,0,401,87821
79,3,0,361,87861
80,3,0,332,87890
81,3,0,297,87925
82,3,0,266,87956
83,3,0,248,87974
84,3,0,224,87998
85,3,0,206,88016
86,3,0,189,88033
87,3,0,175,88047
88,3,0,155,88067
89,3,0,143,88079
90,3,0,128,88094
91,3,0,119,88103
92,3,0,102,88120
93,3,0,92,88130
94,3,0,77,88145
95,3,0,68,88154
96,3,0,61,88161
97,3,0,56,88166
98,3,0,50,88172
99,3,0,44,88178
100,3,0,40,88182
101,3,0,36,88186
102,3,0,33,88189
103,3,0,30,88192
104,3,0,28,88194
105,3,0,26,88196
106,3,0,22,88200
107,3,0,21,88201
108,3,0,19,88203
109,3,0,18,88204
110,3,0,17,88205
111,3,0,16,88206
112,3,0,13,88209
113,3,0,12,88210
114,3,0,9,88213
115,3,0,8,88214
116,3,0,7,88215
117,3,0,7,88215
118,3,0,7,88215
119,3,0,6,88216
