Step,Susceptible,Exposed,Infected,Removed
0,88214,6,4,1
1,88212,8,4,1
2,88208,10,6,1
3,88206,6,12,1
4,88197,11,14,3
5,88184,21,16,4
6,88166,28,25,6
7,88140,40,36,9
8,88103,63,48,11
9,88052,86,68,19
10,88000,111,82,32
11,87916,133,128,48
12,87793,205,157,70
13,87672,237,224,92
14,87476,329,293,127
15,87230,450,377,168
16,86895,607,490,233
17,86452,804,644,325
18,85893,1040,861,431
19,85139,1397,1121,568
20,84188,1811,1472,754
21,82934,2338,1922,1031
22,81293,3063,2474,1395
23,79268,3888,3215,1854
24,76596,5022,4183,2424
25,73407,6205,5440,3173
26,69412,7761,6959,4093
27,64635,9484,8796,5310
28,59071,11228,11098,6828
29,52742,13148,13547,8788
30,45924,14662,16456,11183
31,38801,15904,19509,14011
32,31849,16549,22389,17438
33,25402,16355,25108,21360
34,19645,15587,27335,25658
35,14918,14070,28690,30547
36,11147,12145,29320,35613
37,8296,10179,28910,40840
38,6172,8274,27845,45934
39,4627,6525,26300,50773
40,3540,4951,24380,55354
41,2762,3710,22117,59636
42,2172,2807,19784,63462
43,1776,2101,17439,66909
44,1512,1537,15245,69931
45,1329,1153,13110,72633
46,1161,863,11280,74921
47,1048,647,9581,76949
48,962,469,8210,78584
49,895,347,6995,79988
50,824,256,5924,81221
51,771,207,4961,82286
52,742,163,4182,83138
53,713,121,3488,83903
54,693,92,2909,84531
55,677,66,2439,85043
56,664,60,2046,85455
57,650,50,1721,85804
58,646,35,1450,86094
59,634,30,1232,86329
60,627,21,1039,86538
61,617,21,867,86720
62,611,21,733,86860
63,605,19,607,86994
64,603,11,516,87095
65,598,12,439,87176
66,595,9,364,87257
67,593,7,309,87316
68,592,4,258,87371
69,592,3,203,87427
70,590,4,159,87472
71,590,3,127,87505
72,590,1,108,87526
73,590,1,88,87546
74,589,2,69,87565
75,589,2,59,87575
76,589,1,45,87590
77,588,2,33,87602
78,588,2,26,87609
79,588,2,25,87610
80,588,2,20,87615
81,588,2,15,87620
82,588,2,11,87624
83,588,0,12,87625
84,588,0,12,87625
85,587,1,9,87628
86,587,0,8,87630
87,587,0,6,87632
88,587,0,6,87632
89,587,0,5,87633
90,587,0,3,87635
91,587,0,1,87637
92,587,0,1,87637
93,587,0,1,87637
94,587,0,1,87637
95,587,0,1,87637
96,587,0,1,87637
97,587,0,1,87637
98,587,0,1,87637
99,587,0,0,87638
100,587,0,0,87638
101,587,0,0,87638
102,587,0,0,87638
103,587,0,0,87638
104,587,0,0,87638
105,587,0,0,87638
106,587,0,0,87638
107,587,0,0,87638
108,587,0,0,87638
109,587,0,0,87638
110,587,0,0,87638
111,587,0,0,87638
112,587,0,0,87638
113,587,0,0,87638
114,587,0,0,87638
115,587,0,0,87638
116,587,0,0,87638
117,587,0,0,87638
118,587,0,0,87638
119,587,0,0,87638
