Step,Susceptible,Exposed,Infected,Removed
0,88219,1,3,2
1,88217,3,3,2
2,88216,1,5,3
3,88207,9,5,4
4,88201,13,6,5
5,88195,13,10,7
6,88187,18,10,10
7,88171,29,13,12
8,88159,27,25,14
9,88134,40,34,17
10,88102,57,42,24
11,88052,85,58,30
12,87990,114,80,41
13,87899,162,119,45
14,87769,241,148,67
15,87618,290,225,92
16,87406,388,309,122
17,87105,533,416,171
18,86716,710,562,237
19,86187,964,750,324
20,85418,1323,1042,442
21,84405,1804,1412,604
22,83066,2391,1950,818
23,81253,3235,2638,1099
24,78796,4413,3506,1510
25,75726,5710,4766,2023
26,71707,7386,6336,2796
27,66701,9423,8368,3733
28,60547,11797,10833,5048
29,53458,14171,13915,6681
30,45549,16367,17526,8783
31,37415,17937,21431,11442
32,29383,18764,25498,14580
33,22149,18421,29156,18499
34,15882,17359,32149,22835
35,11052,15322,34270,27581
36,7521,12772,35250,32682
37,4982,10199,35099,37945
38,3417,7663,33996,43149
39,2278,5815,31920,48212
40,1547,4166,29554,52958
41,1113,2957,26799,57356
42,816,2091,23998,61320
43,620,1468,21143,64994
44,486,1021,18523,68195
45,398,712,16163,70952
46,330,502,13948,73445
47,283,347,12088,75507
48,254,225,10375,77371
49,231,181,8875,78938
50,208,140,7674,80203
51,192,102,6601,81330
52,184,70,5649,82322
53,168,53,4851,83153
54,159,39,4111,83916
55,154,28,3505,84538
56,147,21,3000,85057
57,145,11,2536,85533
58,138,18,2151,85918
59,135,12,1843,86235
60,131,10,1594,86490
61,129,8,1355,86733
62,126,9,1167,86923
63,126,7,992,87100
64,125,6,850,87244
65,124,7,739,87355
66,122,6,635,87462
67,121,6,544,87554
68,119,6,461,87639
69,117,6,392,87710
70,115,6,346,87758
71,115,2,293,87815
72,114,2,241,87868
73,114,1,207,87903
74,114,0,181,87930
75,114,0,150,87961
76,114,0,130,87981
77,114,0,109,88002
78,114,0,88,88023
79,114,0,80,88031
80,114,0,70,88041
81,114,0,52,88059
82,114,0,44,88067
83,114,0,34,88077
84,114,0,28,88083
85,114,0,25,88086
86,114,0,22,88089
87,114,0,18,88093
88,114,0,15,88096
89,114,0,15,88096
90,114,0,13,88098
91,114,0,10,88101
92,114,0,10,88101
93,114,0,10,88101
94,114,0,8,88103
95,114,0,7,88104
96,114,0,7,88104
97,114,0,6,88105
98,114,0,5,88106
99,114,0,5,88106
100,114,0,5,88106
101,114,0,5,88106
102,114,0,3,88108
103,114,0,3,88108
104,114,0,3,88108
105,114,0,3,88108
106,114,0,2,88109
107,114,0,2,88109
108,114,0,2,88109
109,114,0,2,88109
110,114,0,2,88109
111,114,0,2,88109
112,114,0,1,88110
113,114,0,1,88110
114,114,0,1,88110
115,114,0,1,88110
116,114,0,1,88110
117,114,0,1,88110
118,114,0,1,88110
119,114,0,1,88110
