Step,Susceptible,Exposed,Infected,Removed
0,88215,5,4,1
1,88211,6,7,1
2,88204,9,8,4
3,88198,11,11,5
4,88181,23,13,8
5,88164,34,19,8
6,88148,33,33,11
7,88119,47,44,15
8,88079,59,63,24
9,88017,94,80,34
10,87927,137,112,49
11,87821,172,164,68
12,87650,261,211,103
13,87424,339,324,138
14,87056,546,409,214
15,86624,706,593,302
16,86030,960,812,423
17,85190,1353,1095,587
18,84116,1740,1563,806
19,82543,2485,2105,1092
20,80532,3293,2902,1498
21,77762,4432,3978,2053
22,74150,5825,5409,2841
23,69455,7626,7207,3937
24,63756,9538,9582,5349
25,56922,11694,12250,7359
26,49137,13632,15575,9881
27,40862,15154,19240,12969
28,32480,16052,22870,16823
29,24696,15774,26316,21439
30,18191,14328,28964,26742
31,12978,12379,30408,32460
32,9004,10094,30644,38483
33,6231,7750,29701,44543
34,4402,5715,27649,50459
35,3231,4015,25022,55957
36,2406,2799,22015,61005
37,1886,1878,19015,65446
38,1512,1333,16186,69194
39,1229,931,13541,72524
40,1059,674,11279,75213
41,920,469,9356,77480
42,823,345,7701,79356
43,753,238,6340,80894
44,700,193,5168,82164
45,667,124,4257,83177
46,638,101,3461,84025
47,613,71,2799,84742
48,589,55,2280,85301
49,566,49,1852,85758
50,564,28,1489,86144
51,556,21,1179,86469
52,546,20,929,86730
53,544,13,761,86907
54,542,5,630,87048
55,538,8,504,87175
56,535,5,404,87281
57,533,3,321,87368
58,531,5,252,87437
59,529,5,208,87483
60,528,4,172,87521
61,527,4,150,87544
62,526,4,115,87580
63,524,4,95,87602
64,524,1,84,87616
65,524,0,68,87633
66,524,0,50,87651
67,524,0,40,87661
68,523,1,28,87673
69,523,0,21,87681
70,523,0,16,87686
71,523,0,12,87690
72,523,0,10,87692
73,523,0,9,87693
74,523,0,6,87696
75,523,0,3,87699
76,523,0,2,87700
77,523,0,2,87700
78,523,0,2,87700
79,523,0,2,87700
80,523,0,2,87700
81,523,0,2,87700
82,523,0,2,87700
83,523,0,2,87700
84,523,0,1,87701
85,523,0,1,87701
86,523,0,1,87701
87,523,0,1,87701
88,523,0,1,87701
89,523,0,1,87701
90,523,0,1,87701
91,523,0,0,87702
92,523,0,0,87702
93,523,0,0,87702
94,523,0,0,87702
95,523,0,0,87702
96,523,0,0,87702
97,523,0,0,87702
98,523,0,0,87702
99,523,0,0,87702
100,523,0,0,87702
101,523,0,0,87702
102,523,0,0,87702
103,523,0,0,87702
104,523,0,0,87702
105,523,0,0,87702
106,523,0,0,87702
107,523,0,0,87702
108,523,0,0,87702
109,523,0,0,87702
110,523,0,0,87702
111,523,0,0,87702
112,523,0,0,87702
113,523,0,0,87702
114,523,0,0,87702
115,523,0,0,87702
116,523,0,0,87702
117,523,0,0,87702
118,523,0,0,87702
119,523,0,0,87702
