Step,Susceptible,Exposed,Infected,Removed
0,88215,5,4,1
1,88213,4,6,2
2,88209,5,9,2
3,88200,11,12,2
4,88191,13,16,5
5,88178,22,17,8
6,88163,20,30,12
7,88144,27,38,16
8,88117,36,49,23
9,88074,51,74,26
10,88001,91,99,34
11,87906,133,141,45
12,87791,176,200,58
13,87618,258,265,84
14,87369,371,367,118
15,87038,513,511,163
16,86583,667,741,234
17,85947,942,1006,330
18,85076,1301,1405,443
19,83801,1847,1955,622
20,82146,2471,2727,881
21,79868,3441,3669,1247
22,76987,4439,5102,1697
23,73224,5749,6908,2344
24,68133,7688,9220,3184
25,62114,9415,12344,4352
26,54827,11567,15923,5908
27,46495,13449,20304,7977
28,37811,14744,25100,10570
29,29315,15112,30063,13735
30,21469,14616,34766,17374
31,15047,13056,38303,21819
32,10221,10677,40727,26600
33,6714,8362,41428,31721
34,4372,6074,40947,36832
35,2922,4159,39235,41909
36,1939,2887,36695,46704
37,1317,1916,33697,51295
38,950,1221,30462,55592
39,710,777,27271,59467
40,551,524,24313,62837
41,448,330,21540,65907
42,357,236,18979,68653
43,288,183,16697,71057
44,238,134,14709,73144
45,207,95,12885,75038
46,184,63,11373,76605
47,163,48,9975,78039
48,151,35,8796,79243
49,141,29,7730,80325
50,129,25,6769,81302
51,120,22,5939,82144
52,110,19,5182,82914
53,106,16,4568,83535
54,103,11,3988,84123
55,99,7,3488,84631
56,92,8,3029,85096
57,88,10,2641,85486
58,86,4,2332,85803
59,85,2,2041,86097
60,81,5,1783,86356
61,80,2,1554,86589
62,79,1,1353,86792
63,75,5,1186,86959
64,74,3,1041,87107
65,74,1,923,87227
66,74,1,817,87333
67,74,1,713,87437
68,74,0,632,87519
69,73,1,547,87604
70,72,1,477,87675
71,72,1,412,87740
72,72,0,346,87807
73,72,0,311,87842
74,69,3,270,87883
75,68,2,231,87924
76,68,0,202,87955
77,68,0,181,87976
78,68,0,151,88006
79,68,0,130,88027
80,68,0,118,88039
81,68,0,95,88062
82,68,0,79,88078
83,68,0,69,88088
84,68,0,60,88097
85,68,0,49,88108
86,68,0,41,88116
87,68,0,38,88119
88,67,1,38,88119
89,67,0,32,88126
90,67,0,31,88127
91,67,0,28,88130
92,67,0,24,88134
93,67,0,18,88140
94,67,0,15,88143
95,67,0,13,88145
96,67,0,12,88146
97,67,0,10,88148
98,67,0,8,88150
99,67,0,6,88152
100,67,0,5,88153
101,67,0,4,88154
102,67,0,4,88154
103,67,0,3,88155
104,67,0,3,88155
105,67,0,3,88155
106,67,0,3,88155
107,67,0,3,88155
108,67,0,2,88156
109,67,0,1,88157
110,67,0,1,88157
111,67,0,1,88157
112,67,0,1,88157
113,67,0,1,88157
114,67,0,1,88157
115,67,0,1,88157
116,67,0,1,88157
117,67,0,1,88157
118,67,0,1,88157
119,67,0,1,88157
