Step,Susceptible,Exposed,Infected,Removed
0,88216,4,4,1
1,88212,7,5,1
2,88207,11,5,2
3,88200,14,9,2
4,88196,12,14,3
5,88182,21,18,4
6,88164,31,23,7
7,88139,40,36,10
8,88105,60,44,16
9,88067,74,66,18
10,87986,123,94,22
11,87897,169,129,30
12,87772,217,195,41
13,87587,314,250,74
14,87383,405,339,98
15,87083,525,478,139
16,86655,742,620,208
17,86057,1046,861,261
18,85260,1463,1127,375
19,84252,1889,1558,526
20,82863,2517,2131,714
21,80992,3380,2873,980
22,78517,4512,3854,1342
23,75347,5827,5236,1815
24,71243,7637,6904,2441
25,66042,9797,9087,3299
26,59934,11969,11922,4400
27,52745,14265,15340,5875
28,44721,16564,19164,7776
29,36530,18031,23632,10032
30,28215,19212,27871,12927
31,20882,18971,32045,16327
32,14789,17543,35551,20342
33,10052,15222,38188,24763
34,6691,12506,39465,29563
35,4374,9881,39474,34496
36,2871,7397,38416,39541
37,1949,5326,36548,44402
38,1306,3770,34250,48899
39,912,2664,31446,53203
40,663,1828,28658,57076
41,476,1280,25835,60634
42,366,905,23044,63910
43,287,618,20518,66802
44,226,431,18190,69378
45,186,290,16105,71644
46,156,207,14254,73608
47,132,147,12482,75464
48,113,92,10950,77070
49,100,72,9569,78484
50,90,57,8387,79691
51,85,38,7375,80727
52,79,28,6461,81657
53,72,27,5677,82449
54,66,22,5012,83125
55,61,20,4364,83780
56,56,19,3839,84311
57,50,18,3318,84839
58,47,19,2879,85280
59,46,10,2534,85635
60,46,4,2225,85950
61,43,5,1949,86228
62,41,4,1716,86464
63,41,4,1485,86695
64,41,2,1314,86868
65,40,3,1161,87021
66,40,0,1011,87174
67,39,1,914,87271
68,39,1,813,87372
69,38,1,723,87463
70,38,0,625,87562
71,38,0,551,87636
72,38,0,478,87709
73,38,0,418,87769
74,38,0,376,87811
75,38,0,332,87855
76,38,0,290,87897
77,38,0,251,87936
78,38,0,218,87969
79,38,0,186,88001
80,38,0,164,88023
81,38,0,142,88045
82,38,0,128,88059
83,38,0,110,88077
84,38,0,89,88098
85,38,0,84,88103
86,38,0,65,88122
87,37,1,60,88127
88,36,2,53,88134
89,36,1,49,88139
90,36,1,42,88146
91,36,1,39,88149
92,36,1,36,88152
93,36,0,33,88156
94,36,0,30,88159
95,36,0,27,88162
96,36,0,21,88168
97,36,0,19,88170
98,36,0,18,88171
99,36,0,13,88176
100,36,0,12,88177
101,36,0,11,88178
102,36,0,8,88181
103,36,0,8,88181
104,36,0,5,88184
105,36,0,5,88184
106,36,0,3,88186
107,36,0,3,88186
108,36,0,3,88186
109,36,0,3,88186
110,36,0,3,88186
111,36,0,2,88187
112,36,0,2,88187
113,36,0,2,88187
114,36,0,1,88188
115,36,0,1,88188
116,36,0,1,88188
117,36,0,1,88188
118,36,0,0,88189
119,36,0,0,88189
