,iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
133451,GRC,Europe,Greece,2020-07-19,4103.0,176.0,25.143,195.0,1.0,0.143,395.09,16.948,2.421,18.777,0.096,0.014,1.09,,,,,2.0,0.191,,,410766.0,4726.0,39.325,0.452,5262.0,0.504,0.0055,180.6,samples tested,,,,,,,,,,,,,,61.11,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52.0,,4.21,82.24,0.888,10384972.0,153.00002,0.21,-2.94,14.554475
133452,GRC,Europe,Greece,2020-07-20,4103.0,0.0,25.143,195.0,0.0,0.143,395.09,0.0,2.421,18.777,0.0,0.014,1.1,,,,,,,,,413760.0,2994.0,39.612,0.287,4473.0,0.428,0.0059,168.3,samples tested,,,,,,,,,,,,,,61.11,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52.0,,4.21,82.24,0.888,10384972.0,,,,
133453,GRC,Europe,Greece,2020-07-21,4103.0,0.0,25.143,195.0,0.0,0.143,395.09,0.0,2.421,18.777,0.0,0.014,1.13,,,,,,,,,419906.0,6146.0,40.2,0.588,4800.0,0.46,0.0049,203.6,samples tested,,,,,,,,,,,,,,61.11,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52.0,,4.21,82.24,0.888,10384972.0,,,,
133454,GRC,Europe,Greece,2020-07-22,4103.0,0.0,25.143,195.0,0.0,0.143,395.09,0.0,2.421,18.777,0.0,0.014,1.16,,,,,,,,,424675.0,4769.0,40.657,0.457,4700.0,0.45,0.0051,197.0,samples tested,,,,,,,,,,,,,,61.11,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52.0,,4.21,82.24,0.888,10384972.0,,,,
133455,GRC,Europe,Greece,2020-07-23,4103.0,0.0,25.143,195.0,0.0,0.143,395.09,0.0,2.421,18.777,0.0,0.014,1.19,,,,,,,,,430864.0,6189.0,41.249,0.593,4645.0,0.445,0.0053,190.1,samples tested,,,,,,,,,,,,,,61.11,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52.0,,4.21,82.24,0.888,10384972.0,,,,
133456,GRC,Europe,Greece,2020-07-24,4103.0,0.0,25.143,195.0,0.0,0.143,395.09,0.0,2.421,18.777,0.0,0.014,1.22,,,,,,,,,436510.0,5646.0,41.79,0.541,4834.0,0.463,0.0051,197.9,samples tested,,,,,,,,,,,,,,61.11,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52.0,,4.21,82.24,0.888,10384972.0,,,,
133457,GRC,Europe,Greece,2020-07-25,4103.0,0.0,25.143,195.0,0.0,0.143,395.09,0.0,2.421,18.777,0.0,0.014,1.27,,,,,,,,,,,,,5151.0,0.493,0.0051,197.0,samples tested,,,,,,,,,,,,,,61.11,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52.0,,4.21,82.24,0.888,10384972.0,,,,
133458,GRC,Europe,Greece,2020-07-26,4350.0,247.0,35.286,202.0,7.0,1.0,418.875,23.784,3.398,19.451,0.674,0.096,1.32,,,,,7.0,0.669,,,447685.0,,42.86,,5274.0,0.505,0.005,198.5,samples tested,,,,,,,,,,,,,,61.11,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52.0,,4.21,82.24,0.888,10384972.0,55.200012,0.07,-4.19,5.2510266
133459,GRC,Europe,Greece,2020-07-27,4350.0,0.0,35.286,202.0,0.0,1.0,418.875,0.0,3.398,19.451,0.0,0.096,1.37,,,,,,,,,451317.0,3632.0,43.207,0.348,5365.0,0.514,0.0057,174.7,samples tested,,,,,,,,,,,,,,61.11,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52.0,,4.21,82.24,0.888,10384972.0,,,,
133460,GRC,Europe,Greece,2020-07-28,4350.0,0.0,35.286,202.0,0.0,1.0,418.875,0.0,3.398,19.451,0.0,0.096,1.42,,,,,,,,,457540.0,6223.0,43.803,0.596,5376.0,0.515,0.0061,162.9,samples tested,,,,,,,,,,,,,,61.11,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52.0,,4.21,82.24,0.888,10384972.0,,,,
133461,GRC,Europe,Greece,2020-07-29,4350.0,0.0,35.286,202.0,0.0,1.0,418.875,0.0,3.398,19.451,0.0,0.096,1.46,,,,,,,,,511429.0,53889.0,48.962,5.159,12393.0,1.186,0.003,334.9,samples tested,,,,,,,,,,,,,,61.11,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52.0,,4.21,82.24,0.888,10384972.0,,,,
133462,GRC,Europe,Greece,2020-07-30,4350.0,0.0,35.286,202.0,0.0,1.0,418.875,0.0,3.398,19.451,0.0,0.096,1.5,,,,,,,,,519887.0,8458.0,49.772,0.81,12718.0,1.218,0.0033,305.9,samples tested,,,,,,,,,,,,,,61.11,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52.0,,4.21,82.24,0.888,10384972.0,,,,
133463,GRC,Europe,Greece,2020-07-31,4350.0,0.0,35.286,202.0,0.0,1.0,418.875,0.0,3.398,19.451,0.0,0.096,1.53,,,,,,,,,,,,,13311.0,1.274,0.0037,272.4,samples tested,,,,,,,,,,,,,,61.11,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52.0,,4.21,82.24,0.888,10384972.0,,,,
133464,GRC,Europe,Greece,2020-08-01,4350.0,0.0,35.286,202.0,0.0,1.0,418.875,0.0,3.398,19.451,0.0,0.096,1.56,,,,,,,,,539493.0,,51.649,,13914.0,1.332,0.0043,231.3,samples tested,,,,,,,,,,,,,,50.0,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52.0,,4.21,82.24,0.888,10384972.0,,,,
133465,GRC,Europe,Greece,2020-08-02,4910.0,560.0,80.0,208.0,6.0,0.857,472.799,53.924,7.703,20.029,0.578,0.083,1.57,,,,,11.0,1.052,,,545439.0,5946.0,52.218,0.569,13965.0,1.337,0.0048,208.4,samples tested,,,,,,,,,,,,,,50.0,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52.0,,4.21,82.24,0.888,10384972.0,369.6,0.49,13.1,35.159042
133466,GRC,Europe,Greece,2020-08-03,4910.0,0.0,80.0,208.0,0.0,0.857,472.799,0.0,7.703,20.029,0.0,0.083,1.57,,,,,,,,,564856.0,19417.0,54.077,1.859,16220.0,1.553,0.0045,222.6,samples tested,,,,,,,,,,,,,,50.0,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52.0,,4.21,82.24,0.888,10384972.0,,,,
133467,GRC,Europe,Greece,2020-08-04,4910.0,0.0,80.0,208.0,0.0,0.857,472.799,0.0,7.703,20.029,0.0,0.083,1.58,,,,,,,,,599709.0,34853.0,57.414,3.337,20310.0,1.944,0.0041,246.8,samples tested,,,,,,,,,,,,,,50.0,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52.0,,4.21,82.24,0.888,10384972.0,,,,
133468,GRC,Europe,Greece,2020-08-05,4910.0,0.0,80.0,208.0,0.0,0.857,472.799,0.0,7.703,20.029,0.0,0.083,1.57,,,,,,,,,609583.0,9874.0,58.359,0.945,14022.0,1.342,0.0065,154.1,samples tested,,,,,,,,,,,,,,50.0,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52.0,,4.21,82.24,0.888,10384972.0,,,,
133469,GRC,Europe,Greece,2020-08-06,4910.0,0.0,80.0,208.0,0.0,0.857,472.799,0.0,7.703,20.029,0.0,0.083,1.57,,,,,,,,,619393.0,9810.0,59.298,0.939,14215.0,1.361,0.0073,137.8,samples tested,,,,,,,,,,,,,,50.0,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52.0,,4.21,82.24,0.888,10384972.0,,,,
133470,GRC,Europe,Greece,2020-08-07,4910.0,0.0,80.0,208.0,0.0,0.857,472.799,0.0,7.703,20.029,0.0,0.083,1.56,,,,,,,,,630983.0,11590.0,60.408,1.11,14470.0,1.385,0.0078,127.7,samples tested,,,,,,,,,,,,,,50.0,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52.0,,4.21,82.24,0.888,10384972.0,,,,
133471,GRC,Europe,Greece,2020-08-08,4910.0,0.0,80.0,208.0,0.0,0.857,472.799,0.0,7.703,20.029,0.0,0.083,1.55,,,,,,,,,640297.0,9314.0,61.3,0.892,14401.0,1.379,0.0083,120.9,samples tested,,,,,,,,,,,,,,50.0,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52.0,,4.21,82.24,0.888,10384972.0,,,,
133472,GRC,Europe,Greece,2020-08-09,5991.0,1081.0,154.429,214.0,6.0,0.857,576.891,104.093,14.87,20.607,0.578,0.083,1.54,,,,,16.0,1.53,,,650998.0,10701.0,62.324,1.024,15080.0,1.444,0.0091,109.8,samples tested,,,,,,,,,,,,,,50.0,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52.0,,4.21,82.24,0.888,10384972.0,446.6,0.57,3.14,42.48384
133473,GRC,Europe,Greece,2020-08-10,5991.0,0.0,154.429,214.0,0.0,0.857,576.891,0.0,14.87,20.607,0.0,0.083,1.51,,,,,,,,,658178.0,7180.0,63.011,0.687,13332.0,1.276,0.0108,92.2,samples tested,,,,,,,,,,,,,,50.0,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52.0,,4.21,82.24,0.888,10384972.0,,,,
133474,GRC,Europe,Greece,2020-08-11,5991.0,0.0,154.429,214.0,0.0,0.857,576.891,0.0,14.87,20.607,0.0,0.083,1.49,,,,,,,,,668739.0,10561.0,64.023,1.011,9861.0,0.944,0.0157,63.5,samples tested,,,,,,,,,,,,,,50.0,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52.0,,4.21,82.24,0.888,10384972.0,,,,
133475,GRC,Europe,Greece,2020-08-12,5991.0,0.0,154.429,214.0,0.0,0.857,576.891,0.0,14.87,20.607,0.0,0.083,1.46,,,,,,,,,679785.0,11046.0,65.08,1.058,10029.0,0.96,0.0172,58.3,samples tested,,,,,,,,,,,,,,50.0,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52.0,,4.21,82.24,0.888,10384972.0,,,,
133476,GRC,Europe,Greece,2020-08-13,5991.0,0.0,154.429,214.0,0.0,0.857,576.891,0.0,14.87,20.607,0.0,0.083,1.43,,,,,,,,,687338.0,7553.0,65.803,0.723,9706.0,0.929,0.0185,54.0,samples tested,,,,,,,,,,,,,,61.11,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52.0,,4.21,82.24,0.888,10384972.0,,,,
133477,GRC,Europe,Greece,2020-08-14,5991.0,0.0,154.429,214.0,0.0,0.857,576.891,0.0,14.87,20.607,0.0,0.083,1.4,,,,,,,,,704921.0,17583.0,67.486,1.683,10563.0,1.011,0.0184,54.3,samples tested,,,,,,,,,,,,,,61.11,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52.0,,4.21,82.24,0.888,10384972.0,,,,
133478,GRC,Europe,Greece,2020-08-15,5991.0,0.0,154.429,214.0,0.0,0.857,576.891,0.0,14.87,20.607,0.0,0.083,1.37,,,,,,,,,715503.0,10582.0,68.5,1.013,10744.0,1.029,0.0191,52.3,samples tested,,,,,,,,,,,,,,61.11,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52.0,,4.21,82.24,0.888,10384972.0,,,,
133479,GRC,Europe,Greece,2020-08-16,7588.0,1597.0,228.143,231.0,17.0,2.429,730.671,153.78,21.969,22.244,1.637,0.234,1.34,,,,,12.0,1.147,,,719311.0,3808.0,68.864,0.365,9759.0,0.934,0.0213,47.0,samples tested,,,,,,,,,,,,,,61.11,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52.0,,4.21,82.24,0.888,10384972.0,500.80002,0.62,2.34,47.63974
133480,GRC,Europe,Greece,2020-08-17,7588.0,0.0,228.143,231.0,0.0,2.429,730.671,0.0,21.969,22.244,0.0,0.234,1.31,,,,,,,,,726961.0,7650.0,69.597,0.732,9826.0,0.941,0.0214,46.7,samples tested,,,,,,,,,,,,,,59.72,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52.0,,4.21,82.24,0.888,10384972.0,,,,
133481,GRC,Europe,Greece,2020-08-18,7588.0,0.0,228.143,231.0,0.0,2.429,730.671,0.0,21.969,22.244,0.0,0.234,1.28,,,,,,,,,740871.0,13910.0,70.928,1.332,10305.0,0.987,0.0212,47.1,samples tested,,,,,,,,,,,,,,59.72,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52.0,,4.21,82.24,0.888,10384972.0,,,,
133482,GRC,Europe,Greece,2020-08-19,7588.0,0.0,228.143,231.0,0.0,2.429,730.671,0.0,21.969,22.244,0.0,0.234,1.25,,,,,,,,,804282.0,63411.0,76.999,6.071,17785.0,1.703,0.0121,82.6,samples tested,,,,,,,,,,,,,,59.72,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52.0,,4.21,82.24,0.888,10384972.0,,,,
133483,GRC,Europe,Greece,2020-08-20,7588.0,0.0,228.143,231.0,0.0,2.429,730.671,0.0,21.969,22.244,0.0,0.234,1.22,,,,,,,,,816450.0,12168.0,78.164,1.165,18445.0,1.766,0.012,83.1,samples tested,,,,,,,,,,,,,,59.72,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52.0,,4.21,82.24,0.888,10384972.0,,,,
133484,GRC,Europe,Greece,2020-08-21,7588.0,0.0,228.143,231.0,0.0,2.429,730.671,0.0,21.969,22.244,0.0,0.234,1.21,,,,,,,,,,,,,17453.0,1.671,0.0123,81.1,samples tested,,,,,,,,,,,,,,59.72,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52.0,,4.21,82.24,0.888,10384972.0,,,,
133485,GRC,Europe,Greece,2020-08-22,7588.0,0.0,228.143,231.0,0.0,2.429,730.671,0.0,21.969,22.244,0.0,0.234,1.2,,,,,,,,,,,,,17462.0,1.672,0.0125,80.3,samples tested,,,,,,,,,,,,,,59.72,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52.0,,4.21,82.24,0.888,10384972.0,,,,
133486,GRC,Europe,Greece,2020-08-23,9252.0,1664.0,237.714,245.0,14.0,2.0,890.903,160.232,22.89,23.592,1.348,0.193,1.18,,,,,19.0,1.816,,,848380.0,,81.221,,18438.0,1.765,0.0123,81.2,samples tested,,,,,,,,,,,,,,59.72,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52.0,,4.21,82.24,0.888,10384972.0,666.4,0.8,7.54,63.39282
133487,GRC,Europe,Greece,2020-08-24,9252.0,0.0,237.714,245.0,0.0,2.0,890.903,0.0,22.89,23.592,0.0,0.193,1.16,,,,,,,,,858138.0,9758.0,82.155,0.934,18740.0,1.794,0.0122,82.1,samples tested,,,,,,,,,,,,,,59.72,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52.0,,4.21,82.24,0.888,10384972.0,,,,
133488,GRC,Europe,Greece,2020-08-25,9252.0,0.0,237.714,245.0,0.0,2.0,890.903,0.0,22.89,23.592,0.0,0.193,1.14,,,,,,,,,872550.0,14412.0,83.535,1.38,18811.0,1.801,0.0115,86.9,samples tested,,,,,,,,,,,,,,59.72,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52.0,,4.21,82.24,0.888,10384972.0,,,,
133489,GRC,Europe,Greece,2020-08-26,9252.0,0.0,237.714,245.0,0.0,2.0,890.903,0.0,22.89,23.592,0.0,0.193,1.13,,,,,,,,,,,,,11958.0,1.145,0.0156,64.2,samples tested,,,,,,,,,,,,,,59.72,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52.0,,4.21,82.24,0.888,10384972.0,,,,
133490,GRC,Europe,Greece,2020-08-27,9252.0,0.0,237.714,245.0,0.0,2.0,890.903,0.0,22.89,23.592,0.0,0.193,1.14,,,,,,,,,903432.0,,86.491,,12426.0,1.19,0.0184,54.5,samples tested,,,,,,,,,,,,,,59.72,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52.0,,4.21,82.24,0.888,10384972.0,,,,
133491,GRC,Europe,Greece,2020-08-28,9252.0,0.0,237.714,245.0,0.0,2.0,890.903,0.0,22.89,23.592,0.0,0.193,1.13,,,,,,,,,917265.0,13833.0,87.816,1.324,12882.0,1.233,0.0184,54.3,samples tested,,,,,,,,,,,,,,59.72,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52.0,,4.21,82.24,0.888,10384972.0,,,,
133492,GRC,Europe,Greece,2020-08-29,9252.0,0.0,237.714,245.0,0.0,2.0,890.903,0.0,22.89,23.592,0.0,0.193,1.1,,,,,,,,,931002.0,13737.0,89.131,1.315,13324.0,1.276,0.0171,58.4,samples tested,,,,,,,,,,,,,,59.72,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52.0,,4.21,82.24,0.888,10384972.0,,,,
133493,GRC,Europe,Greece,2020-08-30,10698.0,1446.0,206.571,265.0,20.0,2.857,1030.142,139.24,19.891,25.518,1.926,0.275,1.09,,,,,18.0,1.721,,,940882.0,9880.0,90.077,0.946,13215.0,1.265,0.0159,62.9,samples tested,,,,,,,,,,,,,,59.72,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52.0,,4.21,82.24,0.888,10384972.0,774.60004,0.91,4.94,73.68559
133494,GRC,Europe,Greece,2020-08-31,10698.0,0.0,206.571,265.0,0.0,2.857,1030.142,0.0,19.891,25.518,0.0,0.275,1.08,,,,,,,,,949367.0,8485.0,90.889,0.812,13033.0,1.248,0.0164,60.9,samples tested,,,,,,,,,,,,,,59.72,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52.0,,4.21,82.24,0.888,10384972.0,,,,
133495,GRC,Europe,Greece,2020-09-01,10698.0,0.0,206.571,265.0,0.0,2.857,1030.142,0.0,19.891,25.518,0.0,0.275,1.07,,,,,,,,,966346.0,16979.0,92.514,1.626,13399.0,1.283,0.0164,61.0,samples tested,,,,,,,,,,,,,,59.72,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52.0,,4.21,82.24,0.888,10384972.0,,,,
133496,GRC,Europe,Greece,2020-09-02,10698.0,0.0,206.571,265.0,0.0,2.857,1030.142,0.0,19.891,25.518,0.0,0.275,1.06,,,,,,,,,980500.0,14154.0,93.869,1.355,13216.0,1.265,0.0191,52.3,samples tested,,,,,,,,,,,,,,59.72,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52.0,,4.21,82.24,0.888,10384972.0,,,,
133497,GRC,Europe,Greece,2020-09-03,10698.0,0.0,206.571,265.0,0.0,2.857,1030.142,0.0,19.891,25.518,0.0,0.275,1.05,,,,,,,,,992566.0,12066.0,95.025,1.155,12733.0,1.219,0.0165,60.8,samples tested,,,,,,,,,,,,,,59.72,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52.0,,4.21,82.24,0.888,10384972.0,,,,
133498,GRC,Europe,Greece,2020-09-04,10698.0,0.0,206.571,265.0,0.0,2.857,1030.142,0.0,19.891,25.518,0.0,0.275,1.05,,,,,,,,,1003142.0,10576.0,96.037,1.013,12268.0,1.174,0.0163,61.3,samples tested,,,,,,,,,,,,,,59.72,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52.0,,4.21,82.24,0.888,10384972.0,,,,
133499,GRC,Europe,Greece,2020-09-05,10698.0,0.0,206.571,265.0,0.0,2.857,1030.142,0.0,19.891,25.518,0.0,0.275,1.05,,,,,,,,,1015064.0,11922.0,97.178,1.141,12009.0,1.15,0.0168,59.7,samples tested,,,,,,,,,,,,,,59.72,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52.0,,4.21,82.24,0.888,10384972.0,,,,
133500,GRC,Europe,Greece,2020-09-06,12043.0,1345.0,192.143,291.0,26.0,3.714,1159.656,129.514,18.502,28.021,2.504,0.358,1.06,,,,,22.0,2.103,208.0,19.981,,,,,12427.0,1.19,0.016,62.6,samples tested,,,,,,,,,,,,,,59.72,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52.0,,4.21,82.24,0.888,10384972.0,914.2001,1.04,6.41,86.96536
133501,GRC,Europe,Greece,2020-09-07,12043.0,0.0,192.143,291.0,0.0,3.714,1159.656,0.0,18.502,28.021,0.0,0.358,1.07,,,,,,,,,,,,,13045.0,1.249,0.0147,67.8,samples tested,,,,,,,,,,,,,,59.72,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52.0,,4.21,82.24,0.888,10384972.0,,,,
133502,GRC,Europe,Greece,2020-09-08,12043.0,0.0,192.143,291.0,0.0,3.714,1159.656,0.0,18.502,28.021,0.0,0.358,1.09,,,,,,,,,,,,,12450.0,1.192,0.015,66.6,samples tested,,,,,,,,,,,,,,68.52,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52.0,,4.21,82.24,0.888,10384972.0,,,,
133503,GRC,Europe,Greece,2020-09-09,12043.0,0.0,192.143,291.0,0.0,3.714,1159.656,0.0,18.502,28.021,0.0,0.358,1.11,,,,,,,,,1066305.0,,102.084,,12258.0,1.174,0.0154,64.9,samples tested,,,,,,,,,,,,,,68.52,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52.0,,4.21,82.24,0.888,10384972.0,,,,
133504,GRC,Europe,Greece,2020-09-10,12043.0,0.0,192.143,291.0,0.0,3.714,1159.656,0.0,18.502,28.021,0.0,0.358,1.13,,,,,,,,,,,,,12538.0,1.2,0.0166,60.4,samples tested,,,,,,,,,,,,,,68.52,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52.0,,4.21,82.24,0.888,10384972.0,,,,
133505,GRC,Europe,Greece,2020-09-11,12043.0,0.0,192.143,291.0,0.0,3.714,1159.656,0.0,18.502,28.021,0.0,0.358,1.13,,,,,,,,,1094354.0,,104.769,,13030.0,1.247,0.0168,59.5,samples tested,,,,,,,,,,,,,,68.52,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52.0,,4.21,82.24,0.888,10384972.0,,,,
133506,GRC,Europe,Greece,2020-09-12,12043.0,0.0,192.143,291.0,0.0,3.714,1159.656,0.0,18.502,28.021,0.0,0.358,1.14,,,,,,,,,,,,,13579.0,1.3,0.0174,57.6,samples tested,,,,,,,,,,,,,,68.52,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52.0,,4.21,82.24,0.888,10384972.0,,,,
133507,GRC,Europe,Greece,2020-09-13,13807.0,1764.0,252.0,311.0,20.0,2.857,1329.517,169.861,24.266,29.947,1.926,0.275,1.14,,,,,36.0,3.442,258.0,24.857,1125882.0,,107.788,,14001.0,1.34,0.0175,57.1,samples tested,,,,,,,,,,,,,,68.52,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52.0,,4.21,82.24,0.888,10384972.0,1082.4,1.21,7.99,102.96577
133508,GRC,Europe,Greece,2020-09-14,13807.0,0.0,252.0,311.0,0.0,2.857,1329.517,0.0,24.266,29.947,0.0,0.275,1.14,,,,,,,,,1133027.0,7145.0,108.472,0.684,13192.0,1.263,0.019,52.6,samples tested,,,,,,,,,,,,,,61.11,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52.0,,4.21,82.24,0.888,10384972.0,,,,
133509,GRC,Europe,Greece,2020-09-15,13807.0,0.0,252.0,311.0,0.0,2.857,1329.517,0.0,24.266,29.947,0.0,0.275,1.14,,,,,,,,,,,,,13138.0,1.258,0.0206,48.5,samples tested,,,,,,,,,,,,,,61.11,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52.0,,4.21,82.24,0.888,10384972.0,,,,
133510,GRC,Europe,Greece,2020-09-16,13807.0,0.0,252.0,311.0,0.0,2.857,1329.517,0.0,24.266,29.947,0.0,0.275,1.14,,,,,,,,,1157897.0,,110.853,,13085.0,1.253,0.0214,46.7,samples tested,,,,,,,,,,,,,,61.11,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52.0,,4.21,82.24,0.888,10384972.0,,,,
133511,GRC,Europe,Greece,2020-09-17,13807.0,0.0,252.0,311.0,0.0,2.857,1329.517,0.0,24.266,29.947,0.0,0.275,1.14,,,,,,,,,,,,,12782.0,1.224,0.0218,45.9,samples tested,,,,,,,,,,,,,,61.11,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52.0,,4.21,82.24,0.888,10384972.0,,,,
133512,GRC,Europe,Greece,2020-09-18,13807.0,0.0,252.0,311.0,0.0,2.857,1329.517,0.0,24.266,29.947,0.0,0.275,1.14,,,,,,,,,1181712.0,,113.133,,12480.0,1.195,0.0229,43.6,samples tested,,,,,,,,,,,,,,58.33,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52.0,,4.21,82.24,0.888,10384972.0,,,,
133513,GRC,Europe,Greece,2020-09-19,13807.0,0.0,252.0,311.0,0.0,2.857,1329.517,0.0,24.266,29.947,0.0,0.275,1.14,,,,,,,,,1194013.0,12301.0,114.31,1.178,11985.0,1.147,0.0231,43.2,samples tested,,,,,,,,,,,,,,58.33,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52.0,,4.21,82.24,0.888,10384972.0,,,,
133514,GRC,Europe,Greece,2020-09-20,16049.0,2242.0,320.286,348.0,37.0,5.286,1545.406,215.889,30.841,33.51,3.563,0.509,1.14,,,,,45.0,4.302,340.0,32.697,1202213.0,8200.0,115.095,0.785,10904.0,1.044,0.0249,40.1,samples tested,,,,,,,,,,,,,,58.33,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52.0,,4.21,82.24,0.888,10384972.0,1292.4,1.41,10.17,122.9425
133515,GRC,Europe,Greece,2020-09-21,16049.0,0.0,320.286,348.0,0.0,5.286,1545.406,0.0,30.841,33.51,0.0,0.509,1.14,,,,,,,,,1210118.0,7905.0,115.852,0.757,11013.0,1.054,0.0282,35.4,samples tested,,,,,,,,,,,,,,58.33,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52.0,,4.21,82.24,0.888,10384972.0,,,,
