Step,Susceptible,Exposed,Infected,Recovered
0,88161,59,5,0
1,88115,94,16,0
2,87905,285,32,3
3,87707,428,87,3
4,87518,523,176,8
5,87277,653,270,25
6,86615,1157,392,61
7,85578,1956,591,100
8,83544,3553,960,168
9,80355,5964,1653,253
10,75463,9504,2866,392
11,70503,12399,4674,649
12,66088,14013,7051,1073
13,61732,15303,9470,1720
14,56945,16757,11944,2579
15,51242,18775,14506,3702
16,44816,20969,17448,4992
17,37952,23146,20549,6578
18,31051,24968,23802,8404
19,24587,26033,27043,10562
20,18881,26009,30402,12933
21,14144,25011,33450,15620
22,10352,23396,35831,18646
23,7498,21160,37673,21894
24,5461,18555,38848,25361
25,3966,15930,39550,28779
26,2902,13520,39486,32317
27,2116,11336,38889,35884
28,1569,9385,37942,39329
29,1228,7661,36549,42787
30,977,6257,34873,46118
31,751,5146,33004,49324
32,587,4162,31190,52286
33,475,3302,29406,55042
34,387,2663,27536,57639
35,307,2181,25644,60093
36,259,1732,23849,62385
37,212,1416,22020,64577
38,178,1146,20313,66588
39,152,902,18841,68330
40,137,717,17310,70061
41,124,578,15953,71570
42,106,468,14648,73003
43,96,386,13446,74297
44,85,309,12337,75494
45,77,251,11306,76591
46,72,191,10353,77609
47,70,160,9500,78495
48,69,123,8669,79364
49,64,100,7890,80171
50,59,81,7187,80898
51,56,63,6524,81582
52,55,46,5967,82157
53,53,38,5432,82702
54,53,24,4961,83187
55,51,20,4494,83660
56,50,16,4088,84071
57,48,17,3721,84439
58,46,15,3397,84767
59,46,12,3096,85071
60,46,10,2807,85362
61,45,10,2561,85609
62,45,10,2368,85802
63,45,7,2160,86013
64,45,7,1996,86177
65,45,5,1806,86369
66,44,5,1646,86530
67,44,5,1489,86687
68,44,3,1353,86825
69,44,1,1225,86955
70,44,1,1127,87053
71,44,1,1028,87152
72,44,1,927,87253
73,44,1,830,87350
74,44,1,755,87425
75,44,1,680,87500
76,44,1,606,87574
77,44,1,554,87626
78,44,1,493,87687
79,44,1,437,87743
80,41,4,390,87790
81,40,4,353,87828
82,40,4,316,87865
83,40,2,284,87899
84,40,1,254,87930
85,40,1,229,87955
86,40,1,210,87974
87,40,1,196,87988
88,40,1,180,88004
89,40,1,161,88023
90,40,1,145,88039
91,40,1,132,88052
92,40,0,118,88067
93,40,0,110,88075
94,40,0,98,88087
95,40,0,89,88096
96,40,0,84,88101
97,40,0,77,88108
98,40,0,69,88116
99,40,0,61,88124
100,40,0,55,88130
101,40,0,52,88133
102,40,0,47,88138
103,40,0,44,88141
104,40,0,38,88147
105,40,0,36,88149
106,40,0,32,88153
107,40,0,30,88155
108,40,0,28,88157
109,40,0,24,88161
110,40,0,21,88164
111,40,0,21,88164
112,40,0,18,88167
113,40,0,17,88168
114,40,0,14,88171
115,40,0,14,88171
116,40,0,12,88173
117,40,0,11,88174
118,40,0,11,88174
119,40,0,11,88174
