Step,Susceptible,Exposed,Infected,Recovered
0,88190,30,5,0
1,88164,50,10,1
2,88091,116,17,1
3,87979,202,42,2
4,87772,372,75,6
5,87648,425,137,15
6,87561,420,214,30
7,87350,548,280,47
8,87031,754,366,74
9,86422,1196,492,115
10,85196,2185,681,163
11,83242,3699,1038,246
12,80658,5534,1676,357
13,77638,7516,2529,542
14,74446,9197,3729,853
15,71046,10793,5079,1307
16,68079,11633,6590,1923
17,65309,12075,8125,2716
18,62468,12580,9482,3695
19,59615,12879,10840,4891
20,56362,13497,12146,6220
21,52767,14405,13414,7639
22,49070,15259,14615,9281
23,45235,16019,15895,11076
24,41373,16630,17279,12943
25,37467,17270,18488,15000
26,33580,17643,19726,17276
27,29925,17783,20919,19598
28,26467,17717,21952,22089
29,23262,17375,22838,24750
30,20465,16778,23497,27485
31,17997,15859,24073,30296
32,15796,14854,24362,33213
33,13819,13865,24336,36205
34,12068,12834,24212,39111
35,10611,11780,23877,41957
36,9423,10602,23433,44767
37,8342,9554,22790,47539
38,7420,8576,21897,50332
39,6662,7612,21038,52913
40,6048,6691,20045,55441
41,5498,5914,18928,57885
42,5036,5181,17877,60131
43,4658,4520,16707,62340
44,4312,3994,15567,64352
45,4024,3510,14496,66195
46,3788,3062,13405,67970
47,3561,2702,12377,69585
48,3376,2357,11389,71103
49,3233,2022,10505,72465
50,3071,1771,9685,73698
51,2940,1540,8883,74862
52,2817,1364,8129,75915
53,2739,1186,7413,76887
54,2658,1019,6780,77768
55,2577,916,6168,78564
56,2513,805,5620,79287
57,2470,673,5079,80003
58,2412,588,4601,80624
59,2349,544,4180,81152
60,2311,466,3771,81677
61,2278,423,3380,82144
62,2247,354,3061,82563
63,2216,307,2752,82950
64,2187,269,2499,83270
65,2167,237,2256,83565
66,2151,208,2033,83833
67,2137,189,1824,84075
68,2124,160,1637,84304
69,2108,152,1463,84502
70,2099,137,1300,84689
71,2091,121,1176,84837
72,2080,103,1074,84968
73,2074,84,1000,85067
74,2060,79,898,85188
75,2047,78,793,85307
76,2042,68,709,85406
77,2038,62,629,85496
78,2033,51,570,85571
79,2027,46,512,85640
80,2026,38,471,85690
81,2021,37,431,85736
82,2017,33,389,85786
83,2016,27,347,85835
84,2013,26,312,85874
85,2012,23,283,85907
86,2011,15,260,85939
87,2009,15,221,85980
88,2009,13,203,86000
89,2009,9,187,86020
90,2008,7,171,86039
91,2008,7,153,86057
92,2008,6,135,86076
93,2008,3,125,86089
94,2006,5,102,86112
95,2005,5,87,86128
96,2005,4,80,86136
97,2005,3,71,86146
98,2000,7,65,86153
99,1999,7,60,86159
100,1998,5,57,86165
101,1998,4,50,86173
102,1997,5,45,86178
103,1996,5,41,86183
104,1996,3,38,86188
105,1995,4,35,86191
106,1995,3,28,86199
107,1995,3,26,86201
108,1995,2,22,86206
109,1995,2,19,86209
110,1995,1,18,86211
111,1994,2,14,86215
112,1994,2,12,86217
113,1994,2,9,86220
114,1994,2,6,86223
115,1994,0,7,86224
116,1994,0,7,86224
117,1994,0,7,86224
118,1994,0,6,86225
119,1994,0,4,86227
