Step,Susceptible,Exposed,Infected,Recovered
0,88183,37,5,0
1,88169,42,14,0
2,88066,139,15,5
3,87945,231,44,5
4,87754,373,90,8
5,87546,507,156,16
6,87394,569,227,35
7,87106,753,313,53
8,86690,1056,405,74
9,86038,1512,572,103
10,84784,2527,757,157
11,83144,3717,1140,224
12,80857,5325,1704,339
13,77840,7374,2519,492
14,74520,9373,3608,724
15,70952,11242,4977,1054
16,67809,12392,6535,1489
17,65108,12922,8084,2111
18,62433,13243,9689,2860
19,59564,13756,11143,3762
20,56322,14446,12709,4748
21,52647,15553,14180,5845
22,48940,16478,15684,7123
23,44884,17668,17194,8479
24,40770,18566,18822,10067
25,36599,19438,20390,11798
26,32635,20005,21957,13628
27,28769,20222,23649,15585
28,25125,20253,25103,17744
29,21868,19875,26441,20041
30,18799,19324,27680,22422
31,16219,18359,28743,24904
32,13898,17492,29399,27436
33,11920,16293,30010,30002
34,10186,15114,30186,32739
35,8726,13856,30151,35492
36,7520,12573,29956,38176
37,6470,11377,29492,40886
38,5633,10162,28889,43541
39,4906,9098,28000,46221
40,4320,8003,27251,48651
41,3852,7011,26227,51135
42,3443,6182,25107,53493
43,3126,5365,24003,55731
44,2845,4632,22866,57882
45,2607,4023,21709,59886
46,2379,3531,20463,61852
47,2175,3118,19164,63768
48,2032,2676,18077,65440
49,1902,2340,16942,67041
50,1775,2062,15807,68581
51,1671,1793,14813,69948
52,1569,1552,13839,71265
53,1503,1316,12928,72478
54,1427,1159,11972,73667
55,1364,1018,11166,74677
56,1311,870,10373,75671
57,1265,769,9565,76626
58,1228,665,8795,77537
59,1191,565,8111,78358
60,1157,500,7507,79061
61,1124,428,6950,79723
62,1097,387,6398,80343
63,1075,339,5850,80961
64,1049,298,5420,81458
65,1020,268,4994,81943
66,1005,213,4617,82390
67,985,191,4248,82801
68,964,180,3885,83196
69,957,158,3551,83559
70,949,140,3286,83850
71,937,133,2975,84180
72,929,116,2734,84446
73,921,107,2484,84713
74,914,94,2284,84933
75,909,86,2084,85146
76,900,78,1886,85361
77,896,70,1717,85542
78,893,68,1585,85679
79,885,67,1443,85830
80,877,61,1327,85960
81,873,51,1213,86088
82,869,48,1104,86204
83,864,46,1003,86312
84,861,41,930,86393
85,859,31,869,86466
86,856,29,805,86535
87,853,25,739,86608
88,849,23,678,86675
89,847,18,626,86734
90,844,20,559,86802
91,838,22,519,86846
92,837,20,480,86888
93,835,18,453,86919
94,833,17,416,86959
95,833,12,385,86995
96,833,8,352,87032
97,831,9,321,87064
98,831,7,294,87093
99,829,9,269,87118
100,829,6,251,87139
101,828,5,233,87159
102,828,3,215,87179
103,827,3,199,87196
104,826,2,183,87214
105,825,3,169,87228
106,825,2,156,87242
107,824,2,151,87248
108,823,3,142,87257
109,823,2,122,87278
110,823,0,115,87287
111,823,0,105,87297
112,822,1,92,87310
113,822,1,87,87315
114,822,1,76,87326
115,820,3,72,87330
116,820,2,61,87342
117,819,3,51,87352
118,819,2,47,87357
119,819,2,42,87362
