Step,Susceptible,Exposed,Infected,Recovered
0,88188,32,5,0
1,88157,52,16,0
2,88012,185,25,3
3,87863,290,65,7
4,87672,414,124,15
5,87573,402,230,20
6,87356,512,305,52
7,86970,769,402,84
8,86162,1403,526,134
9,84595,2658,778,194
10,82046,4575,1340,264
11,78320,7219,2281,405
12,74415,9354,3794,662
13,70686,10829,5640,1070
14,67180,11731,7631,1683
15,63558,12594,9561,2512
16,59955,13091,11600,3579
17,55848,14116,13380,4881
18,51400,15243,15215,6367
19,46570,16398,17192,8065
20,41532,17512,19259,9922
21,36385,18444,21320,12076
22,31325,19057,23460,14383
23,26550,19223,25417,17035
24,22330,18774,27212,19909
25,18585,17995,28770,22875
26,15440,16797,29817,26171
27,12757,15474,30554,29440
28,10541,14045,30977,32662
29,8722,12448,30986,36069
30,7261,10879,30619,39466
31,6055,9442,29795,42933
32,5152,8081,28768,46224
33,4412,6941,27533,49339
34,3783,5956,26085,52401
35,3292,5045,24725,55163
36,2879,4336,23123,57887
37,2554,3626,21639,60406
38,2292,3032,20132,62769
39,2081,2538,18556,65050
40,1905,2107,17072,67141
41,1754,1747,15667,69057
42,1641,1423,14414,70747
43,1529,1210,13064,72422
44,1445,1004,11989,73787
45,1365,816,10950,75094
46,1294,690,9913,76328
47,1233,579,9006,77407
48,1171,490,8149,78415
49,1135,404,7436,79250
50,1103,332,6733,80057
51,1076,275,6049,80825
52,1042,236,5458,81489
53,1017,195,4921,82092
54,988,182,4410,82645
55,976,157,3989,83103
56,962,139,3559,83565
57,945,122,3246,83912
58,933,109,2927,84256
59,924,95,2642,84564
60,910,87,2372,84856
61,903,65,2142,85115
62,899,58,1913,85355
63,894,46,1716,85569
64,889,41,1521,85774
65,882,36,1385,85922
66,877,29,1241,86078
67,874,26,1113,86212
68,869,27,995,86334
69,868,19,887,86451
70,867,16,800,86542
71,864,17,715,86629
72,861,15,634,86715
73,858,15,567,86785
74,858,11,514,86842
75,857,10,452,86906
76,857,9,397,86962
77,857,8,357,87003
78,857,5,317,87046
79,855,6,281,87083
80,853,5,260,87107
81,853,4,234,87134
82,852,5,208,87160
83,852,2,194,87177
84,851,2,172,87200
85,850,2,155,87218
86,849,3,139,87234
87,848,4,124,87249
88,848,2,114,87261
89,848,2,105,87270
90,847,2,89,87287
91,846,3,79,87297
92,846,2,76,87301
93,845,2,69,87309
94,845,2,61,87317
95,845,2,54,87324
96,845,2,50,87328
97,845,1,42,87337
98,844,2,38,87341
99,844,2,34,87345
100,844,1,30,87350
101,844,0,26,87355
102,844,0,21,87360
103,844,0,20,87361
104,844,0,18,87363
105,844,0,17,87364
106,844,0,16,87365
107,844,0,14,87367
108,844,0,11,87370
109,844,0,9,87372
110,844,0,8,87373
111,844,0,6,87375
112,844,0,3,87378
113,844,0,2,87379
114,844,0,2,87379
115,844,0,2,87379
116,844,0,2,87379
117,844,0,2,87379
118,844,0,2,87379
119,844,0,1,87380
