Step,Susceptible,Exposed,Infected,Recovered
0,88185,35,5,0
1,88157,57,10,1
2,88049,156,17,3
3,87925,251,43,6
4,87750,380,87,8
5,87621,443,144,17
6,87503,490,201,31
7,87237,689,252,47
8,86837,992,320,76
9,86175,1501,444,105
10,84816,2626,634,149
11,83030,4016,973,206
12,80707,5667,1555,296
13,77872,7600,2303,450
14,74943,9323,3269,690
15,71883,10936,4385,1021
16,69100,11996,5652,1477
17,66410,12790,7007,2018
18,63917,13205,8364,2739
19,61261,13806,9611,3547
20,58403,14390,10917,4515
21,55255,15260,12092,5618
22,51822,16246,13325,6832
23,48211,17224,14625,8165
24,44498,18139,15958,9630
25,40790,18964,17313,11158
26,36980,19767,18617,12861
27,33331,20329,19801,14764
28,29712,20613,21206,16694
29,26413,20632,22409,18771
30,23257,20565,23374,21029
31,20425,20108,24334,23358
32,17793,19509,25163,25760
33,15575,18617,25729,28304
34,13600,17596,26131,30898
35,11867,16446,26375,33537
36,10380,15292,26438,36115
37,9097,14020,26362,38746
38,7936,12934,25973,41382
39,7048,11789,25471,43917
40,6284,10614,24844,46483
41,5565,9618,24067,48975
42,5003,8656,23161,51405
43,4496,7790,22174,53765
44,4093,6982,21120,56030
45,3724,6210,20115,58176
46,3385,5543,19102,60195
47,3108,4932,18024,62161
48,2875,4368,17053,63929
49,2661,3839,16164,65561
50,2470,3401,15234,67120
51,2325,3016,14249,68635
52,2193,2666,13326,70040
53,2053,2365,12452,71355
54,1956,2078,11544,72647
55,1889,1837,10740,73759
56,1831,1610,9920,74864
57,1754,1427,9135,75909
58,1693,1237,8438,76857
59,1645,1093,7812,77675
60,1594,947,7251,78433
61,1547,846,6681,79151
62,1503,746,6137,79839
63,1470,662,5625,80468
64,1441,575,5167,81042
65,1412,515,4728,81570
66,1374,479,4327,82045
67,1352,428,3977,82468
68,1326,373,3651,82875
69,1309,332,3364,83220
70,1288,300,3064,83573
71,1276,254,2817,83878
72,1261,232,2562,84170
73,1250,201,2374,84400
74,1241,171,2135,84678
75,1228,165,1936,84896
76,1220,148,1760,85097
77,1207,139,1598,85281
78,1198,117,1460,85450
79,1196,101,1333,85595
80,1193,81,1225,85726
81,1189,77,1102,85857
82,1185,69,1000,85971
83,1183,67,911,86064
84,1179,58,829,86159
85,1179,45,763,86238
86,1177,36,680,86332
87,1171,36,620,86398
88,1168,33,557,86467
89,1165,29,516,86515
90,1165,26,468,86566
91,1164,24,417,86620
92,1162,20,379,86664
93,1161,16,338,86710
94,1159,15,294,86757
95,1156,16,271,86782
96,1156,13,241,86815
97,1155,11,216,86843
98,1155,10,205,86855
99,1154,10,188,86873
100,1154,8,175,86888
101,1154,7,163,86901
102,1153,8,148,86916
103,1153,7,133,86932
104,1153,7,123,86942
105,1153,4,113,86955
106,1152,5,100,86968
107,1152,5,91,86977
108,1152,3,87,86983
109,1151,4,79,86991
110,1151,4,71,86999
111,1151,3,65,87006
112,1151,3,61,87010
113,1150,3,53,87019
114,1149,4,49,87023
115,1149,4,48,87024
116,1149,3,41,87032
117,1148,4,38,87035
118,1148,2,35,87040
119,1148,2,28,87047
