Step,Susceptible,Exposed,Infected,Recovered
0,88199,21,4,1
1,88170,45,8,2
2,88099,106,17,3
3,87965,226,31,3
4,87821,331,68,5
5,87673,422,115,15
6,87550,468,183,24
7,87385,532,267,41
8,86968,830,354,73
9,86180,1464,466,115
10,85147,2224,693,161
11,83601,3390,1012,222
12,81596,4783,1499,347
13,78964,6558,2197,506
14,75865,8455,3164,741
15,72751,9999,4391,1084
16,69582,11400,5720,1523
17,66753,12185,7194,2093
18,64030,12739,8624,2832
19,61317,13156,10019,3733
20,58278,13807,11393,4747
21,54879,14771,12719,5856
22,51370,15564,14101,7190
23,47625,16484,15545,8571
24,43731,17352,17055,10087
25,39657,18268,18541,11759
26,35604,19088,19956,13577
27,31824,19469,21344,15588
28,28202,19604,22705,17714
29,24825,19412,24017,19971
30,21661,19127,25057,22380
31,18913,18424,26019,24869
32,16419,17593,26794,27419
33,14287,16474,27361,30103
34,12416,15522,27496,32791
35,10730,14364,27527,35604
36,9321,13149,27437,38318
37,8167,11917,27103,41038
38,7121,10775,26619,43710
39,6257,9684,25902,46382
40,5514,8654,25084,48973
41,4966,7614,24131,51514
42,4456,6760,23079,53930
43,4044,5961,21958,56262
44,3679,5251,20757,58538
45,3390,4610,19632,60593
46,3117,4032,18588,62488
47,2865,3526,17501,64333
48,2662,3099,16369,66095
49,2487,2712,15312,67714
50,2347,2395,14257,69226
51,2229,2054,13266,70676
52,2103,1800,12327,71995
53,1989,1623,11358,73255
54,1893,1446,10537,74349
55,1804,1292,9732,75397
56,1737,1106,8992,76390
57,1680,956,8307,77282
58,1626,835,7634,78130
59,1580,736,7015,78894
60,1544,648,6411,79622
61,1500,574,5909,80242
62,1463,500,5460,80802
63,1431,448,5011,81335
64,1407,400,4585,81833
65,1370,375,4165,82315
66,1349,331,3851,82694
67,1332,277,3532,83084
68,1319,247,3223,83436
69,1310,217,2935,83763
70,1298,184,2675,84068
71,1283,164,2448,84330
72,1274,147,2230,84574
73,1260,134,2039,84792
74,1249,118,1856,85002
75,1243,107,1688,85187
76,1236,95,1545,85349
77,1231,86,1402,85506
78,1219,82,1274,85650
79,1212,76,1133,85804
80,1208,67,1026,85924
81,1202,58,943,86022
82,1200,53,864,86108
83,1196,47,788,86194
84,1194,36,724,86271
85,1188,36,653,86348
86,1187,27,602,86409
87,1183,24,546,86472
88,1178,26,500,86521
89,1177,24,458,86566
90,1176,20,414,86615
91,1171,23,385,86646
92,1169,19,347,86690
93,1169,17,316,86723
94,1167,17,293,86748
95,1167,16,261,86781
96,1165,12,249,86799
97,1165,9,228,86823
98,1161,9,209,86846
99,1160,10,188,86867
100,1159,6,176,86884
101,1159,6,158,86902
102,1158,7,146,86914
103,1157,8,124,86936
104,1156,7,113,86949
105,1155,8,106,86956
106,1155,6,92,86972
107,1155,4,84,86982
108,1154,5,72,86994
109,1154,3,62,87006
110,1154,3,55,87013
111,1154,3,49,87019
112,1154,2,47,87022
113,1154,2,42,87027
114,1154,1,38,87032
115,1154,1,35,87035
116,1154,0,32,87039
117,1153,1,31,87040
118,1152,2,27,87044
119,1152,2,24,87047
