Step,Susceptible,Exposed,Infected,Recovered
0,88180,40,5,0
1,88145,69,11,0
2,88063,142,19,1
3,87923,259,42,1
4,87760,376,83,6
5,87594,481,134,16
6,87429,564,206,26
7,87135,765,276,49
8,86589,1173,394,69
9,85465,2094,554,112
10,83851,3371,837,166
11,81366,5337,1262,260
12,78247,7664,1909,405
13,74798,9809,2996,622
14,71221,11844,4231,929
15,67608,13588,5622,1407
16,64266,14770,7174,2015
17,60905,15715,8863,2742
18,57305,16738,10401,3781
19,53179,18197,11972,4877
20,48677,19831,13524,6193
21,43945,21408,15172,7700
22,39268,22605,16961,9391
23,34417,23822,18792,11194
24,29642,24760,20562,13261
25,25184,25352,22152,15537
26,21143,25380,23836,17866
27,17628,24722,25277,20598
28,14581,23922,26331,23391
29,12045,22624,27251,26305
30,9905,21227,27807,29286
31,8160,19540,28185,32340
32,6784,17808,28200,35433
33,5662,16155,27874,38534
34,4757,14460,27452,41556
35,3936,12953,26737,44599
36,3327,11438,25979,47481
37,2825,10108,24977,50315
38,2434,8925,23717,53149
39,2109,7758,22594,55764
40,1866,6696,21383,58280
41,1656,5899,20091,60579
42,1465,5105,18810,62845
43,1335,4359,17631,64900
44,1206,3819,16318,66882
45,1083,3323,15157,68662
46,1010,2862,13990,70363
47,914,2497,12859,71955
48,850,2127,11792,73456
49,794,1847,10809,74775
50,745,1596,9892,75992
51,700,1394,9093,77038
52,668,1189,8288,78080
53,635,998,7525,79067
54,612,866,6852,79895
55,588,757,6220,80660
56,566,673,5655,81331
57,544,578,5166,81937
58,528,500,4659,82538
59,512,428,4273,83012
60,502,367,3828,83528
61,486,338,3414,83987
62,478,295,3072,84380
63,469,251,2801,84704
64,465,212,2527,85021
65,458,179,2278,85310
66,452,159,2035,85579
67,448,133,1828,85816
68,447,114,1643,86021
69,444,104,1463,86214
70,439,96,1314,86376
71,437,86,1200,86502
72,435,74,1085,86631
73,433,65,977,86750
74,430,55,892,86848
75,428,45,811,86941
76,428,38,719,87040
77,424,40,636,87125
78,422,40,556,87207
79,421,35,507,87262
80,419,33,454,87319
81,418,24,415,87368
82,418,21,376,87410
83,417,19,333,87456
84,417,17,301,87490
85,417,15,267,87526
86,417,14,227,87567
87,417,11,208,87589
88,416,8,195,87606
89,416,8,173,87628
90,415,8,162,87640
91,414,8,146,87657
92,414,5,135,87671
93,414,4,118,87689
94,414,3,109,87699
95,414,3,98,87710
96,414,1,93,87717
97,414,1,85,87725
98,414,1,72,87738
99,414,0,66,87745
100,413,1,61,87750
101,413,1,50,87761
102,413,0,44,87768
103,413,0,39,87773
104,413,0,35,87777
105,413,0,29,87783
106,413,0,28,87784
107,413,0,25,87787
108,411,2,23,87789
109,411,2,21,87791
110,411,2,18,87794
111,411,2,17,87795
112,411,2,14,87798
113,411,2,8,87804
114,411,1,8,87805
115,411,1,7,87806
116,411,1,7,87806
117,411,0,8,87806
118,411,0,6,87808
119,410,1,5,87809
