Step,Susceptible,Exposed,Infected,Recovered
0,88165,55,5,0
1,88128,86,11,0
2,88002,193,29,1
3,87794,364,60,7
4,87636,439,139,11
5,87489,497,213,26
6,87108,785,275,57
7,86584,1164,392,85
8,85663,1886,553,123
9,84139,3050,865,171
10,81782,4818,1371,254
11,78711,6952,2157,405
12,74720,9522,3367,616
13,70688,11651,4924,962
14,66804,13085,6890,1446
15,62920,14220,8917,2168
16,59189,15121,10862,3053
17,55035,16171,12872,4147
18,50159,17835,14779,5452
19,44936,19607,16726,6956
20,39573,21007,18976,8669
21,34230,22167,21261,10567
22,28968,22937,23571,12749
23,24242,23092,25776,15115
24,19900,22870,27720,17735
25,16092,22070,29644,20419
26,12995,20767,31015,23448
27,10352,19335,31943,26595
28,8235,17542,32640,29808
29,6584,15715,32940,32986
30,5284,13891,32739,36311
31,4298,12011,32351,39565
32,3503,10371,31581,42770
33,2899,8893,30547,45886
34,2394,7588,29291,48952
35,2018,6459,27868,51880
36,1710,5492,26486,54537
37,1471,4589,24932,57233
38,1281,3776,23520,59648
39,1105,3164,21925,62031
40,992,2616,20441,64176
41,876,2204,18954,66191
42,802,1856,17482,68085
43,728,1553,16121,69823
44,679,1247,14944,71355
45,625,1022,13722,72856
46,590,836,12571,74228
47,556,693,11563,75413
48,522,592,10520,76591
49,496,489,9589,77651
50,478,415,8723,78609
51,462,357,7964,79442
52,436,312,7223,80254
53,422,249,6588,80966
54,407,221,5936,81661
55,395,191,5379,82260
56,387,160,4874,82804
57,375,144,4410,83296
58,366,124,4029,83706
59,366,107,3651,84101
60,356,95,3309,84465
61,348,89,2996,84792
62,341,83,2715,85086
63,335,73,2440,85377
64,331,70,2213,85611
65,331,61,1980,85853
66,326,51,1782,86066
67,322,46,1609,86248
68,321,43,1463,86398
69,320,36,1307,86562
70,320,31,1186,86688
71,319,25,1086,86795
72,318,22,985,86900
73,317,17,908,86983
74,316,14,823,87072
75,316,12,742,87155
76,315,12,669,87229
77,314,11,596,87304
78,314,9,541,87361
79,314,7,492,87412
80,313,7,428,87477
81,313,6,395,87511
82,313,4,353,87555
83,313,2,336,87574
84,313,1,301,87610
85,312,2,262,87649
86,312,2,234,87677
87,312,2,209,87702
88,311,3,190,87721
89,311,2,166,87746
90,311,2,152,87760
91,311,2,138,87774
92,310,3,125,87787
93,309,4,116,87796
94,309,3,110,87803
95,309,3,98,87815
96,309,3,87,87826
97,309,1,79,87836
98,309,1,71,87844
99,309,1,66,87849
100,307,3,59,87856
101,307,2,57,87859
102,307,2,54,87862
103,307,2,50,87866
104,307,2,45,87871
105,307,1,41,87876
106,307,1,38,87879
107,306,1,34,87884
108,306,0,32,87887
109,306,0,32,87887
110,306,0,29,87890
111,306,0,28,87891
112,306,0,23,87896
113,306,0,18,87901
114,306,0,15,87904
115,306,0,12,87907
116,306,0,10,87909
117,306,0,10,87909
118,306,0,7,87912
119,306,0,5,87914
