Step,Susceptible,Exposed,Infected,Recovered
0,88169,51,4,1
1,88123,84,16,2
2,87875,322,25,3
3,87706,440,74,5
4,87533,538,142,12
5,87328,655,209,33
6,86904,979,292,50
7,86086,1630,427,82
8,84638,2860,608,119
9,82435,4623,981,186
10,79104,7200,1637,284
11,75227,9930,2577,491
12,71244,12278,3932,771
13,67326,14245,5486,1168
14,63369,15960,7127,1769
15,59305,17454,8885,2581
16,54691,19285,10732,3517
17,49576,21360,12573,4716
18,44065,23464,14584,6112
19,38337,25360,16785,7743
20,32487,27147,19027,9564
21,26926,28318,21291,11690
22,21767,29005,23425,14028
23,17398,28853,25349,16625
24,13675,27903,27203,19444
25,10661,26521,28615,22428
26,8205,24724,29767,25529
27,6362,22504,30526,28833
28,4925,20349,30780,32171
29,3862,18089,30861,35413
30,2991,16055,30473,38706
31,2380,14118,29715,42012
32,1899,12342,28750,45234
33,1524,10768,27522,48411
34,1244,9309,26230,51442
35,1051,7985,24788,54401
36,862,6902,23242,57219
37,740,5879,21866,59740
38,648,5037,20396,62144
39,555,4348,18928,64394
40,489,3726,17531,66479
41,445,3183,16224,68373
42,403,2718,14991,70113
43,367,2317,13852,71689
44,341,1970,12662,73252
45,314,1697,11587,74627
46,288,1442,10617,75878
47,271,1227,9672,77055
48,257,1042,8815,78111
49,246,885,8018,79076
50,235,750,7312,79928
51,227,648,6666,80684
52,217,554,6052,81402
53,207,462,5497,82059
54,200,391,4959,82675
55,190,346,4486,83203
56,184,307,4016,83718
57,181,257,3653,84134
58,178,213,3295,84539
59,173,185,2986,84881
60,172,155,2697,85201
61,167,139,2434,85485
62,167,121,2158,85779
63,163,101,1951,86010
64,161,90,1736,86238
65,159,75,1556,86435
66,159,65,1394,86607
67,158,53,1258,86756
68,158,45,1150,86872
69,156,40,1032,86997
70,156,33,927,87109
71,155,29,841,87200
72,154,23,766,87282
73,154,15,700,87356
74,154,9,607,87455
75,154,9,551,87511
76,154,7,500,87564
77,154,7,450,87614
78,153,4,415,87653
79,152,4,375,87694
80,152,4,335,87734
81,151,5,291,87778
82,151,4,257,87813
83,150,5,222,87848
84,149,6,198,87872
85,148,5,174,87898
86,148,5,155,87917
87,148,5,129,87943
88,147,6,112,87960
89,147,5,96,87977
90,147,4,90,87984
91,147,3,78,87997
92,147,2,72,88004
93,147,2,64,88012
94,147,2,54,88022
95,147,2,49,88027
96,147,1,44,88033
97,147,1,38,88039
98,147,1,37,88040
99,147,1,32,88045
100,147,1,30,88047
101,147,1,27,88050
102,147,1,25,88052
103,147,1,22,88055
104,147,1,21,88056
105,147,1,16,88061
106,147,0,15,88063
107,147,0,14,88064
108,147,0,12,88066
109,147,0,11,88067
110,147,0,9,88069
111,147,0,6,88072
112,147,0,6,88072
113,147,0,4,88074
114,147,0,4,88074
115,147,0,4,88074
116,147,0,4,88074
117,147,0,4,88074
118,147,0,4,88074
119,147,0,4,88074
