Step,Susceptible,Exposed,Infected,Recovered
0,88179,41,5,0
1,88149,60,16,0
2,87998,198,28,1
3,87824,333,64,4
4,87633,466,116,10
5,87452,543,206,24
6,87182,702,303,38
7,86592,1162,402,69
8,85654,1885,578,108
9,84254,2899,917,155
10,82038,4562,1398,227
11,79191,6579,2096,359
12,75815,8697,3174,539
13,72051,10743,4591,840
14,68388,12285,6286,1266
15,64952,13300,8144,1829
16,61621,13893,10160,2551
17,57950,14769,12006,3500
18,53915,15815,13878,4617
19,49366,17234,15706,5919
20,44622,18553,17708,7342
21,39685,19865,19723,8952
22,34910,20656,21951,10708
23,30157,21328,24025,12715
24,25664,21533,26184,14844
25,21507,21435,28042,17241
26,17961,20689,29716,19859
27,14874,19715,31036,22600
28,12235,18431,32230,25329
29,10053,16889,33104,28179
30,8262,15330,33438,31195
31,6786,13797,33474,34168
32,5613,12231,33176,37205
33,4675,10684,32632,40234
34,3913,9309,31802,43201
35,3313,8096,30734,46082
36,2838,6939,29626,48822
37,2443,5921,28327,51534
38,2128,5042,26981,54074
39,1861,4297,25529,56538
40,1640,3655,24111,58819
41,1458,3100,22696,60971
42,1293,2639,21289,63004
43,1185,2240,19874,64926
44,1074,1900,18501,66750
45,979,1623,17277,68346
46,907,1405,15989,69924
47,844,1169,14862,71350
48,784,985,13730,72726
49,737,832,12711,73945
50,700,685,11692,75148
51,671,592,10817,76145
52,633,517,9972,77103
53,605,450,9133,78037
54,581,389,8352,78903
55,566,324,7637,79698
56,554,258,7040,80373
57,529,222,6449,81025
58,506,206,5880,81633
59,488,178,5422,82137
60,475,161,4966,82623
61,462,150,4531,83082
62,454,127,4157,83487
63,451,98,3840,83836
64,445,82,3498,84200
65,435,75,3163,84552
66,431,62,2906,84826
67,424,55,2667,85079
68,421,50,2431,85323
69,419,48,2247,85511
70,417,41,2074,85693
71,416,33,1895,85881
72,414,30,1718,86063
73,414,23,1563,86225
74,411,23,1435,86356
75,407,24,1317,86477
76,407,19,1193,86606
77,401,22,1103,86699
78,401,18,998,86808
79,399,19,917,86890
80,397,15,830,86983
81,394,14,761,87056
82,394,11,702,87118
83,394,9,648,87174
84,392,11,589,87233
85,392,9,542,87282
86,392,6,495,87332
87,391,4,450,87380
88,390,4,404,87427
89,389,5,369,87462
90,389,3,340,87493
91,388,2,313,87522
92,388,2,285,87550
93,386,3,251,87585
94,386,3,233,87603
95,386,2,214,87623
96,386,2,184,87653
97,384,4,166,87671
98,384,4,156,87681
99,384,3,144,87694
100,384,3,132,87706
101,384,2,127,87712
102,384,2,108,87731
103,384,1,103,87737
104,384,0,100,87741
105,384,0,95,87746
106,384,0,89,87752
107,384,0,79,87762
108,383,1,70,87771
109,383,0,61,87781
110,383,0,57,87785
111,383,0,48,87794
112,383,0,42,87800
113,383,0,37,87805
114,383,0,35,87807
115,383,0,33,87809
116,383,0,28,87814
117,383,0,26,87816
118,383,0,24,87818
119,383,0,20,87822
