Step,Susceptible,Exposed,Infected,Recovered
0,88184,36,5,0
1,88149,64,11,1
2,88024,177,23,1
3,87839,320,63,3
4,87647,436,132,10
5,87510,458,228,29
6,87170,685,314,56
7,86631,1067,446,81
8,85451,1995,657,122
9,83630,3316,1088,191
10,81017,5156,1769,283
11,77655,7239,2885,446
12,73534,9571,4381,739
13,69592,11224,6234,1175
14,65959,12231,8282,1753
15,62551,12680,10430,2564
16,58630,13551,12419,3625
17,54470,14440,14395,4920
18,49861,15543,16446,6375
19,44810,16934,18473,8008
20,39628,18039,20755,9803
21,34520,18839,23047,11819
22,29542,19383,25157,14143
23,24801,19460,27360,16604
24,20602,18989,29240,19394
25,16858,18144,30893,22330
26,13714,16918,32194,25399
27,11154,15418,32958,28695
28,9125,13811,33288,32001
29,7430,12140,33421,35234
30,6119,10512,32982,38612
31,5069,8986,32324,41846
32,4225,7705,31175,45120
33,3581,6547,29831,48266
34,3030,5546,28471,51178
35,2642,4631,26904,54048
36,2298,3860,25334,56733
37,2016,3234,23696,59279
38,1787,2714,22071,61653
39,1612,2232,20561,63820
40,1462,1854,19010,65899
41,1332,1540,17516,67837
42,1216,1293,16140,69576
43,1105,1104,14903,71113
44,1034,899,13706,72586
45,964,761,12464,74036
46,914,636,11379,75296
47,868,528,10366,76463
48,831,425,9521,77448
49,797,363,8672,78393
50,755,322,7878,79270
51,731,266,7122,80106
52,707,224,6478,80816
53,692,184,5934,81415
54,678,150,5381,82016
55,666,125,4838,82596
56,647,115,4396,83067
57,637,89,4026,83473
58,624,80,3642,83879
59,618,71,3294,84242
60,609,61,2992,84563
61,605,53,2688,84879
62,601,45,2412,85167
63,593,40,2176,85416
64,586,32,1985,85622
65,581,29,1801,85814
66,580,22,1636,85987
67,577,19,1454,86175
68,572,21,1321,86311
69,568,20,1195,86442
70,565,19,1083,86558
71,561,20,976,86668
72,559,18,876,86772
73,557,17,794,86857
74,555,14,705,86951
75,554,9,623,87039
76,554,7,569,87095
77,552,8,525,87140
78,552,5,475,87193
79,552,2,423,87248
80,551,3,384,87287
81,551,3,343,87328
82,551,3,306,87365
83,550,2,287,87386
84,550,2,244,87429
85,549,3,214,87459
86,548,2,192,87483
87,547,3,175,87500
88,547,3,160,87515
89,546,3,152,87524
90,546,2,137,87540
91,546,2,122,87555
92,546,1,105,87573
93,546,0,96,87583
94,546,0,87,87592
95,546,0,81,87598
96,546,0,71,87608
97,546,0,60,87619
98,546,0,55,87624
99,546,0,52,87627
100,546,0,47,87632
101,546,0,43,87636
102,545,1,40,87639
103,545,1,36,87643
104,545,0,34,87646
105,545,0,33,87647
106,545,0,33,87647
107,545,0,30,87650
108,545,0,27,87653
109,545,0,23,87657
110,545,0,23,87657
111,545,0,21,87659
112,545,0,19,87661
113,545,0,16,87664
114,545,0,15,87665
115,545,0,14,87666
116,545,0,14,87666
117,545,0,12,87668
118,545,0,8,87672
119,545,0,7,87673
