Step,Susceptible,Exposed,Infected,Recovered
0,88182,38,4,1
1,88161,48,13,3
2,87995,208,17,5
3,87859,313,47,6
4,87670,448,94,13
5,87489,567,145,24
6,87240,727,220,38
7,86807,1032,320,66
8,86011,1668,441,105
9,85000,2422,645,158
10,83234,3771,986,234
11,80715,5682,1477,351
12,77477,7983,2234,531
13,73858,10315,3256,796
14,70026,12528,4485,1186
15,66617,13933,5922,1753
16,63430,14899,7486,2410
17,60210,15705,9038,3272
18,56551,16902,10446,4326
19,52543,18185,11925,5572
20,48154,19695,13372,7004
21,43559,21013,15070,8583
22,38714,22471,16558,10482
23,34027,23437,18257,12504
24,29546,24151,19760,14768
25,25276,24582,21168,17199
26,21573,24329,22648,19675
27,18161,23906,23842,22316
28,15114,23208,24608,25295
29,12601,21954,25417,28253
30,10523,20579,25834,31289
31,8780,19017,26047,34381
32,7359,17372,25919,37575
33,6155,15765,25540,40765
34,5184,14236,25047,43758
35,4410,12691,24368,46756
36,3767,11287,23576,49595
37,3247,9973,22654,52351
38,2837,8862,21458,55068
39,2491,7776,20232,57726
40,2205,6803,19081,60136
41,1977,5982,17813,62453
42,1801,5170,16574,64680
43,1660,4427,15515,66623
44,1526,3854,14408,68437
45,1394,3367,13308,70156
46,1285,2928,12280,71732
47,1184,2578,11255,73208
48,1105,2249,10374,74497
49,1037,1953,9553,75682
50,990,1713,8658,76864
51,940,1500,7849,77936
52,907,1294,7093,78931
53,869,1120,6469,79767
54,845,958,5902,80520
55,819,850,5291,81265
56,796,727,4862,81840
57,778,615,4418,82414
58,765,541,3963,82956
59,754,460,3573,83438
60,742,401,3229,83853
61,735,350,2900,84240
62,728,298,2622,84577
63,722,267,2330,84906
64,709,242,2079,85195
65,698,220,1882,85425
66,690,187,1697,85651
67,688,157,1528,85852
68,685,127,1370,86043
69,681,108,1216,86220
70,675,89,1098,86363
71,669,79,971,86506
72,666,69,875,86615
73,658,62,792,86713
74,654,57,705,86809
75,653,50,639,86883
76,653,42,568,86962
77,651,36,506,87032
78,651,29,448,87097
79,651,25,410,87139
80,649,23,358,87195
81,649,18,331,87227
82,649,17,299,87260
83,649,11,273,87292
84,649,8,235,87333
85,649,7,214,87355
86,648,7,187,87383
87,648,7,162,87408
88,648,7,138,87432
89,648,6,128,87443
90,648,3,115,87459
91,648,1,95,87481
92,647,1,83,87494
93,647,1,72,87505
94,647,1,63,87514
95,647,1,60,87517
96,647,1,51,87526
97,647,1,47,87530
98,647,1,38,87539
99,647,1,35,87542
100,647,0,31,87547
101,647,0,29,87549
102,647,0,22,87556
103,647,0,19,87559
104,647,0,18,87560
105,647,0,17,87561
106,646,1,16,87562
107,646,1,15,87563
108,646,1,14,87564
109,646,1,12,87566
110,646,1,12,87566
111,646,1,11,87567
112,646,0,12,87567
113,646,0,10,87569
114,646,0,9,87570
115,646,0,9,87570
116,646,0,9,87570
117,646,0,7,87572
118,646,0,5,87574
119,646,0,2,87577
