Step,Susceptible,Exposed,Infected,Recovered
0,88192,28,5,0
1,88165,51,8,1
2,88057,150,16,2
3,87904,269,47,5
4,87629,476,110,10
5,87398,594,208,25
6,87095,767,314,49
7,86574,1120,443,88
8,85664,1781,637,143
9,83936,3099,982,208
10,81228,5139,1540,318
11,77536,7755,2447,487
12,73326,10253,3910,736
13,68939,12407,5771,1108
14,65225,13362,7955,1683
15,61575,14050,10137,2463
16,57387,14987,12399,3452
17,52611,16471,14384,4759
18,47297,18164,16631,6133
19,41729,19646,19076,7774
20,35947,21141,21458,9679
21,30375,22075,23972,11803
22,25303,22384,26374,14164
23,20601,22179,28674,16771
24,16622,21281,30665,19657
25,13302,19884,32300,22739
26,10545,18207,33542,25931
27,8362,16401,34181,29281
28,6625,14568,34402,32630
29,5301,12689,34170,36065
30,4254,10888,33574,39509
31,3441,9298,32568,42918
32,2812,7888,31415,46110
33,2351,6611,29963,49300
34,1972,5483,28526,52244
35,1678,4598,26910,55039
36,1441,3881,25132,57771
37,1235,3184,23492,60314
38,1076,2632,21876,62641
39,954,2198,20168,64905
40,861,1796,18575,66993
41,784,1501,17114,68826
42,727,1213,15686,70599
43,677,988,14370,72190
44,626,812,13138,73649
45,581,674,12008,74962
46,542,565,10940,76178
47,507,481,9971,77266
48,487,405,9060,78273
49,462,337,8275,79151
50,447,280,7532,79966
51,429,238,6850,80708
52,413,191,6204,81417
53,396,163,5608,82058
54,381,136,5106,82602
55,373,121,4608,83123
56,366,100,4145,83614
57,358,81,3701,84085
58,353,68,3323,84481
59,351,60,2992,84822
60,350,52,2684,85139
61,344,47,2438,85396
62,339,42,2190,85654
63,333,33,1980,85879
64,331,27,1777,86090
65,330,23,1604,86268
66,325,23,1433,86444
67,321,21,1287,86596
68,316,20,1177,86712
69,315,20,1062,86828
70,314,19,950,86942
71,312,17,857,87039
72,311,14,770,87130
73,310,12,681,87222
74,309,10,614,87292
75,306,11,557,87351
76,304,9,495,87417
77,304,8,457,87456
78,304,8,415,87498
79,304,6,372,87543
80,302,7,324,87592
81,301,7,288,87629
82,300,6,259,87660
83,300,4,226,87695
84,300,2,213,87710
85,299,2,196,87728
86,297,4,179,87745
87,297,3,162,87763
88,297,2,145,87781
89,297,0,129,87799
90,297,0,121,87807
91,297,0,109,87819
92,297,0,94,87834
93,297,0,84,87844
94,297,0,80,87848
95,297,0,69,87859
96,297,0,65,87863
97,297,0,58,87870
98,297,0,47,87881
99,297,0,43,87885
100,297,0,42,87886
101,297,0,36,87892
102,297,0,30,87898
103,297,0,25,87903
104,297,0,24,87904
105,297,0,23,87905
106,297,0,23,87905
107,297,0,21,87907
108,297,0,20,87908
109,297,0,19,87909
110,297,0,16,87912
111,297,0,12,87916
112,297,0,12,87916
113,297,0,12,87916
114,297,0,11,87917
115,297,0,7,87921
116,297,0,7,87921
117,297,0,6,87922
118,297,0,4,87924
119,297,0,4,87924
