Step,Susceptible,Exposed,Infected,Recovered
0,88192,28,5,0
1,88165,51,9,0
2,88071,135,18,1
3,87932,255,36,2
4,87747,396,75,7
5,87606,486,120,13
6,87411,598,196,20
7,87182,727,276,40
8,86748,1048,364,65
9,86023,1612,477,113
10,84774,2603,681,167
11,82684,4272,1038,231
12,79868,6418,1598,341
13,76829,8337,2583,476
14,73630,10178,3698,719
15,70394,11803,4953,1075
16,67293,13080,6270,1582
17,64165,14038,7771,2251
18,61099,14797,9307,3022
19,57905,15609,10752,3959
20,54211,16809,12254,4951
21,50229,17992,13873,6131
22,45990,19382,15338,7515
23,41621,20595,16899,9110
24,37144,21716,18599,10766
25,32838,22558,20117,12712
26,28642,23117,21780,14686
27,24788,23227,23238,16972
28,21238,23086,24542,19359
29,17978,22734,25660,21853
30,15298,21749,26666,24512
31,12953,20535,27539,27198
32,10865,19381,27993,29986
33,9170,17969,28354,32732
34,7758,16564,28413,35490
35,6564,15123,28200,38338
36,5613,13603,27934,41075
37,4837,12209,27277,43902
38,4154,10986,26452,46633
39,3592,9800,25519,49314
40,3153,8606,24595,51871
41,2774,7613,23514,54324
42,2471,6672,22402,56680
43,2232,5867,21187,58939
44,2005,5119,20088,61013
45,1820,4475,18824,63106
46,1675,3940,17559,65051
47,1519,3475,16441,66790
48,1403,3069,15307,68446
49,1318,2670,14304,69933
50,1228,2320,13272,71405
51,1161,2043,12334,72687
52,1099,1807,11392,73927
53,1042,1599,10507,75077
54,997,1378,9709,76141
55,950,1201,8932,77142
56,909,1072,8232,78012
57,872,941,7571,78841
58,839,825,6972,79589
59,818,707,6434,80266
60,795,610,5907,80913
61,765,544,5405,81511
62,750,468,4963,82044
63,738,397,4572,82518
64,728,352,4175,82970
65,710,317,3811,83387
66,696,287,3461,83781
67,686,242,3184,84113
68,680,211,2928,84406
69,669,190,2692,84674
70,662,167,2464,84932
71,654,150,2239,85182
72,647,133,2050,85395
73,641,122,1871,85591
74,635,104,1686,85800
75,630,86,1534,85975
76,626,75,1411,86113
77,620,71,1283,86251
78,619,64,1153,86389
79,618,61,1047,86499
80,617,53,957,86598
81,613,49,880,86683
82,613,43,783,86786
83,612,40,716,86857
84,609,35,658,86923
85,608,25,602,86990
86,604,25,545,87051
87,597,29,498,87101
88,596,26,440,87163
89,596,22,409,87198
90,593,21,362,87249
91,593,18,328,87286
92,593,16,296,87320
93,592,13,272,87348
94,590,13,246,87376
95,590,11,230,87394
96,590,9,208,87418
97,588,8,192,87437
98,588,8,171,87458
99,587,9,154,87475
100,587,8,141,87489
101,585,9,128,87503
102,585,8,118,87514
103,585,8,107,87525
104,585,6,100,87534
105,584,6,89,87546
106,584,4,81,87556
107,584,2,67,87572
108,584,2,62,87577
109,584,2,59,87580
110,584,1,53,87587
111,584,1,49,87591
112,584,1,44,87596
113,584,1,38,87602
114,584,0,34,87607
115,584,0,31,87610
116,584,0,31,87610
117,584,0,28,87613
118,584,0,25,87616
119,584,0,23,87618
