Step,Susceptible,Exposed,Infected,Recovered
0,88182,38,4,1
1,88140,70,14,1
2,87950,253,21,1
3,87764,395,62,4
4,87405,689,118,13
5,87144,830,229,22
6,86616,1210,365,34
7,85653,1974,529,69
8,83941,3327,825,132
9,81381,5295,1330,219
10,77758,7962,2162,343
11,73441,10903,3312,569
12,68974,13452,4893,906
13,64711,15242,6905,1367
14,60574,16625,9001,2025
15,55908,18245,11127,2945
16,50593,20205,13339,4088
17,44767,22465,15585,5408
18,38649,24471,18100,7005
19,32527,26212,20581,8905
20,26577,27387,23233,11028
21,21218,27860,25739,13408
22,16474,27582,28210,15959
23,12638,26330,30432,18825
24,9532,24790,32020,21883
25,7245,22628,33244,25108
26,5440,20306,34047,28432
27,4129,17972,34231,31893
28,3125,15738,34037,35325
29,2374,13684,33340,38827
30,1838,11766,32431,42190
31,1439,10003,31276,45507
32,1154,8551,29870,48650
33,948,7261,28338,51678
34,784,6173,26721,54547
35,641,5259,25120,57205
36,545,4348,23672,59660
37,467,3613,22077,62068
38,403,3025,20570,64227
39,347,2551,19043,66284
40,307,2140,17579,68199
41,270,1749,16237,69969
42,236,1450,14938,71601
43,202,1221,13748,73054
44,188,1000,12616,74421
45,173,819,11527,75706
46,161,691,10522,76851
47,155,569,9583,77918
48,148,470,8726,78881
49,144,385,7957,79739
50,132,320,7218,80555
51,123,268,6601,81233
52,114,220,6016,81875
53,112,175,5461,82477
54,111,147,4926,83041
55,107,121,4487,83510
56,103,103,4084,83935
57,103,89,3692,84341
58,99,79,3338,84709
59,99,66,3029,85031
60,98,49,2778,85300
61,96,44,2491,85594
62,95,30,2284,85816
63,93,25,2066,86041
64,91,25,1850,86259
65,90,22,1650,86463
66,90,19,1484,86632
67,88,17,1325,86795
68,87,15,1201,86922
69,87,10,1092,87036
70,87,7,985,87146
71,87,7,890,87241
72,87,6,800,87332
73,86,7,721,87411
74,86,6,644,87489
75,86,6,577,87556
76,85,7,526,87607
77,85,5,474,87661
78,85,5,427,87708
79,85,3,385,87752
80,85,2,356,87782
81,85,2,321,87817
82,85,2,289,87849
83,85,1,260,87879
84,85,1,238,87901
85,85,1,218,87921
86,85,1,203,87936
87,85,1,179,87960
88,85,1,164,87975
89,85,1,149,87990
90,85,1,137,88002
91,85,1,120,88019
92,85,1,111,88028
93,84,2,99,88040
94,84,2,89,88050
95,84,2,79,88060
96,84,2,70,88069
97,84,2,64,88075
98,84,2,57,88082
99,84,2,51,88088
100,84,1,46,88094
101,84,1,42,88098
102,84,1,35,88105
103,84,1,32,88108
104,84,1,27,88113
105,84,1,24,88116
106,84,1,21,88119
107,84,0,20,88121
108,84,0,19,88122
109,84,0,19,88122
110,84,0,15,88126
111,84,0,14,88127
112,84,0,13,88128
113,84,0,11,88130
114,84,0,11,88130
115,84,0,11,88130
116,84,0,9,88132
117,84,0,8,88133
118,84,0,8,88133
119,84,0,6,88135
