Step,Susceptible,Exposed,Infected,Recovered
0,88188,32,5,0
1,88148,64,13,0
2,87975,230,18,2
3,87815,362,46,2
4,87662,459,99,5
5,87498,529,185,13
6,87264,689,232,40
7,86709,1136,318,62
8,85883,1764,485,93
9,84259,3090,724,152
10,81557,5337,1108,223
11,78275,7759,1864,327
12,74373,10433,2915,504
13,70746,12382,4289,808
14,67338,13785,5859,1243
15,63669,15276,7442,1838
16,59836,16648,9185,2556
17,55671,18209,10870,3475
18,51065,19844,12808,4508
19,45907,21945,14549,5824
20,40603,23761,16603,7258
21,35208,25300,18749,8968
22,29936,26521,20947,10821
23,25038,27157,23125,12905
24,20479,27462,25047,15237
25,16511,27129,26798,17787
26,13222,26107,28471,20425
27,10546,24532,29892,23255
28,8408,22800,30654,26363
29,6661,20894,31316,29354
30,5238,18956,31553,32478
31,4173,16972,31371,35709
32,3362,14977,30998,38888
33,2696,13210,30274,42045
34,2165,11584,29409,45067
35,1796,10121,28266,48042
36,1514,8809,27038,50864
37,1286,7632,25721,53586
38,1109,6621,24328,56167
39,945,5683,23025,58572
40,829,4872,21593,60931
41,731,4179,20198,63117
42,661,3568,18868,65128
43,606,3051,17541,67027
44,545,2592,16280,68808
45,497,2244,15085,70399
46,458,1916,13943,71908
47,420,1634,12955,73216
48,392,1413,11899,74521
49,368,1204,10983,75670
50,347,1036,10060,76782
51,320,890,9204,77811
52,305,766,8413,78741
53,294,635,7683,79613
54,282,544,6998,80401
55,276,459,6377,81113
56,266,394,5818,81747
57,257,344,5288,82336
58,253,298,4840,82834
59,243,259,4398,83325
60,239,216,3998,83772
61,231,185,3651,84158
62,226,157,3346,84496
63,220,139,3015,84851
64,218,122,2742,85143
65,217,108,2487,85413
66,214,94,2249,85668
67,210,80,2033,85902
68,207,73,1850,86095
69,206,56,1689,86274
70,204,55,1507,86459
71,204,46,1359,86616
72,203,39,1236,86747
73,202,33,1131,86859
74,202,29,1033,86961
75,202,24,938,87061
76,201,21,846,87157
77,200,18,755,87252
78,199,15,682,87329
79,198,15,616,87396
80,198,13,551,87463
81,196,14,505,87510
82,196,11,459,87559
83,196,11,405,87613
84,196,10,364,87655
85,194,11,328,87692
86,194,10,305,87716
87,194,9,290,87732
88,194,9,262,87760
89,194,6,244,87781
90,194,6,214,87811
91,194,4,201,87826
92,194,3,189,87839
93,194,3,171,87857
94,194,2,154,87875
95,194,2,138,87891
96,194,2,128,87901
97,194,2,115,87914
98,194,2,107,87922
99,194,2,93,87936
100,193,2,84,87946
101,193,2,76,87954
102,193,2,72,87958
103,193,2,65,87965
104,193,1,60,87971
105,193,1,54,87977
106,193,1,45,87986
107,193,1,44,87987
108,193,1,38,87993
109,193,1,34,87997
110,193,1,33,87998
111,193,1,31,88000
112,193,1,26,88005
113,193,1,21,88010
114,193,1,20,88011
115,193,1,18,88013
116,192,2,15,88016
117,192,2,14,88017
118,192,0,15,88018
119,192,0,13,88020
